Date_Time,Q_recorded,Q_predicted_1,Q_abs_diff,Q_rel_diff,Q_diff,Q_sqr_diff,Q_sqr_rel_diff,Q_var_rec,Q_sqr_var_rec,Q_var_pre,Q_sqr_var_pre,Q_prod_var_rec_pre,delta_time,Q_rec_lft,Q_rec_rgt,Q_pre_lft,Q_pre_rgt,Q_ave_rec,Q_ave_pre
1997-10-07 08:37:00,0.078,0.0,0.078,1.0,-0.078,0.006084,1.0,-0.5853047210300429,0.3425816164600564,-0.6687811158798282,0.44726818095746823,0.3914407444602037,,,,,,,
1997-10-07 08:42:00,0.078,0.006,0.072,0.923076923076923,-0.072,0.005183999999999999,0.8520710059171597,-0.5853047210300429,0.3425816164600564,-0.6627811158798282,0.4392788075669103,0.3879289161340234,300.0,0.078,0.078,0.0,0.006,23.4,0.9
1997-10-07 08:47:00,0.078,0.01,0.068,0.8717948717948718,-0.068,0.0046240000000000005,0.760026298487837,-0.5853047210300429,0.3425816164600564,-0.6587811158798282,0.4339925586398717,0.38558769724990327,300.0,0.078,0.078,0.006,0.01,23.4,2.4
1997-10-07 08:52:00,0.13,0.013,0.117,0.9,-0.117,0.013689000000000002,0.81,-0.5333047210300429,0.28441392547293187,-0.6557811158798282,0.4300488719445927,0.34973116506106205,300.0,0.078,0.13,0.01,0.013,31.200000000000003,3.4499999999999997
1997-10-07 08:57:00,0.323,0.026,0.297,0.9195046439628483,-0.297,0.088209,0.8454887902692443,-0.3403047210300429,0.11580730315533531,-0.6427811158798282,0.41316756293171714,0.21874144832286463,300.0,0.13,0.323,0.013,0.026,67.95,5.85
1997-10-07 09:02:00,0.496,0.133,0.363,0.7318548387096774,-0.363,0.131769,0.5356115049427679,-0.1673047210300429,0.02799086967894048,-0.5357811158798282,0.28706140413343395,0.08963871012543975,300.0,0.323,0.496,0.026,0.133,122.85,23.85
1997-10-07 09:07:00,0.422,0.216,0.206,0.4881516587677725,-0.206,0.042435999999999995,0.2382920419577278,-0.2413047210300429,0.05822796839138684,-0.4527811158798283,0.20501073889738247,0.10925822085505349,300.0,0.496,0.422,0.133,0.216,137.7,52.349999999999994
1997-10-07 09:12:00,0.386,0.24,0.14600000000000002,0.37823834196891193,-0.14600000000000002,0.021316000000000005,0.14306424333539156,-0.2773047210300429,0.0768979083055499,-0.42878111587982826,0.1838532453351507,0.11890302772200627,300.0,0.422,0.386,0.216,0.24,121.2,68.39999999999999
1997-10-07 09:17:00,0.422,0.27,0.15199999999999997,0.3601895734597156,-0.15199999999999997,0.02310399999999999,0.12973652882909184,-0.2413047210300429,0.05822796839138684,-0.39878111587982823,0.159026378382361,0.09622776591943116,300.0,0.386,0.422,0.24,0.27,121.2,76.5
1997-10-07 09:22:00,0.499,0.326,0.173,0.34669338677354705,-0.173,0.029928999999999997,0.1201963044325123,-0.1643047210300429,0.026996041352760222,-0.34278111587982824,0.11749889340382023,0.05632055561900198,300.0,0.422,0.499,0.27,0.326,138.15,89.4
1997-10-07 09:27:00,0.504,0.392,0.11199999999999999,0.2222222222222222,-0.11199999999999999,0.012543999999999998,0.04938271604938271,-0.1593047210300429,0.02537799414245979,-0.27678111587982823,0.0766077861076829,0.04409253845162001,300.0,0.499,0.504,0.326,0.392,150.45000000000002,107.69999999999999
1997-10-07 09:32:00,0.438,0.403,0.034999999999999976,0.0799086757990867,-0.034999999999999976,0.0012249999999999982,0.006385396467963544,-0.2253047210300429,0.05076221731842546,-0.2657811158798282,0.07063960155832667,0.059881740168358205,300.0,0.504,0.438,0.392,0.403,141.29999999999998,119.25
1997-10-07 09:37:00,0.344,0.368,0.02400000000000002,0.06976744186046518,0.02400000000000002,0.000576000000000001,0.00486749594375339,-0.3193047210300429,0.10195550487207354,-0.30078111587982825,0.09046927966991468,0.09604083029711358,300.0,0.438,0.344,0.403,0.368,117.30000000000001,115.65
1997-10-07 09:42:00,0.265,0.321,0.055999999999999994,0.2113207547169811,0.055999999999999994,0.0031359999999999995,0.044656461374154494,-0.3983047210300429,0.1586466507948203,-0.34778111587982824,0.12095170456261851,0.138522860340032,300.0,0.344,0.265,0.368,0.321,91.35,103.35000000000001
1997-10-07 09:47:00,0.198,0.287,0.08899999999999997,0.44949494949494934,0.08899999999999997,0.007920999999999994,0.20204570962146706,-0.4653047210300429,0.21650848341284604,-0.38178111587982827,0.14575682044244687,0.17764455561900197,300.0,0.265,0.198,0.321,0.287,69.45,91.2
1997-10-07 09:52:00,0.157,0.262,0.10500000000000001,0.6687898089171975,0.10500000000000001,0.011025000000000002,0.44727980851150156,-0.5063047210300429,0.2563444705373095,-0.40678111587982824,0.16547087623643825,0.205955199395826,300.0,0.198,0.157,0.287,0.262,53.25,82.35
1997-10-07 09:57:00,0.121,0.237,0.11599999999999999,0.9586776859504131,0.11599999999999999,0.013455999999999997,0.919062905539239,-0.5423047210300429,0.29409441045147267,-0.43178111587982826,0.18643493203042968,0.2341569375932509,300.0,0.157,0.121,0.262,0.237,41.7,74.85
1997-10-07 10:02:00,0.097,0.203,0.10600000000000001,1.0927835051546393,0.10600000000000001,0.011236000000000003,1.1941757891380596,-0.5663047210300429,0.32070103706091474,-0.46578111587982823,0.216952047910258,0.2637740448893882,300.0,0.121,0.097,0.237,0.203,32.7,66.0
1997-10-07 10:07:00,0.083,0.179,0.09599999999999999,1.1566265060240961,0.09599999999999999,0.009215999999999998,1.3377848744375085,-0.5803047210300429,0.33675356924975597,-0.48978111587982825,0.23988554147248975,0.2842222938164269,300.0,0.097,0.083,0.203,0.179,27.0,57.300000000000004
1997-10-07 10:12:00,0.078,0.167,0.08900000000000001,1.1410256410256412,0.08900000000000001,0.007921000000000001,1.3019395134779754,-0.5853047210300429,0.3425816164600564,-0.5017811158798282,0.2517842882536056,0.2936948560481865,300.0,0.083,0.078,0.179,0.167,24.150000000000002,51.9
1997-10-07 10:17:00,0.078,0.164,0.08600000000000001,1.1025641025641026,0.08600000000000001,0.0073960000000000015,1.215647600262985,-0.5853047210300429,0.3425816164600564,-0.5047811158798282,0.25480397494888457,0.29545077021127664,300.0,0.078,0.078,0.167,0.164,23.4,49.650000000000006
1997-10-07 10:22:00,0.078,0.159,0.081,1.0384615384615385,0.081,0.006561,1.0784023668639056,-0.5853047210300429,0.3425816164600564,-0.5097811158798282,0.25987678610768283,0.29837729381642686,300.0,0.078,0.078,0.164,0.159,23.4,48.45
1997-10-07 10:27:00,0.078,0.154,0.076,0.9743589743589743,0.076,0.005776,0.9493754109138725,-0.5853047210300429,0.3425816164600564,-0.5147811158798282,0.26499959726648115,0.3013038174215771,300.0,0.078,0.078,0.159,0.154,23.4,46.95
1997-10-07 10:32:00,0.078,0.156,0.078,1.0,0.078,0.006084,1.0,-0.5853047210300429,0.3425816164600564,-0.5127811158798282,0.2629444728029618,0.300133207979517,300.0,0.078,0.078,0.154,0.156,23.4,46.5
1997-10-07 10:37:00,0.102,0.198,0.09600000000000002,0.9411764705882355,0.09600000000000002,0.009216000000000004,0.8858131487889277,-0.5613047210300429,0.3150629898506143,-0.47078111587982824,0.22163485906905625,0.2642516629151393,300.0,0.078,0.102,0.156,0.198,27.0,53.099999999999994
1997-10-07 10:42:00,0.22,0.297,0.07699999999999999,0.3499999999999999,0.07699999999999999,0.005928999999999998,0.12249999999999994,-0.4433047210300429,0.1965190756875242,-0.37178111587982826,0.1382211981248503,0.16481232385934533,300.0,0.102,0.22,0.198,0.297,48.300000000000004,74.25
1997-10-07 10:47:00,0.366,0.456,0.09000000000000002,0.24590163934426237,0.09000000000000002,0.008100000000000005,0.06046761623219569,-0.2973047210300429,0.08839009714675164,-0.21278111587982823,0.04527580327506489,0.06326083029711356,300.0,0.22,0.366,0.297,0.456,87.89999999999999,112.95
1997-10-07 10:52:00,0.496,0.617,0.121,0.2439516129032258,0.121,0.014641,0.05951238943808533,-0.1673047210300429,0.02799086967894048,-0.051781115879828254,0.002681283961760202,0.008663225146898991,300.0,0.366,0.496,0.456,0.617,129.3,160.95
1997-10-07 10:57:00,0.58,0.787,0.20700000000000007,0.3568965517241381,0.20700000000000007,0.04284900000000003,0.12737514863258037,-0.08330472103004294,0.006939676545893278,0.11821888412017179,0.013975704562618605,-0.009848191162113884,300.0,0.496,0.58,0.617,0.787,161.4,210.6
1997-10-07 11:02:00,0.695,0.945,0.25,0.3597122302158274,0.25,0.0625,0.1293928885668444,0.03169527896995705,0.0010045907089834018,0.2762188841201717,0.07629687194459285,0.008754834588959082,300.0,0.58,0.695,0.787,0.945,191.25,259.8
1997-10-07 11:07:00,0.81,1.099,0.2889999999999999,0.35679012345679,0.2889999999999999,0.08352099999999996,0.12729919219631144,0.14669527896995715,0.021519504872073554,0.43021888412017173,0.18508828825360574,0.06311107922415227,300.0,0.695,0.81,0.945,1.099,225.74999999999997,306.6
1997-10-07 11:12:00,0.922,1.315,0.3929999999999999,0.42624728850325366,0.3929999999999999,0.15444899999999992,0.18168675095637596,0.25869527896995714,0.06692324736134395,0.6462188841201717,0.4175988461935199,0.16717377450312224,300.0,0.81,0.922,1.099,1.315,259.8,362.09999999999997
1997-10-07 11:17:00,0.998,1.453,0.45500000000000007,0.45591182364729466,0.45500000000000007,0.20702500000000007,0.2078555909414019,0.3346952789699571,0.11202092976477741,0.7842188841201718,0.6149992582106875,0.26247435819410936,300.0,0.922,0.998,1.315,1.453,288.0,415.2
1997-10-07 11:22:00,0.928,1.322,0.394,0.4245689655172414,0.394,0.155236,0.1802588064803805,0.26469527896995715,0.07006359070898344,0.6532188841201718,0.42669491057120246,0.172903954760633,300.0,0.998,0.928,1.453,1.322,288.90000000000003,416.25000000000006
1997-10-07 11:27:00,0.718,1.15,0.43199999999999994,0.6016713091922005,0.43199999999999994,0.18662399999999996,0.3620083643050565,0.05469527896995707,0.0029915735416014286,0.48121888412017166,0.2315716144338632,0.026320401112564236,300.0,0.928,0.718,1.322,1.15,246.89999999999998,370.8
1997-10-07 11:32:00,0.54,1.033,0.4929999999999999,0.9129629629629626,0.4929999999999999,0.24304899999999988,0.8335013717421119,-0.12330472103004286,0.015204054228296694,0.36421888412017167,0.13265539554974304,-0.044909907900311276,300.0,0.718,0.54,1.15,1.033,188.7,327.45
1997-10-07 11:37:00,0.443,0.951,0.508,1.146726862302483,0.508,0.258064,1.3149824967260981,-0.2203047210300429,0.048534170108125024,0.2822188841201717,0.07964749855403491,-0.06217415253550443,300.0,0.54,0.443,1.033,0.951,147.45000000000002,297.6
1997-10-07 11:42:00,0.371,0.893,0.522,1.4070080862533694,0.522,0.272484,1.979671754782369,-0.2923047210300429,0.0854420499364512,0.22421888412017177,0.05027410799609502,-0.06554023837241432,300.0,0.443,0.371,0.951,0.893,122.10000000000001,276.59999999999997
1997-10-07 11:47:00,0.366,0.88,0.514,1.4043715846994536,0.514,0.264196,1.9722595479112544,-0.2973047210300429,0.08839009714675164,0.21121888412017176,0.04461341700897054,-0.06279637141962463,300.0,0.371,0.366,0.893,0.88,110.55,265.95000000000005
1997-10-07 11:52:00,0.443,0.918,0.47500000000000003,1.072234762979684,0.47500000000000003,0.22562500000000002,1.1496873869420992,-0.2203047210300429,0.048534170108125024,0.2492188841201718,0.06211005220210362,-0.05490409674151303,300.0,0.366,0.443,0.88,0.918,121.35,269.7
1997-10-07 11:57:00,0.559,0.956,0.3969999999999999,0.7101967799642216,0.3969999999999999,0.15760899999999992,0.504379466271549,-0.10430472103004285,0.010879474829155062,0.2872188841201717,0.08249468739523663,-0.029958285582714714,300.0,0.443,0.559,0.918,0.956,150.3,281.1
1997-10-07 12:02:00,0.695,1.057,0.362,0.520863309352518,0.362,0.131044,0.27129858702965687,0.03169527896995705,0.0010045907089834018,0.3882188841201717,0.1507139019875113,0.012304705833594273,300.0,0.559,0.695,0.956,1.057,188.1,301.95
1997-10-07 12:07:00,0.845,1.293,0.44799999999999995,0.5301775147928993,0.44799999999999995,0.20070399999999997,0.281088197191975,0.18169527896995707,0.03301317439997053,0.6242188841201717,0.38964921529223234,0.1134176242885299,300.0,0.695,0.845,1.057,1.293,231.0,352.49999999999994
1997-10-07 12:12:00,0.941,1.496,0.555,0.5897980871413391,0.555,0.30802500000000005,0.3478617835955826,0.27769527896995705,0.07711466796220227,0.8272188841201717,0.6842910822450221,0.22971477879496766,300.0,0.845,0.941,1.293,1.496,267.9,418.34999999999997
1997-10-07 12:17:00,1.033,1.57,0.5370000000000001,0.5198451113262345,0.5370000000000001,0.28836900000000015,0.2702389397697851,0.369695278969957,0.13667459929267434,0.9012188841201718,0.8121954770948077,0.33317636677780027,300.0,0.941,1.033,1.496,1.57,296.09999999999997,459.9
1997-10-07 12:22:00,1.152,1.736,0.5840000000000001,0.5069444444444445,0.5840000000000001,0.3410560000000001,0.2569926697530865,0.488695278969957,0.23882307568752412,1.0672188841201717,1.1389561466227045,0.5215448302971135,300.0,1.033,1.152,1.57,1.736,327.74999999999994,495.90000000000003
1997-10-07 12:27:00,1.36,2.059,0.6990000000000001,0.5139705882352942,0.6990000000000001,0.4886010000000001,0.2641657655709343,0.6966952789699572,0.48538431173902646,1.390218884120172,1.932708545764336,0.9685589333014057,300.0,1.152,1.36,1.736,2.059,376.8,569.25
