Date_Time,Q_recorded,Q_predicted_4,Q_diff,Q_rel_diff,Q_sqr_rel_diff
1997-10-07 08:37:00,0.078,0.001,-0.077,-0.9871794871794871,0.9745233399079551
1997-10-07 08:42:00,0.078,0.008,-0.07,-0.8974358974358975,0.8053911900065747
1997-10-07 08:47:00,0.078,0.012,-0.066,-0.8461538461538461,0.7159763313609467
1997-10-07 08:52:00,0.13,0.049,-0.081,-0.6230769230769231,0.38822485207100593
1997-10-07 08:57:00,0.323,0.106,-0.21700000000000003,-0.671826625386997,0.4513510145788804
1997-10-07 09:02:00,0.496,0.236,-0.26,-0.5241935483870968,0.27477887617065555
1997-10-07 09:07:00,0.422,0.289,-0.133,-0.3151658767772512,0.0993295298847735
1997-10-07 09:12:00,0.386,0.302,-0.08400000000000002,-0.21761658031088088,0.04735697602620207
1997-10-07 09:17:00,0.422,0.35,-0.07200000000000001,-0.17061611374407584,0.029109858269131424
1997-10-07 09:22:00,0.499,0.441,-0.057999999999999996,-0.11623246492985971,0.013509985903671067
1997-10-07 09:27:00,0.504,0.49,-0.014000000000000012,-0.0277777777777778,0.0007716049382716062
1997-10-07 09:32:00,0.438,0.457,0.019000000000000017,0.043378995433789994,0.001881737244844773
1997-10-07 09:37:00,0.344,0.38,0.03600000000000003,0.10465116279069778,0.010951865873445127
1997-10-07 09:42:00,0.265,0.308,0.04299999999999998,0.16226415094339616,0.026329654681381254
1997-10-07 09:47:00,0.198,0.264,0.066,0.3333333333333333,0.1111111111111111
1997-10-07 09:52:00,0.157,0.23,0.07300000000000001,0.4649681528662421,0.21619538317984507
1997-10-07 09:57:00,0.121,0.201,0.08000000000000002,0.6611570247933886,0.4371286114336454
1997-10-07 10:02:00,0.097,0.166,0.069,0.711340206185567,0.506004888936125
1997-10-07 10:07:00,0.083,0.14,0.05700000000000001,0.6867469879518073,0.4716214254608798
1997-10-07 10:12:00,0.078,0.131,0.053000000000000005,0.6794871794871795,0.46170282708744254
1997-10-07 10:17:00,0.078,0.124,0.046,0.5897435897435898,0.3477975016436555
1997-10-07 10:22:00,0.078,0.117,0.03900000000000001,0.5000000000000001,0.2500000000000001
1997-10-07 10:27:00,0.078,0.113,0.035,0.44871794871794873,0.20134779750164367
1997-10-07 10:32:00,0.078,0.119,0.040999999999999995,0.5256410256410255,0.27629848783694927
1997-10-07 10:37:00,0.102,0.154,0.052000000000000005,0.5098039215686275,0.2599000384467513
1997-10-07 10:42:00,0.22,0.249,0.028999999999999998,0.1318181818181818,0.017376033057851237
1997-10-07 10:47:00,0.366,0.388,0.02200000000000002,0.06010928961748639,0.0036131266983188575
1997-10-07 10:52:00,0.496,0.531,0.03500000000000003,0.07056451612903232,0.004979350936524463
1997-10-07 10:57:00,0.58,0.67,0.09000000000000008,0.1551724137931036,0.024078478002378167
1997-10-07 11:02:00,0.695,0.779,0.08400000000000007,0.1208633093525181,0.014607939547642489
1997-10-07 11:07:00,0.81,0.879,0.06899999999999995,0.08518518518518511,0.007256515775034281
1997-10-07 11:12:00,0.922,1.043,0.12099999999999989,0.13123644251626884,0.017223003844325936
1997-10-07 11:17:00,0.998,1.118,0.1200000000000001,0.12024048096192395,0.014457773261954797
1997-10-07 11:22:00,0.928,0.985,0.05699999999999994,0.06142241379310338,0.003772712916171216
1997-10-07 11:27:00,0.718,0.81,0.09200000000000008,0.12813370473537616,0.01641824628921256
1997-10-07 11:32:00,0.54,0.704,0.16399999999999992,0.30370370370370353,0.09223593964334695
1997-10-07 11:37:00,0.443,0.634,0.191,0.43115124153498874,0.1858913930771622
1997-10-07 11:42:00,0.371,0.589,0.21799999999999997,0.5876010781671158,0.34527502706315694
1997-10-07 11:47:00,0.366,0.583,0.21699999999999997,0.5928961748633879,0.351525874167637
1997-10-07 11:52:00,0.443,0.615,0.172,0.3882618510158013,0.15074726495421628
1997-10-07 11:57:00,0.559,0.66,0.10099999999999998,0.18067978533094806,0.032645184827237474
1997-10-07 12:02:00,0.695,0.745,0.050000000000000044,0.07194244604316553,0.005175715542673784
1997-10-07 12:07:00,0.845,0.941,0.09599999999999997,0.11360946745562127,0.012907111095549869
1997-10-07 12:12:00,0.941,1.115,0.17400000000000004,0.18490967056323065,0.03419158626780249
1997-10-07 12:17:00,1.033,1.161,0.1280000000000001,0.12391093901258482,0.015353920806980515
1997-10-07 12:22:00,1.152,1.28,0.1280000000000001,0.11111111111111122,0.012345679012345703
1997-10-07 12:27:00,1.36,1.537,0.17699999999999982,0.13014705882352928,0.01693825692041519
1997-10-07 12:32:00,1.65,1.745,0.0950000000000002,0.0575757575757577,0.0033149678604224198
1997-10-07 12:37:00,1.738,1.791,0.052999999999999936,0.030494821634062103,0.0009299341464932621
1997-10-07 12:42:00,1.747,1.753,0.005999999999999783,0.003434459072695926,1.179550912202336e-05
1997-10-07 12:47:00,1.852,1.884,0.031999999999999806,0.017278617710583047,0.0002985506299884741
1997-10-07 12:52:00,1.98,2.089,0.10899999999999999,0.055050505050505044,0.0030305581063156816
1997-10-07 12:57:00,2.06,2.155,0.09499999999999975,0.04611650485436881,0.002126732019983022
1997-10-07 13:02:00,2.29,2.298,0.008000000000000007,0.0034934497816593918,1.2204191376976051e-05
1997-10-07 13:07:00,2.517,2.399,-0.11799999999999988,-0.046881207787048025,0.002197847643572372
1997-10-07 13:12:00,2.77,2.555,-0.21499999999999986,-0.07761732851985555,0.006024449686559181
1997-10-07 13:17:00,3.12,2.684,-0.43599999999999994,-0.13974358974358972,0.019528270874424714
1997-10-07 13:22:00,3.38,2.715,-0.665,-0.19674556213017752,0.038708816217919544
1997-10-07 13:27:00,3.28,2.764,-0.516,-0.1573170731707317,0.024748661511005354
1997-10-07 13:32:00,2.99,2.492,-0.4980000000000002,-0.16655518394648836,0.027740629299448573
1997-10-07 13:37:00,2.38,2.075,-0.3049999999999997,-0.12815126050420156,0.01642274556881573
1997-10-07 13:42:00,2.1,1.82,-0.28,-0.13333333333333333,0.017777777777777778
1997-10-07 13:47:00,2.18,1.748,-0.43200000000000016,-0.19816513761467897,0.03926942176584465
1997-10-07 13:52:00,3.03,2.25,-0.7799999999999998,-0.2574257425742574,0.06626801293990783
1997-10-07 13:57:00,4.988,3.528,-1.4600000000000004,-0.2927024859663192,0.08567474529086329
1997-10-07 14:02:00,5.925,4.28,-1.6449999999999996,-0.2776371308016877,0.07708237639979346
1997-10-07 14:07:00,5.519,4.079,-1.4400000000000004,-0.26091683275955796,0.06807759361727914
1997-10-07 14:12:00,4.792,3.325,-1.4669999999999996,-0.306135225375626,0.09371877621578531
1997-10-07 14:17:00,4.368,2.603,-1.7650000000000001,-0.4040750915750916,0.16327667963141865
1997-10-07 14:22:00,3.18,1.981,-1.199,-0.37704402515723273,0.14216219690676796
1997-10-07 14:27:00,2.27,1.437,-0.833,-0.3669603524229075,0.13465990025034447
1997-10-07 14:32:00,1.73,1.096,-0.6339999999999999,-0.3664739884393063,0.1343031842026128
1997-10-07 14:37:00,1.408,0.932,-0.47599999999999987,-0.33806818181818177,0.1142900955578512
1997-10-07 14:42:00,1.272,0.861,-0.41100000000000003,-0.3231132075471698,0.10440214489142044
1997-10-07 14:47:00,1.18,0.768,-0.4119999999999999,-0.3491525423728813,0.12190749784544666
1997-10-07 14:52:00,0.991,0.605,-0.386,-0.38950554994954595,0.15171457344149825
1997-10-07 14:57:00,0.754,0.452,-0.302,-0.4005305039787798,0.16042468461749534
1997-10-07 15:02:00,0.586,0.345,-0.241,-0.4112627986348123,0.16913708954093817
1997-10-07 15:07:00,0.5,0.269,-0.23099999999999998,-0.46199999999999997,0.21344399999999997
1997-10-07 15:12:00,0.422,0.214,-0.208,-0.4928909952606635,0.2429415332090474
1997-10-07 15:17:00,0.362,0.173,-0.189,-0.5220994475138122,0.27258783309422796
1997-10-07 15:22:00,0.318,0.142,-0.17600000000000002,-0.5534591194968554,0.30631699695423453
1997-10-07 15:27:00,0.285,0.118,-0.16699999999999998,-0.5859649122807017,0.3433548784241304
1997-10-07 15:32:00,0.269,0.099,-0.17,-0.6319702602230484,0.39938640980638745
1997-10-07 15:37:00,0.254,0.083,-0.17099999999999999,-0.6732283464566928,0.4532364064728128
1997-10-07 15:42:00,0.24,0.071,-0.16899999999999998,-0.7041666666666666,0.49585069444444435
1997-10-07 15:47:00,0.22,0.061,-0.159,-0.7227272727272728,0.5223347107438017
1997-10-07 15:52:00,0.204,0.052,-0.152,-0.7450980392156863,0.5551710880430604
1997-10-07 15:57:00,0.191,0.047,-0.14400000000000002,-0.7539267015706808,0.5684054713412463
1997-10-07 16:02:00,0.191,0.047,-0.14400000000000002,-0.7539267015706808,0.5684054713412463
1997-10-07 16:07:00,0.198,0.052,-0.14600000000000002,-0.7373737373737375,0.5437200285685135
1997-10-07 16:12:00,0.254,0.075,-0.179,-0.7047244094488189,0.4966364932729865
1997-10-07 16:17:00,0.386,0.164,-0.222,-0.5751295336787565,0.33077398050954393
1997-10-07 16:22:00,0.708,0.406,-0.30199999999999994,-0.42655367231638414,0.1819480353665932
1997-10-07 16:27:00,1.602,0.88,-0.7220000000000001,-0.4506866416978777,0.2031184490049112
1997-10-07 16:32:00,2.726,1.42,-1.306,-0.47909024211298606,0.2295274600878796
1997-10-07 16:37:00,3.43,2.117,-1.3130000000000002,-0.382798833819242,0.14653494717337165
1997-10-07 16:42:00,4.106,2.848,-1.258,-0.30638090599123236,0.09386925955600836
1997-10-07 16:47:00,4.106,3.056,-1.0499999999999998,-0.2557233317096931,0.06539442238070572
1997-10-07 16:52:00,3.733,2.794,-0.9390000000000001,-0.2515403160996518,0.06327253062351273
1997-10-07 16:57:00,2.594,1.905,-0.6889999999999998,-0.26561295296838855,0.07055024078458738
1997-10-07 17:02:00,1.658,1.268,-0.3899999999999999,-0.2352231604342581,0.05532993520468072
1997-10-07 17:07:00,1.145,0.913,-0.23199999999999998,-0.20262008733624454,0.04105489979214736
1997-10-07 17:12:00,0.916,0.716,-0.20000000000000007,-0.21834061135371186,0.04767262256631265
1997-10-07 17:17:00,0.766,0.574,-0.19200000000000006,-0.2506527415143604,0.06282679682866477
1997-10-07 17:22:00,0.671,0.472,-0.19900000000000007,-0.29657228017883763,0.08795511737047497
1997-10-07 17:27:00,0.57,0.371,-0.19899999999999995,-0.34912280701754383,0.12188673437980915
1997-10-07 17:32:00,0.5,0.289,-0.21100000000000002,-0.42200000000000004,0.17808400000000005
1997-10-07 17:37:00,0.432,0.229,-0.20299999999999999,-0.4699074074074074,0.22081297153635115
1997-10-07 17:42:00,0.376,0.185,-0.191,-0.5079787234042553,0.25804238343141694
1997-10-07 17:47:00,0.336,0.151,-0.18500000000000003,-0.5505952380952381,0.303155116213152
1997-10-07 17:52:00,0.317,0.125,-0.192,-0.6056782334384858,0.36684612246116494
1997-10-07 17:57:00,0.297,0.104,-0.193,-0.6498316498316499,0.422281173122924
