Date_Time,Q_recorded,Q_predicted_4,Q_abs_diff,Q_rel_diff,Q_diff,Q_sqr_diff,Q_sqr_rel_diff,Q_var_rec,Q_sqr_var_rec,Q_var_pre,Q_sqr_var_pre,Q_prod_var_rec_pre,delta_time,Q_rec_lft,Q_rec_rgt,Q_pre_lft,Q_pre_rgt,Q_ave_rec,Q_ave_pre
1985-10-23 13:05:00,0.028,0.0,0.028,1.0,-0.028,0.0007840000000000001,1.0,-0.520289156626506,0.2707008065031209,-0.5790000000000001,0.33524100000000007,0.301247421686747,,,,,,,
1985-10-23 13:10:00,0.028,0.0,0.028,1.0,-0.028,0.0007840000000000001,1.0,-0.520289156626506,0.2707008065031209,-0.5790000000000001,0.33524100000000007,0.301247421686747,300.0,0.028,0.028,0.0,0.0,8.4,0.0
1985-10-23 13:15:00,0.028,0.0,0.028,1.0,-0.028,0.0007840000000000001,1.0,-0.520289156626506,0.2707008065031209,-0.5790000000000001,0.33524100000000007,0.301247421686747,300.0,0.028,0.028,0.0,0.0,8.4,0.0
1985-10-23 13:20:00,0.028,0.0,0.028,1.0,-0.028,0.0007840000000000001,1.0,-0.520289156626506,0.2707008065031209,-0.5790000000000001,0.33524100000000007,0.301247421686747,300.0,0.028,0.028,0.0,0.0,8.4,0.0
1985-10-23 13:25:00,0.028,0.0,0.028,1.0,-0.028,0.0007840000000000001,1.0,-0.520289156626506,0.2707008065031209,-0.5790000000000001,0.33524100000000007,0.301247421686747,300.0,0.028,0.028,0.0,0.0,8.4,0.0
1985-10-23 13:30:00,0.029,0.0,0.029,1.0,-0.029,0.0008410000000000001,1.0,-0.519289156626506,0.2696612281898679,-0.5790000000000001,0.33524100000000007,0.300668421686747,300.0,0.028,0.029,0.0,0.0,8.55,0.0
1985-10-23 13:35:00,0.029,0.0,0.029,1.0,-0.029,0.0008410000000000001,1.0,-0.519289156626506,0.2696612281898679,-0.5790000000000001,0.33524100000000007,0.300668421686747,300.0,0.029,0.029,0.0,0.0,8.700000000000001,0.0
1985-10-23 13:40:00,0.029,0.0,0.029,1.0,-0.029,0.0008410000000000001,1.0,-0.519289156626506,0.2696612281898679,-0.5790000000000001,0.33524100000000007,0.300668421686747,300.0,0.029,0.029,0.0,0.0,8.700000000000001,0.0
1985-10-23 13:45:00,0.029,0.001,0.028,0.9655172413793103,-0.028,0.0007840000000000001,0.9322235434007133,-0.519289156626506,0.2696612281898679,-0.5780000000000001,0.3340840000000001,0.3001491325301205,300.0,0.029,0.029,0.0,0.001,8.700000000000001,0.15
1985-10-23 13:50:00,0.029,0.007,0.022000000000000002,0.7586206896551725,-0.022000000000000002,0.0004840000000000001,0.5755053507728896,-0.519289156626506,0.2696612281898679,-0.5720000000000001,0.3271840000000001,0.29703339759036146,300.0,0.029,0.029,0.001,0.007,8.700000000000001,1.2
