Date_Time,Q_recorded,Q_predicted_2,Q_diff,Q_sqr_diff,Q_var_rec,Q_sqr_var_rec
1985-10-23 13:05:00,0.028,0.0,-0.028,0.0007840000000000001,-0.520289156626506,0.2707008065031209
1985-10-23 13:10:00,0.028,0.0,-0.028,0.0007840000000000001,-0.520289156626506,0.2707008065031209
1985-10-23 13:15:00,0.028,0.0,-0.028,0.0007840000000000001,-0.520289156626506,0.2707008065031209
1985-10-23 13:20:00,0.028,0.0,-0.028,0.0007840000000000001,-0.520289156626506,0.2707008065031209
1985-10-23 13:25:00,0.028,0.0,-0.028,0.0007840000000000001,-0.520289156626506,0.2707008065031209
1985-10-23 13:30:00,0.029,0.0,-0.029,0.0008410000000000001,-0.519289156626506,0.2696612281898679
1985-10-23 13:35:00,0.029,0.0,-0.029,0.0008410000000000001,-0.519289156626506,0.2696612281898679
1985-10-23 13:40:00,0.029,0.0,-0.029,0.0008410000000000001,-0.519289156626506,0.2696612281898679
1985-10-23 13:45:00,0.029,0.003,-0.026000000000000002,0.0006760000000000002,-0.519289156626506,0.2696612281898679
1985-10-23 13:50:00,0.029,0.008,-0.021,0.00044100000000000004,-0.519289156626506,0.2696612281898679
1985-10-23 13:55:00,0.041,0.021,-0.02,0.0004,-0.507289156626506,0.25734228843083173
1985-10-23 14:00:00,0.305,0.13,-0.175,0.030624999999999996,-0.24328915662650602,0.05918961373203658
1985-10-23 14:05:00,1.497,0.677,-0.8200000000000001,0.6724000000000001,0.9487108433734941,0.9000522643344464
1985-10-23 14:10:00,1.682,1.108,-0.5739999999999998,0.3294759999999998,1.133710843373494,1.2853002763826389
1985-10-23 14:15:00,0.885,0.906,0.02100000000000002,0.0004410000000000008,0.336710843373494,0.1133741920452896
1985-10-23 14:20:00,0.492,0.654,0.16200000000000003,0.02624400000000001,-0.05628915662650602,0.0031684691537233267
1985-10-23 14:25:00,0.269,0.477,0.20799999999999996,0.04326399999999998,-0.279289156626506,0.078002433009145
1985-10-23 14:30:00,0.166,0.356,0.18999999999999997,0.03609999999999999,-0.382289156626506,0.1461449992742052
1985-10-23 14:35:00,0.107,0.273,0.16600000000000004,0.02755600000000001,-0.44128915662650603,0.19473611975613297
1985-10-23 14:40:00,0.078,0.214,0.136,0.018496000000000002,-0.470289156626506,0.2211718908404703
1985-10-23 14:45:00,0.044,0.171,0.127,0.016129,-0.504289156626506,0.2543075534910727
1985-10-23 14:50:00,0.039,0.139,0.1,0.010000000000000002,-0.509289156626506,0.25937544505733773
1985-10-23 14:55:00,0.036,0.114,0.07800000000000001,0.006084000000000002,-0.512289156626506,0.2624401799970968
1985-10-23 15:00:00,0.035,0.095,0.06,0.0036,-0.513289156626506,0.2634657583103498
1985-10-23 15:05:00,0.035,0.08,0.045,0.002025,-0.513289156626506,0.2634657583103498
1985-10-23 15:10:00,0.034,0.067,0.033,0.0010890000000000001,-0.514289156626506,0.2644933366236028
1985-10-23 15:15:00,0.039,0.057,0.018000000000000002,0.00032400000000000007,-0.509289156626506,0.25937544505733773
1985-10-23 15:20:00,0.029,0.049,0.02,0.0004,-0.519289156626506,0.2696612281898679
1985-10-23 15:25:00,0.028,0.042,0.014000000000000002,0.00019600000000000005,-0.520289156626506,0.2707008065031209
1985-10-23 15:30:00,0.028,0.037,0.008999999999999998,8.099999999999996e-05,-0.520289156626506,0.2707008065031209
1985-10-23 15:35:00,0.028,0.032,0.004,1.6e-05,-0.520289156626506,0.2707008065031209
1985-10-23 15:40:00,0.028,0.028,0.0,0.0,-0.520289156626506,0.2707008065031209
1985-10-23 15:45:00,0.028,0.024,-0.004,1.6e-05,-0.520289156626506,0.2707008065031209
1985-10-23 15:50:00,0.028,0.021,-0.006999999999999999,4.899999999999999e-05,-0.520289156626506,0.2707008065031209
1985-10-23 15:55:00,0.028,0.019,-0.009000000000000001,8.100000000000002e-05,-0.520289156626506,0.2707008065031209
1985-10-23 16:00:00,0.028,0.016,-0.012,0.000144,-0.520289156626506,0.2707008065031209
1985-10-23 16:05:00,0.028,0.014,-0.014,0.00019600000000000002,-0.520289156626506,0.2707008065031209
1985-10-23 16:10:00,0.028,0.013,-0.015000000000000001,0.00022500000000000005,-0.520289156626506,0.2707008065031209
1985-10-23 16:15:00,0.028,0.011,-0.017,0.00028900000000000003,-0.520289156626506,0.2707008065031209
1985-10-23 16:20:00,0.038,0.036,-0.0020000000000000018,4.0000000000000074e-06,-0.510289156626506,0.26039502337059073
