Date_Time,Q_recorded,Q_predicted_1,Q_var_rec,Q_var_pre,Q_sqr_var_rec,Q_sqr_var_pre,Q_prod_var_rec_pre
1997-10-07 08:37:00,0.078,0.0,-0.5853047210300429,-0.6687811158798282,0.3425816164600564,0.44726818095746823,0.3914407444602037
1997-10-07 08:42:00,0.078,0.006,-0.5853047210300429,-0.6627811158798282,0.3425816164600564,0.4392788075669103,0.3879289161340234
1997-10-07 08:47:00,0.078,0.01,-0.5853047210300429,-0.6587811158798282,0.3425816164600564,0.4339925586398717,0.38558769724990327
1997-10-07 08:52:00,0.13,0.013,-0.5333047210300429,-0.6557811158798282,0.28441392547293187,0.4300488719445927,0.34973116506106205
1997-10-07 08:57:00,0.323,0.026,-0.3403047210300429,-0.6427811158798282,0.11580730315533531,0.41316756293171714,0.21874144832286463
1997-10-07 09:02:00,0.496,0.133,-0.1673047210300429,-0.5357811158798282,0.02799086967894048,0.28706140413343395,0.08963871012543975
1997-10-07 09:07:00,0.422,0.216,-0.2413047210300429,-0.4527811158798283,0.05822796839138684,0.20501073889738247,0.10925822085505349
1997-10-07 09:12:00,0.386,0.24,-0.2773047210300429,-0.42878111587982826,0.0768979083055499,0.1838532453351507,0.11890302772200627
1997-10-07 09:17:00,0.422,0.27,-0.2413047210300429,-0.39878111587982823,0.05822796839138684,0.159026378382361,0.09622776591943116
1997-10-07 09:22:00,0.499,0.326,-0.1643047210300429,-0.34278111587982824,0.026996041352760222,0.11749889340382023,0.05632055561900198
1997-10-07 09:27:00,0.504,0.392,-0.1593047210300429,-0.27678111587982823,0.02537799414245979,0.0766077861076829,0.04409253845162001
1997-10-07 09:32:00,0.438,0.403,-0.2253047210300429,-0.2657811158798282,0.05076221731842546,0.07063960155832667,0.059881740168358205
1997-10-07 09:37:00,0.344,0.368,-0.3193047210300429,-0.30078111587982825,0.10195550487207354,0.09046927966991468,0.09604083029711358
1997-10-07 09:42:00,0.265,0.321,-0.3983047210300429,-0.34778111587982824,0.1586466507948203,0.12095170456261851,0.138522860340032
1997-10-07 09:47:00,0.198,0.287,-0.4653047210300429,-0.38178111587982827,0.21650848341284604,0.14575682044244687,0.17764455561900197
1997-10-07 09:52:00,0.157,0.262,-0.5063047210300429,-0.40678111587982824,0.2563444705373095,0.16547087623643825,0.205955199395826
1997-10-07 09:57:00,0.121,0.237,-0.5423047210300429,-0.43178111587982826,0.29409441045147267,0.18643493203042968,0.2341569375932509
1997-10-07 10:02:00,0.097,0.203,-0.5663047210300429,-0.46578111587982823,0.32070103706091474,0.216952047910258,0.2637740448893882
1997-10-07 10:07:00,0.083,0.179,-0.5803047210300429,-0.48978111587982825,0.33675356924975597,0.23988554147248975,0.2842222938164269
1997-10-07 10:12:00,0.078,0.167,-0.5853047210300429,-0.5017811158798282,0.3425816164600564,0.2517842882536056,0.2936948560481865
1997-10-07 10:17:00,0.078,0.164,-0.5853047210300429,-0.5047811158798282,0.3425816164600564,0.25480397494888457,0.29545077021127664
1997-10-07 10:22:00,0.078,0.159,-0.5853047210300429,-0.5097811158798282,0.3425816164600564,0.25987678610768283,0.29837729381642686
1997-10-07 10:27:00,0.078,0.154,-0.5853047210300429,-0.5147811158798282,0.3425816164600564,0.26499959726648115,0.3013038174215771
1997-10-07 10:32:00,0.078,0.156,-0.5853047210300429,-0.5127811158798282,0.3425816164600564,0.2629444728029618,0.300133207979517
1997-10-07 10:37:00,0.102,0.198,-0.5613047210300429,-0.47078111587982824,0.3150629898506143,0.22163485906905625,0.2642516629151393
1997-10-07 10:42:00,0.22,0.297,-0.4433047210300429,-0.37178111587982826,0.1965190756875242,0.1382211981248503,0.16481232385934533
1997-10-07 10:47:00,0.366,0.456,-0.2973047210300429,-0.21278111587982823,0.08839009714675164,0.04527580327506489,0.06326083029711356
1997-10-07 10:52:00,0.496,0.617,-0.1673047210300429,-0.051781115879828254,0.02799086967894048,0.002681283961760202,0.008663225146898991
1997-10-07 10:57:00,0.58,0.787,-0.08330472103004294,0.11821888412017179,0.006939676545893278,0.013975704562618605,-0.009848191162113884
1997-10-07 11:02:00,0.695,0.945,0.03169527896995705,0.2762188841201717,0.0010045907089834018,0.07629687194459285,0.008754834588959082
1997-10-07 11:07:00,0.81,1.099,0.14669527896995715,0.43021888412017173,0.021519504872073554,0.18508828825360574,0.06311107922415227
1997-10-07 11:12:00,0.922,1.315,0.25869527896995714,0.6462188841201717,0.06692324736134395,0.4175988461935199,0.16717377450312224
1997-10-07 11:17:00,0.998,1.453,0.3346952789699571,0.7842188841201718,0.11202092976477741,0.6149992582106875,0.26247435819410936
1997-10-07 11:22:00,0.928,1.322,0.26469527896995715,0.6532188841201718,0.07006359070898344,0.42669491057120246,0.172903954760633
1997-10-07 11:27:00,0.718,1.15,0.05469527896995707,0.48121888412017166,0.0029915735416014286,0.2315716144338632,0.026320401112564236
1997-10-07 11:32:00,0.54,1.033,-0.12330472103004286,0.36421888412017167,0.015204054228296694,0.13265539554974304,-0.044909907900311276
1997-10-07 11:37:00,0.443,0.951,-0.2203047210300429,0.2822188841201717,0.048534170108125024,0.07964749855403491,-0.06217415253550443
1997-10-07 11:42:00,0.371,0.893,-0.2923047210300429,0.22421888412017177,0.0854420499364512,0.05027410799609502,-0.06554023837241432
1997-10-07 11:47:00,0.366,0.88,-0.2973047210300429,0.21121888412017176,0.08839009714675164,0.04461341700897054,-0.06279637141962463
1997-10-07 11:52:00,0.443,0.918,-0.2203047210300429,0.2492188841201718,0.048534170108125024,0.06211005220210362,-0.05490409674151303
1997-10-07 11:57:00,0.559,0.956,-0.10430472103004285,0.2872188841201717,0.010879474829155062,0.08249468739523663,-0.029958285582714714
1997-10-07 12:02:00,0.695,1.057,0.03169527896995705,0.3882188841201717,0.0010045907089834018,0.1507139019875113,0.012304705833594273
1997-10-07 12:07:00,0.845,1.293,0.18169527896995707,0.6242188841201717,0.03301317439997053,0.38964921529223234,0.1134176242885299
1997-10-07 12:12:00,0.941,1.496,0.27769527896995705,0.8272188841201717,0.07711466796220227,0.6842910822450221,0.22971477879496766
1997-10-07 12:17:00,1.033,1.57,0.369695278969957,0.9012188841201718,0.13667459929267434,0.8121954770948077,0.33317636677780027
1997-10-07 12:22:00,1.152,1.736,0.488695278969957,1.0672188841201717,0.23882307568752412,1.1389561466227045,0.5215448302971135
1997-10-07 12:27:00,1.36,2.059,0.6966952789699572,1.390218884120172,0.48538431173902646,1.932708545764336,0.9685589333014057
1997-10-07 12:32:00,1.65,2.331,0.986695278969957,1.6622188841201717,0.9735675735416013,2.7629716187257087,1.6401035255760834
1997-10-07 12:37:00,1.738,2.436,1.074695278969957,1.7672188841201717,1.154969942640314,3.123062584390945,1.899221791670504
1997-10-07 12:42:00,1.747,2.419,1.0836952789699572,1.7502188841201718,1.1743954576617734,3.063266142330859,1.8967039418850968
1997-10-07 12:47:00,1.852,2.613,1.1886952789699572,1.9442188841201717,1.4129964662454644,3.779987069369486,2.3110838088378864
1997-10-07 12:52:00,1.98,2.868,1.316695278969957,2.199218884120172,1.7336864576617732,4.836563700270774,2.8957011221426074
1997-10-07 12:57:00,2.06,2.973,1.3966952789699572,2.3042188841201714,1.9507577022969664,5.309424665936008,3.218291637164066
1997-10-07 13:02:00,2.29,3.183,1.6266952789699571,2.5142188841201714,2.6461375306231467,6.32129659726648,4.089867989095397
1997-10-07 13:07:00,2.517,3.333,1.853695278969957,2.6642188841201717,3.436186187275507,7.098062262502533,4.938649967636169
1997-10-07 13:12:00,2.77,3.529,2.106695278969957,2.8602188841201714,4.4381649984343055,8.180852065077639,6.025609619996684
1997-10-07 13:17:00,3.12,3.73,2.456695278969957,3.061218884120172,6.035351693713276,9.37106105649395,7.520481980511707
1997-10-07 13:22:00,3.38,3.797,2.716695278969957,3.128218884120172,7.380433238777653,9.785753386966055,8.498417474073939
1997-10-07 13:27:00,3.28,3.891,2.616695278969957,3.2222188841201715,6.8470941829836605,10.382694537180644,8.431564941885096
1997-10-07 13:32:00,2.99,3.584,2.3266952789699573,2.915218884120172,5.4135109211810875,8.498501142330861,6.782826014846472
1997-10-07 13:37:00,2.38,3.098,1.716695278969957,2.4292188841201714,2.9470426808377383,5.90110438696605,4.170228589953766
1997-10-07 13:42:00,2.1,2.775,1.4366952789699572,2.106218884120172,2.064093324614563,4.436157987824422,3.0259947272928223
1997-10-07 13:47:00,2.18,2.651,1.5166952789699573,1.9822188841201716,2.3003645692497563,3.929191704562618,3.006422023430161
1997-10-07 13:52:00,3.03,3.189,2.366695278969957,2.5202188841201716,5.601246543498682,6.351503223875923,5.964590135018143
1997-10-07 13:57:00,4.988,4.651,4.3246952789699575,3.9822188841201713,18.702989255945038,15.858067241043303,17.221883207979516
1997-10-07 14:02:00,5.925,5.652,5.261695278969957,4.983218884120172,27.685437208734733,24.83247044705189,26.220179276649045
1997-10-07 14:07:00,5.519,5.588,4.855695278969957,4.919218884120172,23.57777664221113,24.198714429884507,23.886227911842177
1997-10-07 14:12:00,4.792,4.797,4.128695278969957,4.128218884120171,17.04612470658881,17.042191155206392,17.044157817421574
1997-10-07 14:17:00,4.368,3.947,3.7046952789699574,3.2782188841201716,13.72476711002229,10.746719052202103,12.144802023430161
1997-10-07 14:22:00,3.18,3.127,2.5166952789699573,2.4582188841201713,6.333755127189671,6.042840082245021,6.1865878603400315
1997-10-07 14:27:00,2.27,2.363,1.6066952789699571,1.6942188841201717,2.5814697194643483,2.8703776273094,2.7220934826576286
1997-10-07 14:32:00,1.73,1.88,1.066695278969957,1.2112188841201716,1.1378388181767947,1.4670511852493138,1.2920014654902465
1997-10-07 14:37:00,1.408,1.624,0.744695278969957,0.9552188841201719,0.5545710585201421,0.9124431165797863,0.7113469933872424
1997-10-07 14:42:00,1.272,1.493,0.6086952789699571,0.8242188841201719,0.37050994264031395,0.6793367689403013,0.5016981436018347
1997-10-07 14:47:00,1.18,1.294,0.516695278969957,0.6252188841201718,0.2669740113098417,0.3908986530604728,0.3230476457477574
1997-10-07 14:52:00,0.991,1.026,0.3276952789699571,0.3572188841201718,0.107384195859198,0.12760533117206072,0.11705894188509647
1997-10-07 14:57:00,0.754,0.815,0.0906952789699571,0.1462188841201717,0.008225633627438344,0.021379962073348198,0.013261362485954803
1997-10-07 15:02:00,0.586,0.657,-0.07730472103004293,-0.011781115879828219,0.0059760198935327625,0.00013879469137394063,0.0009107358765127292
1997-10-07 15:07:00,0.5,0.537,-0.1633047210300429,-0.13178111587982821,0.026668431910700136,0.017366262502532714,0.021520478365783104
1997-10-07 15:12:00,0.422,0.444,-0.2413047210300429,-0.22478111587982824,0.05822796839138684,0.05052655005618077,0.0542407444602037
1997-10-07 15:17:00,0.362,0.373,-0.3013047210300429,-0.29578111587982825,0.09078453491499199,0.08748646851111638,0.08912024660612644
1997-10-07 15:22:00,0.318,0.315,-0.3453047210300429,-0.35378111587982825,0.11923535036563575,0.12516107795317646,0.12216228952458137
1997-10-07 15:27:00,0.285,0.269,-0.3783047210300429,-0.39978111587982823,0.1431144619536186,0.15982494061412064,0.15123908351599769
1997-10-07 15:32:00,0.269,0.232,-0.3943047210300429,-0.43678111587982826,0.15547621302657993,0.19077774318922797,0.17222485604818652
1997-10-07 15:37:00,0.254,0.201,-0.4093047210300429,-0.46778111587982824,0.16753035465748123,0.2188191723737773,0.19146501913831526
1997-10-07 15:42:00,0.24,0.175,-0.4233047210300429,-0.49378111587982826,0.17918688684632245,0.2438197903995284,0.209019877507414
1997-10-07 15:47:00,0.22,0.153,-0.4433047210300429,-0.5157811158798282,0.1965190756875242,0.26603015949824077,0.2286482036876715
1997-10-07 15:52:00,0.204,0.135,-0.45930472103004294,-0.5337811158798282,0.21096082676048558,0.2849222796699146,0.24516818652028954
1997-10-07 15:57:00,0.191,0.122,-0.4723047210300429,-0.5467811158798283,0.22307174950726663,0.29896958868279017,0.25824730240011784
1997-10-07 16:02:00,0.191,0.12,-0.4723047210300429,-0.5487811158798283,0.22307174950726663,0.3011607131463095,0.25919191184217794
1997-10-07 16:07:00,0.198,0.134,-0.4653047210300429,-0.5347811158798282,0.21650848341284604,0.2859908419016743,0.2488361779365985
1997-10-07 16:12:00,0.254,0.167,-0.4093047210300429,-0.5017811158798282,0.16753035465748123,0.2517842882536056,0.20538137965333672
1997-10-07 16:17:00,0.386,0.265,-0.2773047210300429,-0.40378111587982823,0.0768979083055499,0.16303918954115929,0.11197040969625519
1997-10-07 16:22:00,0.708,0.524,0.044695278969957064,-0.14478111587982823,0.001997667962202286,0.02096157151540825,-0.0064710323638306035
1997-10-07 16:27:00,1.602,1.025,0.9386952789699572,0.35621888412017166,0.8811488267604858,0.1268918934038203,0.3343809848035514
1997-10-07 16:32:00,2.726,1.661,2.062695278969957,0.9922188841201718,4.254711813884949,0.9844983140046789,2.0466452079795174
1997-10-07 16:37:00,3.43,2.514,2.7666952789699573,1.8452188841201715,7.65460276667465,3.404832730313691,5.1051583753614915
1997-10-07 16:42:00,4.106,3.504,3.442695278969957,2.835218884120172,11.85215078384203,8.038466120871632,9.760794667206985
1997-10-07 16:47:00,4.106,3.913,3.442695278969957,3.244218884120172,11.85215078384203,10.524956168081932,11.168857036305697
1997-10-07 16:52:00,3.733,3.771,3.069695278969957,3.1022188841201714,9.423029105730443,9.623762004991802,9.522866662915138
1997-10-07 16:57:00,2.594,2.796,1.930695278969957,2.127218884120172,3.72758426023688,4.525060180957469,4.107011456906555
1997-10-07 17:02:00,1.658,2.017,0.994695278969957,1.3482188841201717,0.9894186980051206,1.8176941594982408,1.3410669590524782
1997-10-07 17:07:00,1.145,1.561,0.4816952789699571,0.8922188841201717,0.23203034178194482,0.7960545371806443,0.42977762428852995
1997-10-07 17:12:00,0.916,1.243,0.25269527896995714,0.5742188841201719,0.06385490401370446,0.32972732688021533,0.1451024011125643
1997-10-07 17:17:00,0.766,1.047,0.10269527896995712,0.3782188841201717,0.010546320322717316,0.14304952430510787,0.03884129381642691
1997-10-07 17:22:00,0.671,0.865,0.007695278969957142,0.19621888412017174,5.921731842546466e-05,0.038501850485365384,0.001509959052478415
1997-10-07 17:27:00,0.57,0.696,-0.09330472103004295,0.027218884120171705,0.008705770966494138,0.0007408676527473354,-0.002539650389581687
1997-10-07 17:32:00,0.5,0.567,-0.1633047210300429,-0.1017811158798283,0.026668431910700136,0.010359395549743036,0.01662133673488183
1997-10-07 17:37:00,0.432,0.467,-0.2313047210300429,-0.20178111587982822,0.05350187397078597,0.04071561872570866,0.04667292471771443
1997-10-07 17:42:00,0.376,0.391,-0.2873047210300429,-0.27778111587982823,0.08254400272615077,0.07716234833944256,0.07980782600526808
1997-10-07 17:47:00,0.336,0.329,-0.3273047210300429,-0.33978111587982823,0.10712838040855419,0.11545120670854127,0.11121196334432386
1997-10-07 17:52:00,0.317,0.281,-0.3463047210300429,-0.3877811158798282,0.11992695980769584,0.15037419383300477,0.13429043115548264
1997-10-07 17:57:00,0.297,0.242,-0.3663047210300429,-0.42678111587982825,0.13417914864889757,0.1821421208716314,0.1563319375932509
1997-10-07 18:02:00,0.276,0.209,-0.3873047210300429,-0.4597811158798283,0.15000494693215935,0.2113986745197001,0.1780753968207187
1997-10-07 18:07:00,0.261,0.181,-0.4023047210300429,-0.48778111587982825,0.16184908856306063,0.23793041700897044,0.19623664574775732
1997-10-07 18:12:00,0.24,0.158,-0.4233047210300429,-0.5107811158798282,0.17918688684632245,0.2608973483394425,0.2162160577649247
1997-10-07 18:17:00,0.228,0.139,-0.4353047210300429,-0.5297811158798282,0.18949020015104348,0.280668030742876,0.23061622085505348
1997-10-07 18:22:00,0.224,0.123,-0.4393047210300429,-0.5457811158798282,0.19298863791928383,0.29787702645103054,0.23976422085505347
1997-10-07 18:27:00,0.216,0.109,-0.44730472103004293,-0.5597811158798283,0.20008151345576453,0.3133548976956657,0.25039273587651273
1997-10-07 18:32:00,0.204,0.096,-0.45930472103004294,-0.5727811158798283,0.21096082676048558,0.32807820670854126,0.2630810706404612
1997-10-07 18:37:00,0.198,0.086,-0.4653047210300429,-0.5827811158798283,0.21650848341284604,0.33963382902613787,0.2711708045460406
1997-10-07 18:42:00,0.191,0.076,-0.4723047210300429,-0.5927811158798283,0.22307174950726663,0.3513894513437344,0.2799733195674998
1997-10-07 18:47:00,0.184,0.068,-0.4793047210300429,-0.6007811158798282,0.22973301560168724,0.3609379491978115,0.2879572251468989
1997-10-07 18:52:00,0.174,0.061,-0.4893047210300429,-0.6077811158798283,0.2394191100222881,0.3693978848201293,0.2973901693529076
1997-10-07 18:57:00,0.174,0.056,-0.4893047210300429,-0.6127811158798282,0.2394191100222881,0.37550069597892743,0.29983669295805776
1997-10-07 19:02:00,0.174,0.057,-0.4893047210300429,-0.6117811158798282,0.2394191100222881,0.3742761337471678,0.29934738823702767
1997-10-07 19:07:00,0.174,0.059,-0.4893047210300429,-0.6097811158798283,0.2394191100222881,0.3718330092836486,0.29836877879496765
1997-10-07 19:12:00,0.174,0.066,-0.4893047210300429,-0.6027811158798282,0.2394191100222881,0.36334507366133084,0.2949436457477573
1997-10-07 19:17:00,0.174,0.065,-0.4893047210300429,-0.6037811158798283,0.2394191100222881,0.36455163589309064,0.2954329504687874
