Date_Time,Q_recorded,Q_predicted_3,Q_abs_diff,Q_rel_diff
1993-01-06 17:35:00,0.002,0.0,0.002,1.0
1993-01-06 17:40:00,0.002,0.0,0.002,1.0
1993-01-06 17:45:00,0.002,0.0,0.002,1.0
1993-01-06 17:50:00,0.002,0.0,0.002,1.0
1993-01-06 17:55:00,0.285,0.0,0.285,1.0
1993-01-06 18:00:00,1.899,0.0,1.899,1.0
1993-01-06 18:05:00,1.899,0.028,1.871,0.9852553975776724
1993-01-06 18:10:00,1.04,0.054,0.986,0.948076923076923
1993-01-06 18:15:00,0.492,0.259,0.23299999999999998,0.4735772357723577
1993-01-06 18:20:00,0.236,0.552,0.31600000000000006,1.338983050847458
1993-01-06 18:25:00,0.157,0.451,0.29400000000000004,1.8726114649681531
1993-01-06 18:30:00,0.1,0.361,0.261,2.61
1993-01-06 18:35:00,0.061,0.298,0.237,3.8852459016393444
1993-01-06 18:40:00,0.036,0.252,0.216,6.0
1993-01-06 18:45:00,0.018,0.218,0.2,11.111111111111112
1993-01-06 18:50:00,0.015,0.197,0.182,12.133333333333333
1993-01-06 18:55:00,0.014,0.203,0.189,13.5
1993-01-06 19:00:00,0.011,0.234,0.223,20.272727272727273
1993-01-06 19:05:00,0.007,0.276,0.269,38.42857142857143
1993-01-06 19:10:00,0.007,0.291,0.284,40.57142857142857
1993-01-06 19:15:00,0.003,0.265,0.262,87.33333333333333
1993-01-06 19:20:00,0.005,0.228,0.223,44.6
1993-01-06 19:25:00,0.005,0.193,0.188,37.6
1993-01-06 19:30:00,0.005,0.164,0.159,31.8
1993-01-06 19:35:00,0.005,0.14,0.135,27.0
1993-01-06 19:40:00,0.005,0.121,0.11599999999999999,23.2
1993-01-06 19:45:00,0.005,0.104,0.09899999999999999,19.799999999999997
1993-01-06 19:50:00,0.005,0.091,0.086,17.2
1993-01-06 19:55:00,0.005,0.08,0.075,15.0
1993-01-06 20:00:00,0.005,0.07,0.065,13.0
1993-01-06 20:05:00,0.005,0.062,0.057,11.4
1993-01-06 20:10:00,0.005,0.054,0.049,9.8
1993-01-06 20:15:00,0.005,0.048,0.043000000000000003,8.6
1993-01-06 20:20:00,0.005,0.043,0.038,7.6
1993-01-06 20:25:00,0.005,0.038,0.033,6.6000000000000005
1993-01-06 20:30:00,0.005,0.034,0.029,5.8
1993-01-06 20:35:00,0.005,0.03,0.024999999999999998,4.999999999999999
1993-01-06 20:40:00,0.005,0.027,0.022,4.3999999999999995
1993-01-06 20:45:00,0.005,0.024,0.019,3.8
1993-01-06 20:50:00,0.005,0.026,0.020999999999999998,4.199999999999999
1993-01-06 20:55:00,0.005,0.03,0.024999999999999998,4.999999999999999
1993-01-06 21:00:00,0.005,0.037,0.032,6.4
1993-01-06 21:05:00,0.005,0.048,0.043000000000000003,8.6
1993-01-06 21:10:00,0.005,0.058,0.053000000000000005,10.600000000000001
1993-01-06 21:15:00,0.005,0.068,0.063,12.6
1993-01-06 21:20:00,0.005,0.072,0.06699999999999999,13.399999999999999
1993-01-06 21:25:00,0.005,0.076,0.071,14.2
1993-01-06 21:30:00,0.032,0.081,0.049,1.53125
1993-01-06 21:35:00,0.916,0.09,0.8260000000000001,0.9017467248908297
1993-01-06 21:40:00,0.972,0.148,0.824,0.8477366255144033
1993-01-06 21:45:00,0.499,0.432,0.067,0.1342685370741483
1993-01-06 21:50:00,0.331,1.037,0.706,2.132930513595166
1993-01-06 21:55:00,1.096,1.082,0.014000000000000012,0.012773722627737237
1993-01-06 22:00:00,8.768,0.901,7.867000000000001,0.8972399635036497
1993-01-06 22:05:00,9.516,0.988,8.528,0.8961748633879781
1993-01-06 22:10:00,5.597,4.199,1.3980000000000006,0.2497766660711096
1993-01-06 22:15:00,3.898,7.443,3.5449999999999995,0.9094407388404309
