Date_Time,Q_recorded,Q_predicted_3,Q_diff,Q_abs_diff
1997-10-07 08:37:00,0.078,0.0,-0.078,0.078
1997-10-07 08:42:00,0.078,0.002,-0.076,0.076
1997-10-07 08:47:00,0.078,0.002,-0.076,0.076
1997-10-07 08:52:00,0.13,0.041,-0.089,0.089
1997-10-07 08:57:00,0.323,0.099,-0.224,0.224
1997-10-07 09:02:00,0.496,0.174,-0.322,0.322
1997-10-07 09:07:00,0.422,0.23,-0.19199999999999998,0.19199999999999998
1997-10-07 09:12:00,0.386,0.259,-0.127,0.127
1997-10-07 09:17:00,0.422,0.328,-0.09399999999999997,0.09399999999999997
1997-10-07 09:22:00,0.499,0.446,-0.05299999999999999,0.05299999999999999
1997-10-07 09:27:00,0.504,0.524,0.020000000000000018,0.020000000000000018
1997-10-07 09:32:00,0.438,0.529,0.09100000000000003,0.09100000000000003
1997-10-07 09:37:00,0.344,0.461,0.11700000000000005,0.11700000000000005
1997-10-07 09:42:00,0.265,0.387,0.122,0.122
1997-10-07 09:47:00,0.198,0.355,0.15699999999999997,0.15699999999999997
1997-10-07 09:52:00,0.157,0.322,0.165,0.165
1997-10-07 09:57:00,0.121,0.283,0.16199999999999998,0.16199999999999998
1997-10-07 10:02:00,0.097,0.238,0.141,0.141
1997-10-07 10:07:00,0.083,0.205,0.12199999999999998,0.12199999999999998
1997-10-07 10:12:00,0.078,0.205,0.127,0.127
1997-10-07 10:17:00,0.078,0.197,0.11900000000000001,0.11900000000000001
1997-10-07 10:22:00,0.078,0.188,0.11,0.11
1997-10-07 10:27:00,0.078,0.173,0.09499999999999999,0.09499999999999999
1997-10-07 10:32:00,0.078,0.186,0.108,0.108
1997-10-07 10:37:00,0.102,0.237,0.135,0.135
1997-10-07 10:42:00,0.22,0.385,0.165,0.165
1997-10-07 10:47:00,0.366,0.544,0.17800000000000005,0.17800000000000005
1997-10-07 10:52:00,0.496,0.716,0.21999999999999997,0.21999999999999997
1997-10-07 10:57:00,0.58,0.889,0.30900000000000005,0.30900000000000005
1997-10-07 11:02:00,0.695,1.036,0.3410000000000001,0.3410000000000001
1997-10-07 11:07:00,0.81,1.194,0.3839999999999999,0.3839999999999999
1997-10-07 11:12:00,0.922,1.433,0.511,0.511
1997-10-07 11:17:00,0.998,1.501,0.5029999999999999,0.5029999999999999
1997-10-07 11:22:00,0.928,1.338,0.41000000000000003,0.41000000000000003
1997-10-07 11:27:00,0.718,1.153,0.43500000000000005,0.43500000000000005
