Date_Time,Q_recorded,Q_predicted_1,Q_abs_diff,Q_rel_diff
1985-10-23 13:05:00,0.028,0.0,0.028,1.0
1985-10-23 13:10:00,0.028,0.0,0.028,1.0
1985-10-23 13:15:00,0.028,0.0,0.028,1.0
1985-10-23 13:20:00,0.028,0.0,0.028,1.0
1985-10-23 13:25:00,0.028,0.0,0.028,1.0
1985-10-23 13:30:00,0.029,0.0,0.029,1.0
1985-10-23 13:35:00,0.029,0.0,0.029,1.0
1985-10-23 13:40:00,0.029,0.0,0.029,1.0
1985-10-23 13:45:00,0.029,0.0,0.029,1.0
1985-10-23 13:50:00,0.029,0.002,0.027000000000000003,0.9310344827586208
1985-10-23 13:55:00,0.041,0.003,0.038,0.9268292682926829
1985-10-23 14:00:00,0.305,0.159,0.146,0.4786885245901639
1985-10-23 14:05:00,1.497,0.681,0.8160000000000001,0.5450901803607214
1985-10-23 14:10:00,1.682,1.161,0.5209999999999999,0.30975029726516046
1985-10-23 14:15:00,0.885,1.07,0.18500000000000005,0.20903954802259891
1985-10-23 14:20:00,0.492,0.828,0.33599999999999997,0.6829268292682926
1985-10-23 14:25:00,0.269,0.637,0.368,1.3680297397769516
1985-10-23 14:30:00,0.166,0.496,0.32999999999999996,1.9879518072289153
1985-10-23 14:35:00,0.107,0.392,0.28500000000000003,2.6635514018691593
1985-10-23 14:40:00,0.078,0.316,0.238,3.051282051282051
1985-10-23 14:45:00,0.044,0.259,0.21500000000000002,4.886363636363638
1985-10-23 14:50:00,0.039,0.215,0.176,4.512820512820513
1985-10-23 14:55:00,0.036,0.181,0.145,4.027777777777778
1985-10-23 15:00:00,0.035,0.153,0.118,3.371428571428571
1985-10-23 15:05:00,0.035,0.13,0.095,2.714285714285714
1985-10-23 15:10:00,0.034,0.112,0.078,2.2941176470588234
1985-10-23 15:15:00,0.039,0.097,0.058,1.4871794871794872
1985-10-23 15:20:00,0.029,0.084,0.05500000000000001,1.8965517241379313
1985-10-23 15:25:00,0.028,0.073,0.045,1.607142857142857
1985-10-23 15:30:00,0.028,0.064,0.036000000000000004,1.2857142857142858
1985-10-23 15:35:00,0.028,0.056,0.028,1.0
1985-10-23 15:40:00,0.028,0.049,0.021,0.75
1985-10-23 15:45:00,0.028,0.043,0.014999999999999996,0.5357142857142856
1985-10-23 15:50:00,0.028,0.038,0.009999999999999998,0.3571428571428571
1985-10-23 15:55:00,0.028,0.033,0.005000000000000001,0.1785714285714286
1985-10-23 16:00:00,0.028,0.029,0.0010000000000000009,0.03571428571428575
1985-10-23 16:05:00,0.028,0.026,0.0020000000000000018,0.0714285714285715
1985-10-23 16:10:00,0.028,0.023,0.005000000000000001,0.1785714285714286
