Date_Time,Q_recorded,Q_predicted_1,Q_abs_diff,Q_rel_diff
1993-01-06 17:35:00,0.002,0.0,0.002,1.0
1993-01-06 17:40:00,0.002,0.0,0.002,1.0
1993-01-06 17:45:00,0.002,0.0,0.002,1.0
1993-01-06 17:50:00,0.002,0.0,0.002,1.0
1993-01-06 17:55:00,0.285,0.0,0.285,1.0
1993-01-06 18:00:00,1.899,0.0,1.899,1.0
1993-01-06 18:05:00,1.899,0.03,1.869,0.9842022116903634
1993-01-06 18:10:00,1.04,0.21,0.8300000000000001,0.7980769230769231
1993-01-06 18:15:00,0.492,0.661,0.16900000000000004,0.34349593495934966
1993-01-06 18:20:00,0.236,0.706,0.47,1.9915254237288136
1993-01-06 18:25:00,0.157,0.512,0.355,2.2611464968152863
1993-01-06 18:30:00,0.1,0.379,0.279,2.79
1993-01-06 18:35:00,0.061,0.294,0.23299999999999998,3.819672131147541
1993-01-06 18:40:00,0.036,0.237,0.20099999999999998,5.583333333333333
1993-01-06 18:45:00,0.018,0.196,0.17800000000000002,9.888888888888891
1993-01-06 18:50:00,0.015,0.172,0.15699999999999997,10.466666666666665
1993-01-06 18:55:00,0.014,0.177,0.16299999999999998,11.64285714285714
1993-01-06 19:00:00,0.011,0.216,0.205,18.636363636363637
1993-01-06 19:05:00,0.007,0.253,0.246,35.14285714285714
1993-01-06 19:10:00,0.007,0.261,0.254,36.285714285714285
1993-01-06 19:15:00,0.003,0.228,0.225,75.0
1993-01-06 19:20:00,0.005,0.188,0.183,36.6
1993-01-06 19:25:00,0.005,0.152,0.147,29.4
1993-01-06 19:30:00,0.005,0.124,0.119,23.799999999999997
1993-01-06 19:35:00,0.005,0.102,0.09699999999999999,19.4
1993-01-06 19:40:00,0.005,0.084,0.079,15.8
1993-01-06 19:45:00,0.005,0.071,0.06599999999999999,13.199999999999998
1993-01-06 19:50:00,0.005,0.06,0.055,11.0
1993-01-06 19:55:00,0.005,0.051,0.046,9.2
1993-01-06 20:00:00,0.005,0.043,0.038,7.6
1993-01-06 20:05:00,0.005,0.037,0.032,6.4
1993-01-06 20:10:00,0.005,0.032,0.027,5.3999999999999995
1993-01-06 20:15:00,0.005,0.028,0.023,4.6
1993-01-06 20:20:00,0.005,0.024,0.019,3.8
1993-01-06 20:25:00,0.005,0.021,0.016,3.2
1993-01-06 20:30:00,0.005,0.019,0.013999999999999999,2.8
1993-01-06 20:35:00,0.005,0.016,0.011,2.1999999999999997
1993-01-06 20:40:00,0.005,0.014,0.009000000000000001,1.8000000000000003
1993-01-06 20:45:00,0.005,0.014,0.009000000000000001,1.8000000000000003
1993-01-06 20:50:00,0.005,0.015,0.009999999999999998,1.9999999999999996
1993-01-06 20:55:00,0.005,0.018,0.012999999999999998,2.5999999999999996
1993-01-06 21:00:00,0.005,0.026,0.020999999999999998,4.199999999999999
1993-01-06 21:05:00,0.005,0.033,0.028,5.6
1993-01-06 21:10:00,0.005,0.035,0.030000000000000002,6.0
1993-01-06 21:15:00,0.005,0.046,0.041,8.2
1993-01-06 21:20:00,0.005,0.054,0.049,9.8
1993-01-06 21:25:00,0.005,0.059,0.054,10.799999999999999
1993-01-06 21:30:00,0.032,0.063,0.031,0.96875
1993-01-06 21:35:00,0.916,0.069,0.847,0.9246724890829694
1993-01-06 21:40:00,0.972,0.108,0.864,0.888888888888889
1993-01-06 21:45:00,0.499,0.437,0.062,0.12424849699398798
1993-01-06 21:50:00,0.331,0.941,0.6099999999999999,1.8429003021148032
1993-01-06 21:55:00,1.096,0.909,0.18700000000000006,0.1706204379562044
1993-01-06 22:00:00,8.768,0.703,8.065000000000001,0.9198220802919709
1993-01-06 22:05:00,9.516,0.783,8.733,0.9177175283732661
1993-01-06 22:10:00,5.597,3.929,1.6680000000000006,0.29801679471145265
