Date_Time,Q_recorded,Q_predicted_4,Q_diff,Q_rel_diff,Q_sqr_rel_diff
1993-01-06 17:35:00,0.002,0.0,-0.002,-1.0,1.0
1993-01-06 17:40:00,0.002,0.0,-0.002,-1.0,1.0
1993-01-06 17:45:00,0.002,0.0,-0.002,-1.0,1.0
1993-01-06 17:50:00,0.002,0.0,-0.002,-1.0,1.0
1993-01-06 17:55:00,0.285,0.0,-0.285,-1.0,1.0
1993-01-06 18:00:00,1.899,0.0,-1.899,-1.0,1.0
1993-01-06 18:05:00,1.899,0.028,-1.871,-0.9852553975776724,0.9707281984559374
1993-01-06 18:10:00,1.04,0.167,-0.873,-0.8394230769230769,0.704631102071006
1993-01-06 18:15:00,0.492,0.748,0.256,0.5203252032520326,0.270738317139269
1993-01-06 18:20:00,0.236,0.82,0.584,2.4745762711864407,6.123527721918989
1993-01-06 18:25:00,0.157,0.613,0.45599999999999996,2.9044585987261144,8.435879751714065
1993-01-06 18:30:00,0.1,0.472,0.372,3.7199999999999998,13.838399999999998
1993-01-06 18:35:00,0.061,0.379,0.318,5.213114754098361,27.17656543939801
1993-01-06 18:40:00,0.036,0.314,0.278,7.722222222222223,59.63271604938273
1993-01-06 18:45:00,0.018,0.265,0.24700000000000003,13.722222222222225,188.29938271604945
1993-01-06 18:50:00,0.015,0.234,0.21900000000000003,14.600000000000003,213.16000000000008
1993-01-06 18:55:00,0.014,0.239,0.22499999999999998,16.07142857142857,258.29081632653055
1993-01-06 19:00:00,0.011,0.281,0.27,24.545454545454547,602.4793388429753
1993-01-06 19:05:00,0.007,0.332,0.325,46.42857142857143,2155.6122448979595
1993-01-06 19:10:00,0.007,0.342,0.335,47.85714285714286,2290.30612244898
1993-01-06 19:15:00,0.003,0.301,0.298,99.33333333333333,9867.11111111111
1993-01-06 19:20:00,0.005,0.251,0.246,49.199999999999996,2420.6399999999994
1993-01-06 19:25:00,0.005,0.206,0.20099999999999998,40.199999999999996,1616.0399999999997
1993-01-06 19:30:00,0.005,0.171,0.166,33.2,1102.2400000000002
1993-01-06 19:35:00,0.005,0.143,0.13799999999999998,27.599999999999998,761.7599999999999
1993-01-06 19:40:00,0.005,0.121,0.11599999999999999,23.2,538.24
1993-01-06 19:45:00,0.005,0.103,0.09799999999999999,19.599999999999998,384.1599999999999
1993-01-06 19:50:00,0.005,0.088,0.08299999999999999,16.599999999999998,275.55999999999995
1993-01-06 19:55:00,0.005,0.076,0.071,14.2,201.64
1993-01-06 20:00:00,0.005,0.066,0.061000000000000006,12.200000000000001,148.84000000000003
1993-01-06 20:05:00,0.005,0.057,0.052000000000000005,10.4,108.16000000000001
1993-01-06 20:10:00,0.005,0.05,0.045000000000000005,9.0,81.0
1993-01-06 20:15:00,0.005,0.043,0.038,7.6,57.76
1993-01-06 20:20:00,0.005,0.038,0.033,6.6000000000000005,43.56000000000001
1993-01-06 20:25:00,0.005,0.033,0.028,5.6,31.359999999999996
