Date_Time,Q_recorded,Q_predicted_1,Q_diff,Q_sqr_diff
1993-01-06 17:35:00,0.002,0.0,-0.002,4e-06
1993-01-06 17:40:00,0.002,0.0,-0.002,4e-06
1993-01-06 17:45:00,0.002,0.0,-0.002,4e-06
1993-01-06 17:50:00,0.002,0.0,-0.002,4e-06
1993-01-06 17:55:00,0.285,0.0,-0.285,0.08122499999999999
1993-01-06 18:00:00,1.899,0.0,-1.899,3.606201
1993-01-06 18:05:00,1.899,0.03,-1.869,3.493161
1993-01-06 18:10:00,1.04,0.21,-0.8300000000000001,0.6889000000000001
1993-01-06 18:15:00,0.492,0.661,0.16900000000000004,0.028561000000000013
1993-01-06 18:20:00,0.236,0.706,0.47,0.22089999999999999
1993-01-06 18:25:00,0.157,0.512,0.355,0.126025
1993-01-06 18:30:00,0.1,0.379,0.279,0.07784100000000002
1993-01-06 18:35:00,0.061,0.294,0.23299999999999998,0.05428899999999999
1993-01-06 18:40:00,0.036,0.237,0.20099999999999998,0.04040099999999999
1993-01-06 18:45:00,0.018,0.196,0.17800000000000002,0.031684000000000004
1993-01-06 18:50:00,0.015,0.172,0.15699999999999997,0.02464899999999999
1993-01-06 18:55:00,0.014,0.177,0.16299999999999998,0.026568999999999992
1993-01-06 19:00:00,0.011,0.216,0.205,0.04202499999999999
1993-01-06 19:05:00,0.007,0.253,0.246,0.060516
1993-01-06 19:10:00,0.007,0.261,0.254,0.064516
1993-01-06 19:15:00,0.003,0.228,0.225,0.050625
1993-01-06 19:20:00,0.005,0.188,0.183,0.033489
1993-01-06 19:25:00,0.005,0.152,0.147,0.021608999999999996
1993-01-06 19:30:00,0.005,0.124,0.119,0.014160999999999998
1993-01-06 19:35:00,0.005,0.102,0.09699999999999999,0.009408999999999997
1993-01-06 19:40:00,0.005,0.084,0.079,0.006241
1993-01-06 19:45:00,0.005,0.071,0.06599999999999999,0.004355999999999999
1993-01-06 19:50:00,0.005,0.06,0.055,0.003025
1993-01-06 19:55:00,0.005,0.051,0.046,0.002116
1993-01-06 20:00:00,0.005,0.043,0.038,0.001444
1993-01-06 20:05:00,0.005,0.037,0.032,0.001024
1993-01-06 20:10:00,0.005,0.032,0.027,0.0007289999999999999
1993-01-06 20:15:00,0.005,0.028,0.023,0.000529
1993-01-06 20:20:00,0.005,0.024,0.019,0.000361
1993-01-06 20:25:00,0.005,0.021,0.016,0.000256
1993-01-06 20:30:00,0.005,0.019,0.013999999999999999,0.00019599999999999997
1993-01-06 20:35:00,0.005,0.016,0.011,0.00012099999999999999
1993-01-06 20:40:00,0.005,0.014,0.009000000000000001,8.100000000000002e-05
1993-01-06 20:45:00,0.005,0.014,0.009000000000000001,8.100000000000002e-05
1993-01-06 20:50:00,0.005,0.015,0.009999999999999998,9.999999999999996e-05
1993-01-06 20:55:00,0.005,0.018,0.012999999999999998,0.00016899999999999993
1993-01-06 21:00:00,0.005,0.026,0.020999999999999998,0.00044099999999999993
1993-01-06 21:05:00,0.005,0.033,0.028,0.0007840000000000001
1993-01-06 21:10:00,0.005,0.035,0.030000000000000002,0.0009000000000000002
1993-01-06 21:15:00,0.005,0.046,0.041,0.0016810000000000002
1993-01-06 21:20:00,0.005,0.054,0.049,0.0024010000000000004
1993-01-06 21:25:00,0.005,0.059,0.054,0.0029159999999999998
1993-01-06 21:30:00,0.032,0.063,0.031,0.0009609999999999999
1993-01-06 21:35:00,0.916,0.069,-0.847,0.717409
1993-01-06 21:40:00,0.972,0.108,-0.864,0.7464959999999999
1993-01-06 21:45:00,0.499,0.437,-0.062,0.0038439999999999998
1993-01-06 21:50:00,0.331,0.941,0.6099999999999999,0.3720999999999999
1993-01-06 21:55:00,1.096,0.909,-0.18700000000000006,0.03496900000000002
1993-01-06 22:00:00,8.768,0.703,-8.065000000000001,65.04422500000003
1993-01-06 22:05:00,9.516,0.783,-8.733,76.26528900000001
1993-01-06 22:10:00,5.597,3.929,-1.6680000000000006,2.782224000000002
1993-01-06 22:15:00,3.898,6.196,2.2979999999999996,5.280803999999998
1993-01-06 22:20:00,3.01,4.336,1.3260000000000005,1.7582760000000013
1993-01-06 22:25:00,2.054,3.537,1.483,2.1992890000000003
1993-01-06 22:30:00,2.18,2.895,0.7149999999999999,0.5112249999999998
1993-01-06 22:35:00,3.05,2.403,-0.6469999999999998,0.41860899999999973
1993-01-06 22:40:00,1.917,2.011,0.09400000000000008,0.008836000000000016
1993-01-06 22:45:00,1.236,1.767,0.5309999999999999,0.2819609999999999
1993-01-06 22:50:00,0.922,1.601,0.6789999999999999,0.4610409999999999
1993-01-06 22:55:00,0.749,1.343,0.594,0.352836
1993-01-06 23:00:00,0.61,1.051,0.44099999999999995,0.19448099999999996
1993-01-06 23:05:00,0.48,0.82,0.33999999999999997,0.11559999999999998
1993-01-06 23:10:00,0.357,0.656,0.29900000000000004,0.08940100000000002
1993-01-06 23:15:00,0.289,0.519,0.23000000000000004,0.052900000000000016
1993-01-06 23:20:00,0.236,0.412,0.176,0.030975999999999997
1993-01-06 23:25:00,0.201,0.334,0.133,0.017689000000000003
1993-01-06 23:30:00,0.177,0.277,0.10000000000000003,0.010000000000000007
1993-01-06 23:35:00,0.154,0.234,0.08000000000000002,0.006400000000000003
1993-01-06 23:40:00,0.127,0.202,0.07500000000000001,0.0056250000000000015
1993-01-06 23:45:00,0.11,0.176,0.06599999999999999,0.004355999999999999
1993-01-06 23:50:00,0.096,0.154,0.057999999999999996,0.0033639999999999994
1993-01-06 23:55:00,0.08,0.136,0.05600000000000001,0.0031360000000000008
1993-01-07 00:00:00,0.069,0.121,0.05199999999999999,0.002703999999999999
1993-01-07 00:05:00,0.061,0.107,0.046,0.002116
1993-01-07 00:10:00,0.054,0.094,0.04,0.0016
1993-01-07 00:15:00,0.048,0.082,0.034,0.0011560000000000001
1993-01-07 00:20:00,0.042,0.071,0.02899999999999999,0.0008409999999999995
1993-01-07 00:25:00,0.041,0.061,0.019999999999999997,0.00039999999999999986
1993-01-07 00:30:00,0.039,0.052,0.012999999999999998,0.00016899999999999993
1993-01-07 00:35:00,0.038,0.045,0.006999999999999999,4.899999999999999e-05
1993-01-07 00:40:00,0.036,0.039,0.0030000000000000027,9.000000000000015e-06
1993-01-07 00:45:00,0.035,0.033,-0.0020000000000000018,4.0000000000000074e-06
1993-01-07 00:50:00,0.035,0.029,-0.006000000000000002,3.600000000000002e-05
1993-01-07 00:55:00,0.035,0.025,-0.010000000000000002,0.00010000000000000005
1993-01-07 01:00:00,0.035,0.022,-0.013000000000000005,0.00016900000000000012
1993-01-07 01:05:00,0.035,0.019,-0.016000000000000004,0.0002560000000000001
1993-01-07 01:10:00,0.035,0.017,-0.018000000000000002,0.00032400000000000007
1993-01-07 01:15:00,0.035,0.015,-0.020000000000000004,0.0004000000000000002
1993-01-07 01:20:00,0.035,0.013,-0.022000000000000006,0.00048400000000000027
1993-01-07 01:25:00,0.035,0.012,-0.023000000000000003,0.0005290000000000002
1993-01-07 01:30:00,0.035,0.01,-0.025,0.0006250000000000001
1993-01-07 01:35:00,0.035,0.009,-0.026000000000000002,0.0006760000000000002
