Date_Time,Q_recorded,Q_predicted_2,Q_var_rec,Q_var_pre,Q_sqr_var_rec,Q_sqr_var_pre,Q_prod_var_rec_pre
1997-10-07 08:37:00,0.078,0.001,-0.5853047210300429,-0.7797510729613735,0.3425816164600564,0.6080117357844131,0.45639198423253335
1997-10-07 08:42:00,0.078,0.01,-0.5853047210300429,-0.7707510729613735,0.3425816164600564,0.5940572164711084,0.451124241743263
1997-10-07 08:47:00,0.078,0.012,-0.5853047210300429,-0.7687510729613735,0.3425816164600564,0.5909782121792629,0.4499536323012029
1997-10-07 08:52:00,0.13,0.029,-0.5333047210300429,-0.7517510729613734,0.28441392547293187,0.5651296756985762,0.4009123962497007
1997-10-07 08:57:00,0.323,0.159,-0.3403047210300429,-0.6217510729613734,0.11580730315533531,0.3865743967286191,0.21158482543425003
1997-10-07 09:02:00,0.496,0.263,-0.1673047210300429,-0.5177510729613735,0.02799086967894048,0.26806617355265344,0.08662219882480797
1997-10-07 09:07:00,0.422,0.302,-0.2413047210300429,-0.4787510729613735,0.05822796839138684,0.22920258986166636,0.11552489410377795
1997-10-07 09:12:00,0.386,0.332,-0.2773047210300429,-0.44875107296137345,0.0768979083055499,0.2013775254839839,0.1244407910994861
1997-10-07 09:17:00,0.422,0.395,-0.2413047210300429,-0.38575107296137345,0.05822796839138684,0.14880389029085087,0.09308355504798395
1997-10-07 09:22:00,0.499,0.506,-0.1643047210300429,-0.27475107296137347,0.026996041352760222,0.07548815209342596,0.04514289839562343
1997-10-07 09:27:00,0.504,0.557,-0.1593047210300429,-0.22375107296137342,0.02537799414245979,0.050064542651365854,0.035644602258284364
1997-10-07 09:32:00,0.438,0.544,-0.2253047210300429,-0.23675107296137343,0.05076221731842546,0.056051070548361566,0.05334113444712557
1997-10-07 09:37:00,0.344,0.471,-0.3193047210300429,-0.3097510729613735,0.10195550487207354,0.09594572720072213,0.09890497994068784
1997-10-07 09:42:00,0.265,0.394,-0.3983047210300429,-0.38675107296137345,0.1586466507948203,0.14957639243677362,0.1540447782239496
1997-10-07 09:47:00,0.198,0.347,-0.4653047210300429,-0.4337510729613735,0.21650848341284604,0.18813999329514275,0.20182642200077366
1997-10-07 09:52:00,0.157,0.32,-0.5063047210300429,-0.46075107296137346,0.2563444705373095,0.21229155123505689,0.23328044346000112
1997-10-07 09:57:00,0.121,0.281,-0.5423047210300429,-0.49975107296137344,0.29409441045147267,0.249751134926044,0.27101736620678224
1997-10-07 10:02:00,0.097,0.236,-0.5663047210300429,-0.5447510729613735,0.32070103706091474,0.2967537314925677,0.3084951044042072
1997-10-07 10:07:00,0.083,0.206,-0.5803047210300429,-0.5747510729613735,0.33675356924975597,0.3303387958702501,0.3335307610565677
1997-10-07 10:12:00,0.078,0.188,-0.5853047210300429,-0.5927510729613734,0.3425816164600564,0.3513538344968594,0.3469400013999153
1997-10-07 10:17:00,0.078,0.193,-0.5853047210300429,-0.5877510729613735,0.3425816164600564,0.3454513237672458,0.34401347779476515
1997-10-07 10:22:00,0.078,0.184,-0.5853047210300429,-0.5967510729613734,0.3425816164600564,0.35611184308055044,0.34928122028403547
1997-10-07 10:27:00,0.078,0.174,-0.5853047210300429,-0.6067510729613734,0.3425816164600564,0.3681468645397779,0.3551342674943359
1997-10-07 10:32:00,0.078,0.177,-0.5853047210300429,-0.6037510729613735,0.3425816164600564,0.3645153581020098,0.35337835333124584
1997-10-07 10:37:00,0.102,0.241,-0.5613047210300429,-0.5397510729613735,0.3150629898506143,0.2913312207629539,0.3029648254342501
1997-10-07 10:42:00,0.22,0.401,-0.4433047210300429,-0.37975107296137345,0.1965190756875242,0.14421087741531438,0.16834544346000113
1997-10-07 10:47:00,0.366,0.581,-0.2973047210300429,-0.1997510729613735,0.08839009714675164,0.039900491149219966,0.0593869370222329
1997-10-07 10:52:00,0.496,0.773,-0.1673047210300429,-0.007751072961373451,0.02799086967894048,6.0079132052534596e-05,0.0012967910994860937
1997-10-07 10:57:00,0.58,0.969,-0.08330472103004294,0.1882489270386265,0.006939676545893278,0.03543765853119413,-0.01568202435115769
1997-10-07 11:02:00,0.695,1.141,0.03169527896995705,0.36024892703862654,0.0010045907089834018,0.12977928943248168,0.011418190241116972
1997-10-07 11:07:00,0.81,1.321,0.14669527896995715,0.5402489270386265,0.021519504872073554,0.29186890316638714,0.07925196706515134
1997-10-07 11:12:00,0.922,1.594,0.25869527896995714,0.8132489270386266,0.06692324736134395,0.6613738173294774,0.21038365805227582
1997-10-07 11:17:00,0.998,1.719,0.3346952789699571,0.9382489270386266,0.11202092976477741,0.880311049089134,0.31402748637845607
1997-10-07 11:22:00,0.928,1.514,0.26469527896995715,0.7332489270386265,0.07006359070898344,0.5376539890032971,0.194087529296911
1997-10-07 11:27:00,0.718,1.308,0.05469527896995707,0.5272489270386266,0.0029915735416014286,0.277991431063383,0.028838027150988224
1997-10-07 11:32:00,0.54,1.174,-0.12330472103004286,0.39324892703862646,0.015204054228296694,0.15464471861703097,-0.04848944924386152
1997-10-07 11:37:00,0.443,1.08,-0.2203047210300429,0.2992489270386266,0.048534170108125024,0.08954992033376927,-0.0659259513897843
1997-10-07 11:42:00,0.371,1.014,-0.2923047210300429,0.23324892703862654,0.0854420499364512,0.05440506196467053,-0.06817976254858256
1997-10-07 11:47:00,0.366,1.014,-0.2973047210300429,0.23324892703862654,0.08839009714675164,0.05440506196467053,-0.06934600718377569
1997-10-07 11:52:00,0.443,1.071,-0.2203047210300429,0.2902489270386265,0.048534170108125024,0.08424443964707391,-0.06394320890051389
1997-10-07 11:57:00,0.559,1.109,-0.10430472103004285,0.3282489270386265,0.010879474829155062,0.10774735810200955,-0.034237912763174824
1997-10-07 12:02:00,0.695,1.256,0.03169527896995705,0.47524892703862653,0.0010045907089834018,0.22586154265136577,0.015063147322662033
1997-10-07 12:07:00,0.845,1.562,0.18169527896995707,0.7812489270386266,0.03301317439997053,0.6103498859990053,0.1419492417432629
1997-10-07 12:12:00,0.941,1.783,0.27769527896995705,1.0022489270386266,0.07711466796220227,1.004502911750078,0.2783197953913315
1997-10-07 12:17:00,1.033,1.841,0.369695278969957,1.0602489270386264,0.13667459929267434,1.1241277872865585,0.3919690228591426
1997-10-07 12:22:00,1.152,2.077,0.488695278969957,1.2962489270386266,0.23882307568752412,1.6802612808487907,0.633470731013649
1997-10-07 12:27:00,1.36,2.458,0.6966952789699572,1.6772489270386268,0.48538431173902646,2.813163963252225,1.1685314091252375
1997-10-07 12:32:00,1.65,2.765,0.986695278969957,1.9842489270386268,0.9735675735416013,3.9372438044539417,1.9578490486102158
1997-10-07 12:37:00,1.738,2.842,1.074695278969957,2.0612489270386267,1.154969942640314,4.2487471392178895,2.2152144906703017
1997-10-07 12:42:00,1.747,2.822,1.0836952789699572,2.0412489270386267,1.1743954576617734,4.166697182136344,2.2120918254342503
1997-10-07 12:47:00,1.852,3.083,1.1886952789699572,2.302248927038627,1.4129964662454644,5.300350122050508,2.736672430584465
1997-10-07 12:52:00,1.98,3.357,1.316695278969957,2.576248927038627,1.7336864576617732,6.637058534067676,3.3921347996831774
1997-10-07 12:57:00,2.06,3.47,1.3966952789699572,2.689248927038627,1.9507577022969664,7.232059791578406,3.756061280369873
1997-10-07 13:02:00,2.29,3.718,1.6266952789699571,2.9372489270386266,2.6461375306231467,8.627431259389564,4.778008962773306
1997-10-07 13:07:00,2.517,3.891,1.853695278969957,3.1102489270386267,3.436186187275507,9.673648388144928,5.765453752472877
1997-10-07 13:12:00,2.77,4.151,2.106695278969957,3.3702489270386264,4.4381649984343055,11.358577830205013,7.100087503545838
1997-10-07 13:17:00,3.12,4.343,2.456695278969957,3.5622489270386266,6.035351693713276,12.689617418187847,8.75136012157159
1997-10-07 13:22:00,3.38,4.422,2.716695278969957,3.6412489270386263,7.380433238777653,13.258693748659947,9.892163769640257
1997-10-07 13:27:00,3.28,4.521,2.616695278969957,3.7402489270386265,6.8470941829836605,13.989462036213597,9.78709170955442
1997-10-07 13:32:00,2.99,4.097,2.3266952789699573,3.316248927038627,5.4135109211810875,10.997506946084846,7.71590072242996
1997-10-07 13:37:00,2.38,3.516,1.716695278969957,2.7352489270386267,2.9470426808377383,7.4815866928659585,4.695588919854851
1997-10-07 13:42:00,2.1,3.154,1.4366952789699572,2.3732489270386266,2.064093324614563,5.632310469689992,3.409635529296911
1997-10-07 13:47:00,2.18,3.049,1.5166952789699573,2.2682489270386266,2.3003645692497563,5.1449531950118805,3.440242439168156
1997-10-07 13:52:00,3.03,3.853,2.366695278969957,3.072248927038627,5.601246543498682,9.438713469689993,7.271077031442834
1997-10-07 13:57:00,4.988,5.652,4.3246952789699575,4.871248927038627,18.702989255945038,23.729066109174973,21.06666723745142
1997-10-07 14:02:00,5.925,6.701,5.261695278969957,5.920248927038626,27.685437208734733,35.049347358102004,31.15054582972609
1997-10-07 14:07:00,5.519,6.473,4.855695278969957,5.6922489270386265,23.57777664221113,32.4016978473724,27.639826241743265
1997-10-07 14:12:00,4.792,5.469,4.128695278969957,4.688248927038627,17.04612470658881,21.97967800187884,19.356351211700346
1997-10-07 14:17:00,4.368,4.462,3.7046952789699574,3.6812489270386264,13.72476711002229,13.551593662823038,13.63790552071322
1997-10-07 14:22:00,3.18,3.5,2.5166952789699573,2.7192489270386266,6.333755127189671,7.394314727200722,6.843520937022234
1997-10-07 14:27:00,2.27,2.63,1.6066952789699571,1.8492489270386265,2.5814697194643483,3.4197215941535113,2.97117952071322
1997-10-07 14:32:00,1.73,2.087,1.066695278969957,1.3062489270386268,1.1378388181767947,1.7062862593895638,1.3933695636316752
1997-10-07 14:37:00,1.408,1.816,0.744695278969957,1.0352489270386265,0.5545710585201421,1.0717403409346273,0.7709449885243786
1997-10-07 14:42:00,1.272,1.688,0.6086952789699571,0.9072489270386265,0.37050994264031395,0.823100615612739,0.552238138738971
1997-10-07 14:47:00,1.18,1.447,0.516695278969957,0.6662489270386266,0.2669740113098417,0.44388763278012117,0.3442476752196577
1997-10-07 14:52:00,0.991,1.13,0.3276952789699571,0.3492489270386264,0.107384195859198,0.1219748130376318,0.11444722457588087
1997-10-07 14:57:00,0.754,0.894,0.0906952789699571,0.11324892703862655,0.008225633627438344,0.012825319475400158,0.010271143030816552
1997-10-07 15:02:00,0.586,0.718,-0.07730472103004293,-0.0627510729613735,0.0059760198935327625,0.00393769715780362,0.004850954189614848
1997-10-07 15:07:00,0.5,0.586,-0.1633047210300429,-0.1947510729613735,0.026668431910700136,0.037927980419606225,0.03180376964025863
1997-10-07 15:12:00,0.422,0.485,-0.2413047210300429,-0.2957510729613735,0.05822796839138684,0.08746869715780366,0.0713661301552801
1997-10-07 15:17:00,0.362,0.408,-0.3013047210300429,-0.3727510729613735,0.09078453491499199,0.13894336239385519,0.11231165805227582
1997-10-07 15:22:00,0.318,0.345,-0.3453047210300429,-0.4357510729613735,0.11923535036563575,0.18987899758698826,0.15046690268746896
1997-10-07 15:27:00,0.285,0.295,-0.3783047210300429,-0.4857510729613735,0.1431144619536186,0.2359541048831256,0.18376192414669643
1997-10-07 15:32:00,0.269,0.254,-0.3943047210300429,-0.5267510729613735,0.15547621302657993,0.2774666928659582,0.20770043487631012
1997-10-07 15:37:00,0.254,0.22,-0.4093047210300429,-0.5607510729613735,0.16753035465748123,0.31444176582733163,0.2295180614857522
1997-10-07 15:42:00,0.24,0.193,-0.4233047210300429,-0.5877510729613735,0.17918688684632245,0.3454513237672458,0.2487978039750226
1997-10-07 15:47:00,0.22,0.169,-0.4433047210300429,-0.6117510729613734,0.1965190756875242,0.37423937526939166,0.2711921387389711
1997-10-07 15:52:00,0.204,0.149,-0.45930472103004294,-0.6317510729613734,0.21096082676048558,0.3991094181878466,0.2901662503269539
1997-10-07 15:57:00,0.191,0.137,-0.4723047210300429,-0.6437510729613735,0.22307174950726663,0.4144154439389196,0.3040466709278123
1997-10-07 16:02:00,0.191,0.139,-0.4723047210300429,-0.6417510729613735,0.22307174950726663,0.41184443964707407,0.3031020614857522
1997-10-07 16:07:00,0.198,0.155,-0.4653047210300429,-0.6257510729613734,0.21650848341284604,0.3915644053123101,0.29116492843854186
1997-10-07 16:12:00,0.254,0.201,-0.4093047210300429,-0.5797510729613735,0.16753035465748123,0.3361113065998638,0.23729485118532304
1997-10-07 16:17:00,0.386,0.361,-0.2773047210300429,-0.4197510729613735,0.0768979083055499,0.17619096325222428,0.11639895418961485
1997-10-07 16:22:00,0.708,0.725,0.044695278969957064,-0.05575107296137349,0.001997667962202286,0.0031081821363443908,-0.0024918097588830187
1997-10-07 16:27:00,1.602,1.375,0.9386952789699572,0.5942489270386265,0.8811488267604858,0.35313178728655886,0.5578186623441213
1997-10-07 16:32:00,2.726,2.102,2.062695278969957,1.3212489270386265,4.254711813884949,1.7456987272007218,2.725333924146696
1997-10-07 16:37:00,3.43,3.179,2.7666952789699573,2.3982489270386265,7.65460276667465,5.7515979160419235,6.635223984232534
1997-10-07 16:42:00,4.106,4.227,3.442695278969957,3.446248927038627,11.85215078384203,11.876631667114887,11.864384911271161
1997-10-07 16:47:00,4.106,4.67,3.442695278969957,3.8892489270386266,11.85215078384203,15.126257216471108,13.38949891985485
1997-10-07 16:52:00,3.733,4.324,3.069695278969957,3.5432489270386265,9.423029105730443,12.554612958960378,10.876694503545838
1997-10-07 16:57:00,2.594,3.11,1.930695278969957,2.3292489270386265,3.72758426023688,5.425400564110593,4.497069906979314
1997-10-07 17:02:00,1.658,2.205,0.994695278969957,1.4242489270386267,0.9894186980051206,2.0284850061706794,1.4166936838033488
1997-10-07 17:07:00,1.145,1.71,0.4816952789699571,0.9292489270386265,0.23203034178194482,0.8635035684024386,0.44761482114240453
1997-10-07 17:12:00,0.916,1.358,0.25269527896995714,0.5772489270386266,0.06385490401370446,0.3332163237672457,0.1458680786531342
1997-10-07 17:17:00,0.766,1.139,0.10269527896995712,0.35824892703862654,0.010546320322717316,0.12834229372432715,0.036790473502919564
1997-10-07 17:22:00,0.671,0.936,0.007695278969957142,0.15524892703862658,5.921731842546466e-05,0.0241022293466448,0.0011946838033487538
1997-10-07 17:27:00,0.57,0.751,-0.09330472103004295,-0.02975107296137347,0.008705770966494138,0.0008851263423529676,0.002775915563005405
1997-10-07 17:32:00,0.5,0.609,-0.1633047210300429,-0.17175107296137349,0.026668431910700136,0.029498431063383037,0.02804776105656764
1997-10-07 17:37:00,0.432,0.502,-0.2313047210300429,-0.27875107296137347,0.05350187397078597,0.07770216067711695,0.06447643916815562
1997-10-07 17:42:00,0.376,0.42,-0.2873047210300429,-0.3607510729613735,0.08254400272615077,0.1301413366427822,0.10364548637845607
1997-10-07 17:47:00,0.336,0.354,-0.3273047210300429,-0.4267510729613735,0.10712838040855419,0.18211647827368352,0.13967764088489382
1997-10-07 17:52:00,0.317,0.302,-0.3463047210300429,-0.4787510729613735,0.11992695980769584,0.22920258986166636,0.16579375676472216
1997-10-07 17:57:00,0.297,0.259,-0.3663047210300429,-0.5217510729613735,0.13417914864889757,0.2722241821363445,0.19111988122824147
1997-10-07 18:02:00,0.276,0.224,-0.3873047210300429,-0.5567510729613735,0.15000494693215935,0.3099717572436406,0.2156323189964818
1997-10-07 18:07:00,0.261,0.196,-0.4023047210300429,-0.5847510729613734,0.16184908856306063,0.3419338173294775,0.2352481172797436
1997-10-07 18:12:00,0.24,0.171,-0.4233047210300429,-0.6097510729613734,0.17918688684632245,0.37179637097754614,0.2581105078376835
1997-10-07 18:17:00,0.228,0.15,-0.4353047210300429,-0.6307510729613734,0.18949020015104348,0.39784691604192385,0.27456891985485093
1997-10-07 18:22:00,0.224,0.132,-0.4393047210300429,-0.6487510729613735,0.19298863791928383,0.42087795466853334,0.2849994091252372
