Date_Time,Q_recorded,Q_predicted_3,Q_abs_diff,Q_rel_diff
1997-10-07 08:37:00,0.078,0.0,0.078,1.0
1997-10-07 08:42:00,0.078,0.002,0.076,0.9743589743589743
1997-10-07 08:47:00,0.078,0.002,0.076,0.9743589743589743
1997-10-07 08:52:00,0.13,0.041,0.089,0.6846153846153845
1997-10-07 08:57:00,0.323,0.099,0.224,0.6934984520123839
1997-10-07 09:02:00,0.496,0.174,0.322,0.6491935483870968
1997-10-07 09:07:00,0.422,0.23,0.19199999999999998,0.4549763033175355
1997-10-07 09:12:00,0.386,0.259,0.127,0.3290155440414508
1997-10-07 09:17:00,0.422,0.328,0.09399999999999997,0.22274881516587672
1997-10-07 09:22:00,0.499,0.446,0.05299999999999999,0.10621242484969938
1997-10-07 09:27:00,0.504,0.524,0.020000000000000018,0.039682539682539715
1997-10-07 09:32:00,0.438,0.529,0.09100000000000003,0.20776255707762561
1997-10-07 09:37:00,0.344,0.461,0.11700000000000005,0.3401162790697676
1997-10-07 09:42:00,0.265,0.387,0.122,0.460377358490566
1997-10-07 09:47:00,0.198,0.355,0.15699999999999997,0.7929292929292927
1997-10-07 09:52:00,0.157,0.322,0.165,1.0509554140127388
1997-10-07 09:57:00,0.121,0.283,0.16199999999999998,1.3388429752066113
1997-10-07 10:02:00,0.097,0.238,0.141,1.4536082474226801
1997-10-07 10:07:00,0.083,0.205,0.12199999999999998,1.4698795180722888
1997-10-07 10:12:00,0.078,0.205,0.127,1.6282051282051282
1997-10-07 10:17:00,0.078,0.197,0.11900000000000001,1.5256410256410258
1997-10-07 10:22:00,0.078,0.188,0.11,1.4102564102564104
1997-10-07 10:27:00,0.078,0.173,0.09499999999999999,1.2179487179487178
1997-10-07 10:32:00,0.078,0.186,0.108,1.3846153846153846
1997-10-07 10:37:00,0.102,0.237,0.135,1.323529411764706
1997-10-07 10:42:00,0.22,0.385,0.165,0.75
1997-10-07 10:47:00,0.366,0.544,0.17800000000000005,0.4863387978142078
1997-10-07 10:52:00,0.496,0.716,0.21999999999999997,0.44354838709677413
1997-10-07 10:57:00,0.58,0.889,0.30900000000000005,0.5327586206896553
1997-10-07 11:02:00,0.695,1.036,0.3410000000000001,0.4906474820143886
1997-10-07 11:07:00,0.81,1.194,0.3839999999999999,0.4740740740740739
1997-10-07 11:12:00,0.922,1.433,0.511,0.5542299349240781
1997-10-07 11:17:00,0.998,1.501,0.5029999999999999,0.504008016032064
1997-10-07 11:22:00,0.928,1.338,0.41000000000000003,0.44181034482758624
1997-10-07 11:27:00,0.718,1.153,0.43500000000000005,0.605849582172702
1997-10-07 11:32:00,0.54,1.031,0.4909999999999999,0.909259259259259
1997-10-07 11:37:00,0.443,0.95,0.5069999999999999,1.1444695259593678
1997-10-07 11:42:00,0.371,0.892,0.521,1.404312668463612
1997-10-07 11:47:00,0.366,0.897,0.531,1.4508196721311477
1997-10-07 11:52:00,0.443,0.935,0.49200000000000005,1.1106094808126412
1997-10-07 11:57:00,0.559,0.983,0.42399999999999993,0.7584973166368514
1997-10-07 12:02:00,0.695,1.116,0.42100000000000015,0.6057553956834535
1997-10-07 12:07:00,0.845,1.385,0.54,0.6390532544378699
1997-10-07 12:12:00,0.941,1.563,0.622,0.6609989373007439
