Date_Time,Q_recorded,Q_predicted_4
1993-01-06 22:00:00.000000000,8.768,1.018
1993-01-06 22:03:00.046888537,9.216916908849493,1.0996212561544534
1993-01-06 22:05:00.000000000,9.516,1.154
1993-01-06 22:10:00.000000000,5.597,5.373
1993-01-06 22:11:30.803796917,5.0827478304268805,6.34702206102784
1993-01-06 22:15:00.000000000,3.898,8.591
