Date_Time,Q_recorded,Q_predicted_2,Q_diff
1993-01-07 03:35:00,0.038,0.004,-0.034
1993-01-07 03:40:00,0.038,0.004,-0.034
1993-01-07 03:45:00,0.038,0.004,-0.034
1993-01-07 03:50:00,0.038,0.004,-0.034
1993-01-07 03:55:00,0.038,0.003,-0.034999999999999996
1993-01-07 04:00:00,0.038,0.003,-0.034999999999999996
1993-01-07 04:05:00,0.038,0.003,-0.034999999999999996
1993-01-07 04:10:00,0.038,0.003,-0.034999999999999996
1993-01-07 04:15:00,0.038,0.002,-0.036
1993-01-07 04:20:00,0.038,0.002,-0.036
1993-01-07 04:25:00,0.038,0.002,-0.036
1993-01-07 04:30:00,0.038,0.002,-0.036
1993-01-07 04:35:00,0.038,0.002,-0.036
1993-01-07 04:40:00,0.038,0.002,-0.036
1993-01-07 04:45:00,0.038,0.002,-0.036
1993-01-07 04:50:00,0.038,0.001,-0.037
1993-01-07 04:55:00,0.038,0.001,-0.037
1993-01-07 05:00:00,0.038,0.001,-0.037
1993-01-07 05:05:00,0.038,0.001,-0.037
1993-01-07 05:10:00,0.038,0.001,-0.037
1993-01-07 05:15:00,0.038,0.001,-0.037
1993-01-07 05:20:00,0.038,0.001,-0.037
1993-01-07 05:25:00,0.038,0.001,-0.037
1993-01-07 05:30:00,0.038,0.001,-0.037
1993-01-07 05:35:00,0.038,0.001,-0.037
1993-01-07 05:40:00,0.038,0.001,-0.037
1993-01-07 05:45:00,0.038,0.001,-0.037
1993-01-07 05:50:00,0.038,0.0,-0.038
1993-01-07 05:55:00,0.038,0.0,-0.038
1993-01-07 06:00:00,0.038,0.0,-0.038
