Date_Time,Q_recorded,Q_predicted_3,delta_time,Q_rec_lft,Q_rec_rgt,Q_pre_lft,Q_pre_rgt,Q_ave_rec,Q_ave_pre
1993-01-06 17:35:00,0.002,0.0,,,,,,,
1993-01-06 17:40:00,0.002,0.0,300.0,0.002,0.002,0.0,0.0,0.6,0.0
1993-01-06 17:45:00,0.002,0.0,300.0,0.002,0.002,0.0,0.0,0.6,0.0
1993-01-06 17:50:00,0.002,0.0,300.0,0.002,0.002,0.0,0.0,0.6,0.0
1993-01-06 17:55:00,0.285,0.0,300.0,0.002,0.285,0.0,0.0,43.05,0.0
1993-01-06 18:00:00,1.899,0.0,300.0,0.285,1.899,0.0,0.0,327.6,0.0
1993-01-06 18:05:00,1.899,0.028,300.0,1.899,1.899,0.0,0.028,569.7,4.2
1993-01-06 18:10:00,1.04,0.054,300.0,1.899,1.04,0.028,0.054,440.85,12.3
1993-01-06 18:15:00,0.492,0.259,300.0,1.04,0.492,0.054,0.259,229.8,46.95
1993-01-06 18:20:00,0.236,0.552,300.0,0.492,0.236,0.259,0.552,109.2,121.65
1993-01-06 18:25:00,0.157,0.451,300.0,0.236,0.157,0.552,0.451,58.95,150.45000000000002
1993-01-06 18:30:00,0.1,0.361,300.0,0.157,0.1,0.451,0.361,38.550000000000004,121.80000000000001
1993-01-06 18:35:00,0.061,0.298,300.0,0.1,0.061,0.361,0.298,24.150000000000002,98.85000000000001
1993-01-06 18:40:00,0.036,0.252,300.0,0.061,0.036,0.298,0.252,14.55,82.5
1993-01-06 18:45:00,0.018,0.218,300.0,0.036,0.018,0.252,0.218,8.1,70.5
1993-01-06 18:50:00,0.015,0.197,300.0,0.018,0.015,0.218,0.197,4.95,62.25000000000001
1993-01-06 18:55:00,0.014,0.203,300.0,0.015,0.014,0.197,0.203,4.35,60.0
1993-01-06 19:00:00,0.011,0.234,300.0,0.014,0.011,0.203,0.234,3.75,65.55000000000001
1993-01-06 19:05:00,0.007,0.276,300.0,0.011,0.007,0.234,0.276,2.6999999999999997,76.5
1993-01-06 19:10:00,0.007,0.291,300.0,0.007,0.007,0.276,0.291,2.1,85.05
1993-01-06 19:15:00,0.003,0.265,300.0,0.007,0.003,0.291,0.265,1.5,83.4
1993-01-06 19:20:00,0.005,0.228,300.0,0.003,0.005,0.265,0.228,1.2,73.95
1993-01-06 19:25:00,0.005,0.193,300.0,0.005,0.005,0.228,0.193,1.5,63.150000000000006
1993-01-06 19:30:00,0.005,0.164,300.0,0.005,0.005,0.193,0.164,1.5,53.55
1993-01-06 19:35:00,0.005,0.14,300.0,0.005,0.005,0.164,0.14,1.5,45.60000000000001
1993-01-06 19:40:00,0.005,0.121,300.0,0.005,0.005,0.14,0.121,1.5,39.15
1993-01-06 19:45:00,0.005,0.104,300.0,0.005,0.005,0.121,0.104,1.5,33.75
1993-01-06 19:50:00,0.005,0.091,300.0,0.005,0.005,0.104,0.091,1.5,29.25
1993-01-06 19:55:00,0.005,0.08,300.0,0.005,0.005,0.091,0.08,1.5,25.65
1993-01-06 20:00:00,0.005,0.07,300.0,0.005,0.005,0.08,0.07,1.5,22.500000000000004
1993-01-06 20:05:00,0.005,0.062,300.0,0.005,0.005,0.07,0.062,1.5,19.8
1993-01-06 20:10:00,0.005,0.054,300.0,0.005,0.005,0.062,0.054,1.5,17.4
1993-01-06 20:15:00,0.005,0.048,300.0,0.005,0.005,0.054,0.048,1.5,15.3
1993-01-06 20:20:00,0.005,0.043,300.0,0.005,0.005,0.048,0.043,1.5,13.65
1993-01-06 20:25:00,0.005,0.038,300.0,0.005,0.005,0.043,0.038,1.5,12.149999999999999
1993-01-06 20:30:00,0.005,0.034,300.0,0.005,0.005,0.038,0.034,1.5,10.8
1993-01-06 20:35:00,0.005,0.03,300.0,0.005,0.005,0.034,0.03,1.5,9.6
1993-01-06 20:40:00,0.005,0.027,300.0,0.005,0.005,0.03,0.027,1.5,8.549999999999999
1993-01-06 20:45:00,0.005,0.024,300.0,0.005,0.005,0.027,0.024,1.5,7.65
1993-01-06 20:50:00,0.005,0.026,300.0,0.005,0.005,0.024,0.026,1.5,7.5
1993-01-06 20:55:00,0.005,0.03,300.0,0.005,0.005,0.026,0.03,1.5,8.399999999999999
1993-01-06 21:00:00,0.005,0.037,300.0,0.005,0.005,0.03,0.037,1.5,10.05
1993-01-06 21:05:00,0.005,0.048,300.0,0.005,0.005,0.037,0.048,1.5,12.749999999999998
1993-01-06 21:10:00,0.005,0.058,300.0,0.005,0.005,0.048,0.058,1.5,15.900000000000002
1993-01-06 21:15:00,0.005,0.068,300.0,0.005,0.005,0.058,0.068,1.5,18.9
1993-01-06 21:20:00,0.005,0.072,300.0,0.005,0.005,0.068,0.072,1.5,21.000000000000004
1993-01-06 21:25:00,0.005,0.076,300.0,0.005,0.005,0.072,0.076,1.5,22.2
1993-01-06 21:30:00,0.032,0.081,300.0,0.005,0.032,0.076,0.081,5.55,23.55
1993-01-06 21:35:00,0.916,0.09,300.0,0.032,0.916,0.081,0.09,142.20000000000002,25.65
1993-01-06 21:40:00,0.972,0.148,300.0,0.916,0.972,0.09,0.148,283.2,35.699999999999996
1993-01-06 21:45:00,0.499,0.432,300.0,0.972,0.499,0.148,0.432,220.65,87.0
1993-01-06 21:50:00,0.331,1.037,300.0,0.499,0.331,0.432,1.037,124.50000000000001,220.34999999999997
1993-01-06 21:55:00,1.096,1.082,300.0,0.331,1.096,1.037,1.082,214.05,317.84999999999997
1993-01-06 22:00:00,8.768,0.901,300.0,1.096,8.768,1.082,0.901,1479.6000000000001,297.45
1993-01-06 22:05:00,9.516,0.988,300.0,8.768,9.516,0.901,0.988,2742.6,283.35
1993-01-06 22:10:00,5.597,4.199,300.0,9.516,5.597,0.988,4.199,2266.95,778.05
1993-01-06 22:15:00,3.898,7.443,300.0,5.597,3.898,4.199,7.443,1424.2500000000002,1746.3
1993-01-06 22:20:00,3.01,5.906,300.0,3.898,3.01,7.443,5.906,1036.1999999999998,2002.3500000000001
1993-01-06 22:25:00,2.054,5.074,300.0,3.01,2.054,5.906,5.074,759.6,1647.0
1993-01-06 22:30:00,2.18,4.305,300.0,2.054,2.18,5.074,4.305,635.1,1406.85
1993-01-06 22:35:00,3.05,3.662,300.0,2.18,3.05,4.305,3.662,784.5000000000001,1195.05
1993-01-06 22:40:00,1.917,3.136,300.0,3.05,1.917,3.662,3.136,745.05,1019.7
1993-01-06 22:45:00,1.236,2.774,300.0,1.917,1.236,3.136,2.774,472.95,886.5
1993-01-06 22:50:00,0.922,2.513,300.0,1.236,0.922,2.774,2.513,323.7,793.05
1993-01-06 22:55:00,0.749,2.132,300.0,0.922,0.749,2.513,2.132,250.65,696.7499999999999
1993-01-06 23:00:00,0.61,1.709,300.0,0.749,0.61,2.132,1.709,203.85,576.15
1993-01-06 23:05:00,0.48,1.392,300.0,0.61,0.48,1.709,1.392,163.49999999999997,465.15
1993-01-06 23:10:00,0.357,1.14,300.0,0.48,0.357,1.392,1.14,125.55,379.8
1993-01-06 23:15:00,0.289,0.933,300.0,0.357,0.289,1.14,0.933,96.89999999999999,310.95
1993-01-06 23:20:00,0.236,0.767,300.0,0.289,0.236,0.933,0.767,78.74999999999999,255.00000000000003
1993-01-06 23:25:00,0.201,0.642,300.0,0.236,0.201,0.767,0.642,65.55,211.35
1993-01-06 23:30:00,0.177,0.546,300.0,0.201,0.177,0.642,0.546,56.7,178.20000000000002
1993-01-06 23:35:00,0.154,0.471,300.0,0.177,0.154,0.546,0.471,49.64999999999999,152.54999999999998
1993-01-06 23:40:00,0.127,0.411,300.0,0.154,0.127,0.471,0.411,42.150000000000006,132.29999999999998
1993-01-06 23:45:00,0.11,0.361,300.0,0.127,0.11,0.411,0.361,35.55,115.8
1993-01-06 23:50:00,0.096,0.317,300.0,0.11,0.096,0.361,0.317,30.900000000000002,101.69999999999999
1993-01-06 23:55:00,0.08,0.283,300.0,0.096,0.08,0.317,0.283,26.4,90.0
1993-01-07 00:00:00,0.069,0.253,300.0,0.08,0.069,0.283,0.253,22.35,80.4
1993-01-07 00:05:00,0.061,0.225,300.0,0.069,0.061,0.253,0.225,19.5,71.7
1993-01-07 00:10:00,0.054,0.199,300.0,0.061,0.054,0.225,0.199,17.25,63.60000000000001
1993-01-07 00:15:00,0.048,0.174,300.0,0.054,0.048,0.199,0.174,15.3,55.95
1993-01-07 00:20:00,0.042,0.153,300.0,0.048,0.042,0.174,0.153,13.5,49.05
1993-01-07 00:25:00,0.041,0.134,300.0,0.042,0.041,0.153,0.134,12.450000000000001,43.050000000000004
1993-01-07 00:30:00,0.039,0.118,300.0,0.041,0.039,0.134,0.118,12.0,37.8
1993-01-07 00:35:00,0.038,0.104,300.0,0.039,0.038,0.118,0.104,11.55,33.3
1993-01-07 00:40:00,0.036,0.092,300.0,0.038,0.036,0.104,0.092,11.1,29.400000000000002
1993-01-07 00:45:00,0.035,0.082,300.0,0.036,0.035,0.092,0.082,10.65,26.099999999999998
1993-01-07 00:50:00,0.035,0.073,300.0,0.035,0.035,0.082,0.073,10.500000000000002,23.25
1993-01-07 00:55:00,0.035,0.065,300.0,0.035,0.035,0.073,0.065,10.500000000000002,20.700000000000003
1993-01-07 01:00:00,0.035,0.058,300.0,0.035,0.035,0.065,0.058,10.500000000000002,18.45
1993-01-07 01:05:00,0.035,0.052,300.0,0.035,0.035,0.058,0.052,10.500000000000002,16.5
1993-01-07 01:10:00,0.035,0.047,300.0,0.035,0.035,0.052,0.047,10.500000000000002,14.850000000000001
1993-01-07 01:15:00,0.035,0.042,300.0,0.035,0.035,0.047,0.042,10.500000000000002,13.35
1993-01-07 01:20:00,0.035,0.038,300.0,0.035,0.035,0.042,0.038,10.500000000000002,12.0
1993-01-07 01:25:00,0.035,0.034,300.0,0.035,0.035,0.038,0.034,10.500000000000002,10.8
1993-01-07 01:30:00,0.035,0.031,300.0,0.035,0.035,0.034,0.031,10.500000000000002,9.75
1993-01-07 01:35:00,0.035,0.028,300.0,0.035,0.035,0.031,0.028,10.500000000000002,8.85
1993-01-07 01:40:00,0.035,0.025,300.0,0.035,0.035,0.028,0.025,10.500000000000002,7.950000000000001
1993-01-07 01:45:00,0.035,0.023,300.0,0.035,0.035,0.025,0.023,10.500000000000002,7.2
1993-01-07 01:50:00,0.036,0.02,300.0,0.035,0.036,0.023,0.02,10.65,6.449999999999999
1993-01-07 01:55:00,0.036,0.019,300.0,0.036,0.036,0.02,0.019,10.799999999999999,5.85
1993-01-07 02:00:00,0.036,0.017,300.0,0.036,0.036,0.019,0.017,10.799999999999999,5.4
1993-01-07 02:05:00,0.036,0.015,300.0,0.036,0.036,0.017,0.015,10.799999999999999,4.8
