Date_Time,Q_recorded,Q_predicted_1,Q_diff,Q_sqr_diff,Q_var_rec,Q_sqr_var_rec
1997-10-07 08:37:00,0.078,0.0,-0.078,0.006084,-0.5853047210300429,0.3425816164600564
1997-10-07 08:42:00,0.078,0.006,-0.072,0.005183999999999999,-0.5853047210300429,0.3425816164600564
1997-10-07 08:47:00,0.078,0.01,-0.068,0.0046240000000000005,-0.5853047210300429,0.3425816164600564
1997-10-07 08:52:00,0.13,0.013,-0.117,0.013689000000000002,-0.5333047210300429,0.28441392547293187
1997-10-07 08:57:00,0.323,0.026,-0.297,0.088209,-0.3403047210300429,0.11580730315533531
1997-10-07 09:02:00,0.496,0.133,-0.363,0.131769,-0.1673047210300429,0.02799086967894048
1997-10-07 09:07:00,0.422,0.216,-0.206,0.042435999999999995,-0.2413047210300429,0.05822796839138684
1997-10-07 09:12:00,0.386,0.24,-0.14600000000000002,0.021316000000000005,-0.2773047210300429,0.0768979083055499
1997-10-07 09:17:00,0.422,0.27,-0.15199999999999997,0.02310399999999999,-0.2413047210300429,0.05822796839138684
1997-10-07 09:22:00,0.499,0.326,-0.173,0.029928999999999997,-0.1643047210300429,0.026996041352760222
1997-10-07 09:27:00,0.504,0.392,-0.11199999999999999,0.012543999999999998,-0.1593047210300429,0.02537799414245979
1997-10-07 09:32:00,0.438,0.403,-0.034999999999999976,0.0012249999999999982,-0.2253047210300429,0.05076221731842546
1997-10-07 09:37:00,0.344,0.368,0.02400000000000002,0.000576000000000001,-0.3193047210300429,0.10195550487207354
1997-10-07 09:42:00,0.265,0.321,0.055999999999999994,0.0031359999999999995,-0.3983047210300429,0.1586466507948203
1997-10-07 09:47:00,0.198,0.287,0.08899999999999997,0.007920999999999994,-0.4653047210300429,0.21650848341284604
1997-10-07 09:52:00,0.157,0.262,0.10500000000000001,0.011025000000000002,-0.5063047210300429,0.2563444705373095
1997-10-07 09:57:00,0.121,0.237,0.11599999999999999,0.013455999999999997,-0.5423047210300429,0.29409441045147267
1997-10-07 10:02:00,0.097,0.203,0.10600000000000001,0.011236000000000003,-0.5663047210300429,0.32070103706091474
1997-10-07 10:07:00,0.083,0.179,0.09599999999999999,0.009215999999999998,-0.5803047210300429,0.33675356924975597
1997-10-07 10:12:00,0.078,0.167,0.08900000000000001,0.007921000000000001,-0.5853047210300429,0.3425816164600564
1997-10-07 10:17:00,0.078,0.164,0.08600000000000001,0.0073960000000000015,-0.5853047210300429,0.3425816164600564
1997-10-07 10:22:00,0.078,0.159,0.081,0.006561,-0.5853047210300429,0.3425816164600564
1997-10-07 10:27:00,0.078,0.154,0.076,0.005776,-0.5853047210300429,0.3425816164600564
1997-10-07 10:32:00,0.078,0.156,0.078,0.006084,-0.5853047210300429,0.3425816164600564
1997-10-07 10:37:00,0.102,0.198,0.09600000000000002,0.009216000000000004,-0.5613047210300429,0.3150629898506143
1997-10-07 10:42:00,0.22,0.297,0.07699999999999999,0.005928999999999998,-0.4433047210300429,0.1965190756875242
1997-10-07 10:47:00,0.366,0.456,0.09000000000000002,0.008100000000000005,-0.2973047210300429,0.08839009714675164
1997-10-07 10:52:00,0.496,0.617,0.121,0.014641,-0.1673047210300429,0.02799086967894048
1997-10-07 10:57:00,0.58,0.787,0.20700000000000007,0.04284900000000003,-0.08330472103004294,0.006939676545893278
1997-10-07 11:02:00,0.695,0.945,0.25,0.0625,0.03169527896995705,0.0010045907089834018
1997-10-07 11:07:00,0.81,1.099,0.2889999999999999,0.08352099999999996,0.14669527896995715,0.021519504872073554
1997-10-07 11:12:00,0.922,1.315,0.3929999999999999,0.15444899999999992,0.25869527896995714,0.06692324736134395
1997-10-07 11:17:00,0.998,1.453,0.45500000000000007,0.20702500000000007,0.3346952789699571,0.11202092976477741
1997-10-07 11:22:00,0.928,1.322,0.394,0.155236,0.26469527896995715,0.07006359070898344
1997-10-07 11:27:00,0.718,1.15,0.43199999999999994,0.18662399999999996,0.05469527896995707,0.0029915735416014286
1997-10-07 11:32:00,0.54,1.033,0.4929999999999999,0.24304899999999988,-0.12330472103004286,0.015204054228296694
1997-10-07 11:37:00,0.443,0.951,0.508,0.258064,-0.2203047210300429,0.048534170108125024
1997-10-07 11:42:00,0.371,0.893,0.522,0.272484,-0.2923047210300429,0.0854420499364512
1997-10-07 11:47:00,0.366,0.88,0.514,0.264196,-0.2973047210300429,0.08839009714675164
1997-10-07 11:52:00,0.443,0.918,0.47500000000000003,0.22562500000000002,-0.2203047210300429,0.048534170108125024
1997-10-07 11:57:00,0.559,0.956,0.3969999999999999,0.15760899999999992,-0.10430472103004285,0.010879474829155062
1997-10-07 12:02:00,0.695,1.057,0.362,0.131044,0.03169527896995705,0.0010045907089834018
1997-10-07 12:07:00,0.845,1.293,0.44799999999999995,0.20070399999999997,0.18169527896995707,0.03301317439997053
1997-10-07 12:12:00,0.941,1.496,0.555,0.30802500000000005,0.27769527896995705,0.07711466796220227
1997-10-07 12:17:00,1.033,1.57,0.5370000000000001,0.28836900000000015,0.369695278969957,0.13667459929267434
1997-10-07 12:22:00,1.152,1.736,0.5840000000000001,0.3410560000000001,0.488695278969957,0.23882307568752412
1997-10-07 12:27:00,1.36,2.059,0.6990000000000001,0.4886010000000001,0.6966952789699572,0.48538431173902646
1997-10-07 12:32:00,1.65,2.331,0.681,0.4637610000000001,0.986695278969957,0.9735675735416013
1997-10-07 12:37:00,1.738,2.436,0.698,0.4872039999999999,1.074695278969957,1.154969942640314
1997-10-07 12:42:00,1.747,2.419,0.6719999999999999,0.45158399999999993,1.0836952789699572,1.1743954576617734
1997-10-07 12:47:00,1.852,2.613,0.7609999999999999,0.5791209999999999,1.1886952789699572,1.4129964662454644
1997-10-07 12:52:00,1.98,2.868,0.8879999999999999,0.7885439999999998,1.316695278969957,1.7336864576617732
1997-10-07 12:57:00,2.06,2.973,0.9129999999999998,0.8335689999999997,1.3966952789699572,1.9507577022969664
1997-10-07 13:02:00,2.29,3.183,0.8929999999999998,0.7974489999999996,1.6266952789699571,2.6461375306231467
1997-10-07 13:07:00,2.517,3.333,0.8160000000000003,0.6658560000000004,1.853695278969957,3.436186187275507
1997-10-07 13:12:00,2.77,3.529,0.7589999999999999,0.5760809999999998,2.106695278969957,4.4381649984343055
1997-10-07 13:17:00,3.12,3.73,0.6099999999999999,0.3720999999999999,2.456695278969957,6.035351693713276
1997-10-07 13:22:00,3.38,3.797,0.41700000000000026,0.1738890000000002,2.716695278969957,7.380433238777653
