Date_Time,Q_recorded,Q_predicted_2
1985-10-23 16:15:00.000000000,0.028,0.011
1985-10-23 16:19:11.467152868,0.03638223842986667,0.031955596074666665
1985-10-23 16:20:00.000000000,0.038,0.036
1985-10-23 16:25:00.000000000,0.76,0.895
1985-10-23 16:26:47.941467708,3.3880149338948264,3.8497177761698134
1985-10-23 16:30:00.000000000,8.064,9.107
