Date_Time,Q_recorded,Q_predicted_3,delta_time,Q_rec_lft,Q_rec_rgt,Q_pre_lft,Q_pre_rgt,Q_ave_rec,Q_ave_pre
1985-10-23 13:05:00,0.028,0.0,,,,,,,
1985-10-23 13:10:00,0.028,0.0,300.0,0.028,0.028,0.0,0.0,8.4,0.0
1985-10-23 13:15:00,0.028,0.0,300.0,0.028,0.028,0.0,0.0,8.4,0.0
1985-10-23 13:20:00,0.028,0.0,300.0,0.028,0.028,0.0,0.0,8.4,0.0
1985-10-23 13:25:00,0.028,0.0,300.0,0.028,0.028,0.0,0.0,8.4,0.0
1985-10-23 13:30:00,0.029,0.0,300.0,0.028,0.029,0.0,0.0,8.55,0.0
1985-10-23 13:35:00,0.029,0.0,300.0,0.029,0.029,0.0,0.0,8.700000000000001,0.0
1985-10-23 13:40:00,0.029,0.0,300.0,0.029,0.029,0.0,0.0,8.700000000000001,0.0
1985-10-23 13:45:00,0.029,0.003,300.0,0.029,0.029,0.0,0.003,8.700000000000001,0.45
1985-10-23 13:50:00,0.029,0.008,300.0,0.029,0.029,0.003,0.008,8.700000000000001,1.65
1985-10-23 13:55:00,0.041,0.028,300.0,0.029,0.041,0.008,0.028,10.500000000000002,5.4
1985-10-23 14:00:00,0.305,0.21,300.0,0.041,0.305,0.028,0.21,51.9,35.699999999999996
1985-10-23 14:05:00,1.497,0.605,300.0,0.305,1.497,0.21,0.605,270.3,122.24999999999999
1985-10-23 14:10:00,1.682,1.072,300.0,1.497,1.682,0.605,1.072,476.85,251.55
1985-10-23 14:15:00,0.885,0.952,300.0,1.682,0.885,1.072,0.952,385.05,303.6
1985-10-23 14:20:00,0.492,0.727,300.0,0.885,0.492,0.952,0.727,206.55,251.84999999999997
1985-10-23 14:25:00,0.269,0.561,300.0,0.492,0.269,0.727,0.561,114.15,193.20000000000002
1985-10-23 14:30:00,0.166,0.443,300.0,0.269,0.166,0.561,0.443,65.25000000000001,150.6
1985-10-23 14:35:00,0.107,0.358,300.0,0.166,0.107,0.443,0.358,40.95,120.14999999999999
1985-10-23 14:40:00,0.078,0.295,300.0,0.107,0.078,0.358,0.295,27.75,97.95
1985-10-23 14:45:00,0.044,0.247,300.0,0.078,0.044,0.295,0.247,18.3,81.30000000000001
1985-10-23 14:50:00,0.039,0.21,300.0,0.044,0.039,0.247,0.21,12.45,68.55
1985-10-23 14:55:00,0.036,0.181,300.0,0.039,0.036,0.21,0.181,11.25,58.650000000000006
1985-10-23 15:00:00,0.035,0.156,300.0,0.036,0.035,0.181,0.156,10.65,50.55
1985-10-23 15:05:00,0.035,0.136,300.0,0.035,0.035,0.156,0.136,10.500000000000002,43.800000000000004
1985-10-23 15:10:00,0.034,0.12,300.0,0.035,0.034,0.136,0.12,10.350000000000001,38.4
1985-10-23 15:15:00,0.039,0.106,300.0,0.034,0.039,0.12,0.106,10.950000000000001,33.9
1985-10-23 15:20:00,0.029,0.094,300.0,0.039,0.029,0.106,0.094,10.200000000000001,30.0
1985-10-23 15:25:00,0.028,0.083,300.0,0.029,0.028,0.094,0.083,8.55,26.549999999999997
1985-10-23 15:30:00,0.028,0.074,300.0,0.028,0.028,0.083,0.074,8.4,23.55
1985-10-23 15:35:00,0.028,0.067,300.0,0.028,0.028,0.074,0.067,8.4,21.150000000000002
1985-10-23 15:40:00,0.028,0.06,300.0,0.028,0.028,0.067,0.06,8.4,19.05
1985-10-23 15:45:00,0.028,0.054,300.0,0.028,0.028,0.06,0.054,8.4,17.099999999999998
1985-10-23 15:50:00,0.028,0.048,300.0,0.028,0.028,0.054,0.048,8.4,15.3
1985-10-23 15:55:00,0.028,0.044,300.0,0.028,0.028,0.048,0.044,8.4,13.799999999999999
1985-10-23 16:00:00,0.028,0.039,300.0,0.028,0.028,0.044,0.039,8.4,12.45
1985-10-23 16:05:00,0.028,0.036,300.0,0.028,0.028,0.039,0.036,8.4,11.25
1985-10-23 16:10:00,0.028,0.032,300.0,0.028,0.028,0.036,0.032,8.4,10.200000000000001
1985-10-23 16:15:00,0.028,0.029,300.0,0.028,0.028,0.032,0.029,8.4,9.15
1985-10-23 16:20:00,0.038,0.051,300.0,0.028,0.038,0.029,0.051,9.9,12.0
1985-10-23 16:25:00,0.76,1.165,300.0,0.038,0.76,0.051,1.165,119.7,182.4
1985-10-23 16:30:00,8.064,10.268,300.0,0.76,8.064,1.165,10.268,1323.6,1714.95
1985-10-23 16:35:00,11.89,9.666,300.0,8.064,11.89,10.268,9.666,2993.1,2990.1000000000004
1985-10-23 16:40:00,7.904,5.715,300.0,11.89,7.904,9.666,5.715,2969.1,2307.15
1985-10-23 16:45:00,3.0,3.668,300.0,7.904,3.0,5.715,3.668,1635.6,1407.4499999999998
1985-10-23 16:50:00,1.61,2.559,300.0,3.0,1.61,3.668,2.559,691.5,934.0500000000001
1985-10-23 16:55:00,0.857,1.884,300.0,1.61,0.857,2.559,1.884,370.05,666.4499999999999
1985-10-23 17:00:00,0.53,1.443,300.0,0.857,0.53,1.884,1.443,208.05,499.05
1985-10-23 17:05:00,0.366,1.144,300.0,0.53,0.366,1.443,1.144,134.4,388.04999999999995
1985-10-23 17:10:00,0.293,0.924,300.0,0.366,0.293,1.144,0.924,98.85000000000001,310.2
1985-10-23 17:15:00,0.24,0.759,300.0,0.293,0.24,0.924,0.759,79.94999999999999,252.45000000000002
1985-10-23 17:20:00,0.201,0.632,300.0,0.24,0.201,0.759,0.632,66.15,208.65
1985-10-23 17:25:00,0.172,0.533,300.0,0.201,0.172,0.632,0.533,55.95,174.75
1985-10-23 17:30:00,0.154,0.453,300.0,0.172,0.154,0.533,0.453,48.89999999999999,147.9
1985-10-23 17:35:00,0.136,0.389,300.0,0.154,0.136,0.453,0.389,43.50000000000001,126.30000000000001
1985-10-23 17:40:00,0.121,0.337,300.0,0.136,0.121,0.389,0.337,38.550000000000004,108.89999999999999
1985-10-23 17:45:00,0.117,0.294,300.0,0.121,0.117,0.337,0.294,35.699999999999996,94.65
1985-10-23 17:50:00,0.112,0.258,300.0,0.117,0.112,0.294,0.258,34.35,82.80000000000001
1985-10-23 17:55:00,0.107,0.228,300.0,0.112,0.107,0.258,0.228,32.85,72.89999999999999
1985-10-23 18:00:00,0.105,0.202,300.0,0.107,0.105,0.228,0.202,31.8,64.50000000000001
1985-10-23 18:05:00,0.102,0.18,300.0,0.105,0.102,0.202,0.18,31.049999999999997,57.300000000000004
1985-10-23 18:10:00,0.102,0.161,300.0,0.102,0.102,0.18,0.161,30.599999999999998,51.15
1985-10-23 18:15:00,0.102,0.144,300.0,0.102,0.102,0.161,0.144,30.599999999999998,45.75
1985-10-23 18:20:00,0.102,0.129,300.0,0.102,0.102,0.144,0.129,30.599999999999998,40.95
1985-10-23 18:25:00,0.102,0.116,300.0,0.102,0.102,0.129,0.116,30.599999999999998,36.75
1985-10-23 18:30:00,0.102,0.105,300.0,0.102,0.102,0.116,0.105,30.599999999999998,33.15
1985-10-23 18:35:00,0.102,0.094,300.0,0.102,0.102,0.105,0.094,30.599999999999998,29.85
1985-10-23 18:40:00,0.102,0.085,300.0,0.102,0.102,0.094,0.085,30.599999999999998,26.849999999999998
1985-10-23 18:45:00,0.102,0.077,300.0,0.102,0.102,0.085,0.077,30.599999999999998,24.3
1985-10-23 18:50:00,0.102,0.07,300.0,0.102,0.102,0.077,0.07,30.599999999999998,22.050000000000004
1985-10-23 18:55:00,0.102,0.064,300.0,0.102,0.102,0.07,0.064,30.599999999999998,20.1
1985-10-23 19:00:00,0.102,0.058,300.0,0.102,0.102,0.064,0.058,30.599999999999998,18.3
1985-10-23 19:05:00,0.102,0.053,300.0,0.102,0.102,0.058,0.053,30.599999999999998,16.65
1985-10-23 19:10:00,0.102,0.048,300.0,0.102,0.102,0.053,0.048,30.599999999999998,15.15
1985-10-23 19:15:00,0.102,0.044,300.0,0.102,0.102,0.048,0.044,30.599999999999998,13.799999999999999
1985-10-23 19:20:00,0.102,0.04,300.0,0.102,0.102,0.044,0.04,30.599999999999998,12.599999999999998
1985-10-23 19:25:00,0.102,0.037,300.0,0.102,0.102,0.04,0.037,30.599999999999998,11.55
1985-10-23 19:30:00,0.102,0.034,300.0,0.102,0.102,0.037,0.034,30.599999999999998,10.65
1985-10-23 19:35:00,0.1,0.031,300.0,0.102,0.1,0.034,0.031,30.3,9.75
1985-10-23 19:40:00,0.097,0.028,300.0,0.1,0.097,0.031,0.028,29.55,8.85
1985-10-23 19:45:00,0.097,0.026,300.0,0.097,0.097,0.028,0.026,29.1,8.1
1985-10-23 19:50:00,0.097,0.024,300.0,0.097,0.097,0.026,0.024,29.1,7.5
