Date_Time,Q_recorded,Q_predicted_1,Q_diff,Q_rel_diff,Q_sqr_rel_diff
1985-10-23 13:05:00,0.028,0.0,-0.028,-1.0,1.0
1985-10-23 13:10:00,0.028,0.0,-0.028,-1.0,1.0
1985-10-23 13:15:00,0.028,0.0,-0.028,-1.0,1.0
1985-10-23 13:20:00,0.028,0.0,-0.028,-1.0,1.0
1985-10-23 13:25:00,0.028,0.0,-0.028,-1.0,1.0
1985-10-23 13:30:00,0.029,0.0,-0.029,-1.0,1.0
1985-10-23 13:35:00,0.029,0.0,-0.029,-1.0,1.0
1985-10-23 13:40:00,0.029,0.0,-0.029,-1.0,1.0
1985-10-23 13:45:00,0.029,0.0,-0.029,-1.0,1.0
1985-10-23 13:50:00,0.029,0.002,-0.027000000000000003,-0.9310344827586208,0.8668252080856125
1985-10-23 13:55:00,0.041,0.003,-0.038,-0.9268292682926829,0.85901249256395
1985-10-23 14:00:00,0.305,0.159,-0.146,-0.4786885245901639,0.22914270357430797
1985-10-23 14:05:00,1.497,0.681,-0.8160000000000001,-0.5450901803607214,0.2971233047256838
1985-10-23 14:10:00,1.682,1.161,-0.5209999999999999,-0.30975029726516046,0.09594524665585527
1985-10-23 14:15:00,0.885,1.07,0.18500000000000005,0.20903954802259891,0.04369753263749244
1985-10-23 14:20:00,0.492,0.828,0.33599999999999997,0.6829268292682926,0.4663890541344437
1985-10-23 14:25:00,0.269,0.637,0.368,1.3680297397769516,1.871505368914194
1985-10-23 14:30:00,0.166,0.496,0.32999999999999996,1.9879518072289153,3.9519523878647105
1985-10-23 14:35:00,0.107,0.392,0.28500000000000003,2.6635514018691593,7.094506070399164
1985-10-23 14:40:00,0.078,0.316,0.238,3.051282051282051,9.310322156476001
1985-10-23 14:45:00,0.044,0.259,0.21500000000000002,4.886363636363638,23.87654958677687
1985-10-23 14:50:00,0.039,0.215,0.176,4.512820512820513,20.365548980933596
1985-10-23 14:55:00,0.036,0.181,0.145,4.027777777777778,16.222993827160494
1985-10-23 15:00:00,0.035,0.153,0.118,3.371428571428571,11.366530612244896
1985-10-23 15:05:00,0.035,0.13,0.095,2.714285714285714,7.367346938775508
1985-10-23 15:10:00,0.034,0.112,0.078,2.2941176470588234,5.262975778546712
1985-10-23 15:15:00,0.039,0.097,0.058,1.4871794871794872,2.211702827087443
1985-10-23 15:20:00,0.029,0.084,0.05500000000000001,1.8965517241379313,3.5969084423305597
1985-10-23 15:25:00,0.028,0.073,0.045,1.607142857142857,2.5829081632653055
1985-10-23 15:30:00,0.028,0.064,0.036000000000000004,1.2857142857142858,1.6530612244897962
1985-10-23 15:35:00,0.028,0.056,0.028,1.0,1.0
1985-10-23 15:40:00,0.028,0.049,0.021,0.75,0.5625
1985-10-23 15:45:00,0.028,0.043,0.014999999999999996,0.5357142857142856,0.2869897959183672
1985-10-23 15:50:00,0.028,0.038,0.009999999999999998,0.3571428571428571,0.12755102040816324
1985-10-23 15:55:00,0.028,0.033,0.005000000000000001,0.1785714285714286,0.03188775510204083
1985-10-23 16:00:00,0.028,0.029,0.0010000000000000009,0.03571428571428575,0.001275510204081635
1985-10-23 16:05:00,0.028,0.026,-0.0020000000000000018,-0.0714285714285715,0.00510204081632654
1985-10-23 16:10:00,0.028,0.023,-0.005000000000000001,-0.1785714285714286,0.03188775510204083
1985-10-23 16:15:00,0.028,0.02,-0.008,-0.2857142857142857,0.08163265306122448
1985-10-23 16:20:00,0.038,0.03,-0.008,-0.2105263157894737,0.044321329639889204
1985-10-23 16:25:00,0.76,1.252,0.492,0.6473684210526316,0.4190858725761773
1985-10-23 16:30:00,8.064,9.282,1.218,0.15104166666666666,0.02281358506944444
1985-10-23 16:35:00,11.89,11.6,-0.2900000000000009,-0.0243902439024391,0.0005948839976204677
1985-10-23 16:40:00,7.904,6.086,-1.8179999999999996,-0.23001012145748984,0.05290465597288923
1985-10-23 16:45:00,3.0,3.572,0.5720000000000001,0.19066666666666668,0.03635377777777778
1985-10-23 16:50:00,1.61,2.323,0.7129999999999999,0.4428571428571427,0.19612244897959172
1985-10-23 16:55:00,0.857,1.603,0.746,0.8704784130688448,0.7577326676188544
1985-10-23 17:00:00,0.53,1.168,0.6379999999999999,1.20377358490566,1.4490708437166244
