Date_Time,Q_recorded,Q_predicted_2,Q_abs_diff,Q_rel_diff
1985-10-23 13:05:00,0.028,0.0,0.028,1.0
1985-10-23 13:10:00,0.028,0.0,0.028,1.0
1985-10-23 13:15:00,0.028,0.0,0.028,1.0
1985-10-23 13:20:00,0.028,0.0,0.028,1.0
1985-10-23 13:25:00,0.028,0.0,0.028,1.0
1985-10-23 13:30:00,0.029,0.0,0.029,1.0
1985-10-23 13:35:00,0.029,0.0,0.029,1.0
1985-10-23 13:40:00,0.029,0.0,0.029,1.0
1985-10-23 13:45:00,0.029,0.003,0.026000000000000002,0.896551724137931
1985-10-23 13:50:00,0.029,0.008,0.021,0.7241379310344828
1985-10-23 13:55:00,0.041,0.021,0.02,0.4878048780487805
1985-10-23 14:00:00,0.305,0.13,0.175,0.5737704918032787
1985-10-23 14:05:00,1.497,0.677,0.8200000000000001,0.5477621910487642
1985-10-23 14:10:00,1.682,1.108,0.5739999999999998,0.3412604042806182
1985-10-23 14:15:00,0.885,0.906,0.02100000000000002,0.023728813559322055
1985-10-23 14:20:00,0.492,0.654,0.16200000000000003,0.3292682926829269
1985-10-23 14:25:00,0.269,0.477,0.20799999999999996,0.7732342007434942
1985-10-23 14:30:00,0.166,0.356,0.18999999999999997,1.1445783132530118
1985-10-23 14:35:00,0.107,0.273,0.16600000000000004,1.551401869158879
1985-10-23 14:40:00,0.078,0.214,0.136,1.7435897435897436
1985-10-23 14:45:00,0.044,0.171,0.127,2.8863636363636367
1985-10-23 14:50:00,0.039,0.139,0.1,2.5641025641025643
1985-10-23 14:55:00,0.036,0.114,0.07800000000000001,2.1666666666666674
1985-10-23 15:00:00,0.035,0.095,0.06,1.714285714285714
1985-10-23 15:05:00,0.035,0.08,0.045,1.2857142857142856
1985-10-23 15:10:00,0.034,0.067,0.033,0.9705882352941176
1985-10-23 15:15:00,0.039,0.057,0.018000000000000002,0.4615384615384616
1985-10-23 15:20:00,0.029,0.049,0.02,0.689655172413793
1985-10-23 15:25:00,0.028,0.042,0.014000000000000002,0.5000000000000001
1985-10-23 15:30:00,0.028,0.037,0.008999999999999998,0.32142857142857134
1985-10-23 15:35:00,0.028,0.032,0.004,0.14285714285714285
1985-10-23 15:40:00,0.028,0.028,0.0,0.0
1985-10-23 15:45:00,0.028,0.024,0.004,0.14285714285714285
1985-10-23 15:50:00,0.028,0.021,0.006999999999999999,0.24999999999999997
1985-10-23 15:55:00,0.028,0.019,0.009000000000000001,0.32142857142857145
1985-10-23 16:00:00,0.028,0.016,0.012,0.42857142857142855
1985-10-23 16:05:00,0.028,0.014,0.014,0.5
1985-10-23 16:10:00,0.028,0.013,0.015000000000000001,0.5357142857142857
