Date_Time,Q_recorded,Q_predicted_2,delta_time,Q_rec_lft,Q_rec_rgt,Q_pre_lft,Q_pre_rgt,Q_ave_rec,Q_ave_pre
1985-10-23 13:05:00,0.028,0.0,,,,,,,
1985-10-23 13:10:00,0.028,0.0,300.0,0.028,0.028,0.0,0.0,8.4,0.0
1985-10-23 13:15:00,0.028,0.0,300.0,0.028,0.028,0.0,0.0,8.4,0.0
1985-10-23 13:20:00,0.028,0.0,300.0,0.028,0.028,0.0,0.0,8.4,0.0
1985-10-23 13:25:00,0.028,0.0,300.0,0.028,0.028,0.0,0.0,8.4,0.0
1985-10-23 13:30:00,0.029,0.0,300.0,0.028,0.029,0.0,0.0,8.55,0.0
1985-10-23 13:35:00,0.029,0.0,300.0,0.029,0.029,0.0,0.0,8.700000000000001,0.0
1985-10-23 13:40:00,0.029,0.0,300.0,0.029,0.029,0.0,0.0,8.700000000000001,0.0
1985-10-23 13:45:00,0.029,0.003,300.0,0.029,0.029,0.0,0.003,8.700000000000001,0.45
1985-10-23 13:50:00,0.029,0.008,300.0,0.029,0.029,0.003,0.008,8.700000000000001,1.65
1985-10-23 13:55:00,0.041,0.021,300.0,0.029,0.041,0.008,0.021,10.500000000000002,4.3500000000000005
1985-10-23 14:00:00,0.305,0.13,300.0,0.041,0.305,0.021,0.13,51.9,22.65
1985-10-23 14:05:00,1.497,0.677,300.0,0.305,1.497,0.13,0.677,270.3,121.05000000000001
1985-10-23 14:10:00,1.682,1.108,300.0,1.497,1.682,0.677,1.108,476.85,267.75
1985-10-23 14:15:00,0.885,0.906,300.0,1.682,0.885,1.108,0.906,385.05,302.1
1985-10-23 14:20:00,0.492,0.654,300.0,0.885,0.492,0.906,0.654,206.55,234.0
1985-10-23 14:25:00,0.269,0.477,300.0,0.492,0.269,0.654,0.477,114.15,169.65
1985-10-23 14:30:00,0.166,0.356,300.0,0.269,0.166,0.477,0.356,65.25000000000001,124.94999999999999
1985-10-23 14:35:00,0.107,0.273,300.0,0.166,0.107,0.356,0.273,40.95,94.35
1985-10-23 14:40:00,0.078,0.214,300.0,0.107,0.078,0.273,0.214,27.75,73.05
1985-10-23 14:45:00,0.044,0.171,300.0,0.078,0.044,0.214,0.171,18.3,57.75
1985-10-23 14:50:00,0.039,0.139,300.0,0.044,0.039,0.171,0.139,12.45,46.50000000000001
1985-10-23 14:55:00,0.036,0.114,300.0,0.039,0.036,0.139,0.114,11.25,37.95
1985-10-23 15:00:00,0.035,0.095,300.0,0.036,0.035,0.114,0.095,10.65,31.35
1985-10-23 15:05:00,0.035,0.08,300.0,0.035,0.035,0.095,0.08,10.500000000000002,26.25
1985-10-23 15:10:00,0.034,0.067,300.0,0.035,0.034,0.08,0.067,10.350000000000001,22.050000000000004
1985-10-23 15:15:00,0.039,0.057,300.0,0.034,0.039,0.067,0.057,10.950000000000001,18.6
1985-10-23 15:20:00,0.029,0.049,300.0,0.039,0.029,0.057,0.049,10.200000000000001,15.900000000000002
1985-10-23 15:25:00,0.028,0.042,300.0,0.029,0.028,0.049,0.042,8.55,13.65
1985-10-23 15:30:00,0.028,0.037,300.0,0.028,0.028,0.042,0.037,8.4,11.85
1985-10-23 15:35:00,0.028,0.032,300.0,0.028,0.028,0.037,0.032,8.4,10.350000000000001
1985-10-23 15:40:00,0.028,0.028,300.0,0.028,0.028,0.032,0.028,8.4,9.0
1985-10-23 15:45:00,0.028,0.024,300.0,0.028,0.028,0.028,0.024,8.4,7.800000000000001
1985-10-23 15:50:00,0.028,0.021,300.0,0.028,0.028,0.024,0.021,8.4,6.75
1985-10-23 15:55:00,0.028,0.019,300.0,0.028,0.028,0.021,0.019,8.4,6.0
1985-10-23 16:00:00,0.028,0.016,300.0,0.028,0.028,0.019,0.016,8.4,5.250000000000001
1985-10-23 16:05:00,0.028,0.014,300.0,0.028,0.028,0.016,0.014,8.4,4.5
1985-10-23 16:10:00,0.028,0.013,300.0,0.028,0.028,0.014,0.013,8.4,4.05
1985-10-23 16:15:00,0.028,0.011,300.0,0.028,0.028,0.013,0.011,8.4,3.6
1985-10-23 16:20:00,0.038,0.036,300.0,0.028,0.038,0.011,0.036,9.9,7.05
1985-10-23 16:25:00,0.76,0.895,300.0,0.038,0.76,0.036,0.895,119.7,139.65
1985-10-23 16:30:00,8.064,9.107,300.0,0.76,8.064,0.895,9.107,1323.6,1500.2999999999997
1985-10-23 16:35:00,11.89,7.524,300.0,8.064,11.89,9.107,7.524,2993.1,2494.65
1985-10-23 16:40:00,7.904,3.86,300.0,11.89,7.904,7.524,3.86,2969.1,1707.6000000000001
1985-10-23 16:45:00,3.0,2.152,300.0,7.904,3.0,3.86,2.152,1635.6,901.8000000000001
1985-10-23 16:50:00,1.61,1.354,300.0,3.0,1.61,2.152,1.354,691.5,525.9000000000001
1985-10-23 16:55:00,0.857,0.92,300.0,1.61,0.857,1.354,0.92,370.05,341.1
1985-10-23 17:00:00,0.53,0.662,300.0,0.857,0.53,0.92,0.662,208.05,237.3
1985-10-23 17:05:00,0.366,0.493,300.0,0.53,0.366,0.662,0.493,134.4,173.25
1985-10-23 17:10:00,0.293,0.379,300.0,0.366,0.293,0.493,0.379,98.85000000000001,130.8
1985-10-23 17:15:00,0.24,0.298,300.0,0.293,0.24,0.379,0.298,79.94999999999999,101.55000000000001
1985-10-23 17:20:00,0.201,0.238,300.0,0.24,0.201,0.298,0.238,66.15,80.4
1985-10-23 17:25:00,0.172,0.194,300.0,0.201,0.172,0.238,0.194,55.95,64.8
1985-10-23 17:30:00,0.154,0.16,300.0,0.172,0.154,0.194,0.16,48.89999999999999,53.099999999999994
1985-10-23 17:35:00,0.136,0.134,300.0,0.154,0.136,0.16,0.134,43.50000000000001,44.10000000000001
1985-10-23 17:40:00,0.121,0.112,300.0,0.136,0.121,0.134,0.112,38.550000000000004,36.9
1985-10-23 17:45:00,0.117,0.095,300.0,0.121,0.117,0.112,0.095,35.699999999999996,31.050000000000004
1985-10-23 17:50:00,0.112,0.082,300.0,0.117,0.112,0.095,0.082,34.35,26.549999999999997
1985-10-23 17:55:00,0.107,0.07,300.0,0.112,0.107,0.082,0.07,32.85,22.800000000000004
1985-10-23 18:00:00,0.105,0.061,300.0,0.107,0.105,0.07,0.061,31.8,19.650000000000002
1985-10-23 18:05:00,0.102,0.053,300.0,0.105,0.102,0.061,0.053,31.049999999999997,17.099999999999998
1985-10-23 18:10:00,0.102,0.046,300.0,0.102,0.102,0.053,0.046,30.599999999999998,14.850000000000001
1985-10-23 18:15:00,0.102,0.041,300.0,0.102,0.102,0.046,0.041,30.599999999999998,13.049999999999999
1985-10-23 18:20:00,0.102,0.036,300.0,0.102,0.102,0.041,0.036,30.599999999999998,11.55
1985-10-23 18:25:00,0.102,0.031,300.0,0.102,0.102,0.036,0.031,30.599999999999998,10.05
1985-10-23 18:30:00,0.102,0.028,300.0,0.102,0.102,0.031,0.028,30.599999999999998,8.85
1985-10-23 18:35:00,0.102,0.024,300.0,0.102,0.102,0.028,0.024,30.599999999999998,7.800000000000001
1985-10-23 18:40:00,0.102,0.022,300.0,0.102,0.102,0.024,0.022,30.599999999999998,6.8999999999999995
1985-10-23 18:45:00,0.102,0.019,300.0,0.102,0.102,0.022,0.019,30.599999999999998,6.1499999999999995
1985-10-23 18:50:00,0.102,0.017,300.0,0.102,0.102,0.019,0.017,30.599999999999998,5.4
1985-10-23 18:55:00,0.102,0.015,300.0,0.102,0.102,0.017,0.015,30.599999999999998,4.8
1985-10-23 19:00:00,0.102,0.013,300.0,0.102,0.102,0.015,0.013,30.599999999999998,4.199999999999999
1985-10-23 19:05:00,0.102,0.012,300.0,0.102,0.102,0.013,0.012,30.599999999999998,3.75
1985-10-23 19:10:00,0.102,0.01,300.0,0.102,0.102,0.012,0.01,30.599999999999998,3.3
1985-10-23 19:15:00,0.102,0.009,300.0,0.102,0.102,0.01,0.009,30.599999999999998,2.85
1985-10-23 19:20:00,0.102,0.008,300.0,0.102,0.102,0.009,0.008,30.599999999999998,2.5500000000000003
1985-10-23 19:25:00,0.102,0.007,300.0,0.102,0.102,0.008,0.007,30.599999999999998,2.25
1985-10-23 19:30:00,0.102,0.007,300.0,0.102,0.102,0.007,0.007,30.599999999999998,2.1
1985-10-23 19:35:00,0.1,0.006,300.0,0.102,0.1,0.007,0.006,30.3,1.9500000000000002
1985-10-23 19:40:00,0.097,0.005,300.0,0.1,0.097,0.006,0.005,29.55,1.65
1985-10-23 19:45:00,0.097,0.005,300.0,0.097,0.097,0.005,0.005,29.1,1.5
1985-10-23 19:50:00,0.097,0.004,300.0,0.097,0.097,0.005,0.004,29.1,1.35
