Date_Time,Q_recorded,Q_predicted_4,delta_time,Q_rec_lft,Q_rec_rgt,Q_pre_lft,Q_pre_rgt,Q_ave_rec,Q_ave_pre
1993-01-06 17:35:00,0.002,0.0,,,,,,,
1993-01-06 17:40:00,0.002,0.0,300.0,0.002,0.002,0.0,0.0,0.6,0.0
1993-01-06 17:45:00,0.002,0.0,300.0,0.002,0.002,0.0,0.0,0.6,0.0
1993-01-06 17:50:00,0.002,0.0,300.0,0.002,0.002,0.0,0.0,0.6,0.0
1993-01-06 17:55:00,0.285,0.0,300.0,0.002,0.285,0.0,0.0,43.05,0.0
1993-01-06 18:00:00,1.899,0.0,300.0,0.285,1.899,0.0,0.0,327.6,0.0
1993-01-06 18:05:00,1.899,0.028,300.0,1.899,1.899,0.0,0.028,569.7,4.2
1993-01-06 18:10:00,1.04,0.167,300.0,1.899,1.04,0.028,0.167,440.85,29.25
1993-01-06 18:15:00,0.492,0.748,300.0,1.04,0.492,0.167,0.748,229.8,137.25
1993-01-06 18:20:00,0.236,0.82,300.0,0.492,0.236,0.748,0.82,109.2,235.20000000000002
1993-01-06 18:25:00,0.157,0.613,300.0,0.236,0.157,0.82,0.613,58.95,214.95
1993-01-06 18:30:00,0.1,0.472,300.0,0.157,0.1,0.613,0.472,38.550000000000004,162.75
1993-01-06 18:35:00,0.061,0.379,300.0,0.1,0.061,0.472,0.379,24.150000000000002,127.64999999999999
1993-01-06 18:40:00,0.036,0.314,300.0,0.061,0.036,0.379,0.314,14.55,103.95
1993-01-06 18:45:00,0.018,0.265,300.0,0.036,0.018,0.314,0.265,8.1,86.85
1993-01-06 18:50:00,0.015,0.234,300.0,0.018,0.015,0.265,0.234,4.95,74.85
1993-01-06 18:55:00,0.014,0.239,300.0,0.015,0.014,0.234,0.239,4.35,70.95
1993-01-06 19:00:00,0.011,0.281,300.0,0.014,0.011,0.239,0.281,3.75,78.0
1993-01-06 19:05:00,0.007,0.332,300.0,0.011,0.007,0.281,0.332,2.6999999999999997,91.95
1993-01-06 19:10:00,0.007,0.342,300.0,0.007,0.007,0.332,0.342,2.1,101.10000000000001
1993-01-06 19:15:00,0.003,0.301,300.0,0.007,0.003,0.342,0.301,1.5,96.45
1993-01-06 19:20:00,0.005,0.251,300.0,0.003,0.005,0.301,0.251,1.2,82.80000000000001
1993-01-06 19:25:00,0.005,0.206,300.0,0.005,0.005,0.251,0.206,1.5,68.55
1993-01-06 19:30:00,0.005,0.171,300.0,0.005,0.005,0.206,0.171,1.5,56.55
1993-01-06 19:35:00,0.005,0.143,300.0,0.005,0.005,0.171,0.143,1.5,47.1
1993-01-06 19:40:00,0.005,0.121,300.0,0.005,0.005,0.143,0.121,1.5,39.6
1993-01-06 19:45:00,0.005,0.103,300.0,0.005,0.005,0.121,0.103,1.5,33.599999999999994
1993-01-06 19:50:00,0.005,0.088,300.0,0.005,0.005,0.103,0.088,1.5,28.650000000000002
1993-01-06 19:55:00,0.005,0.076,300.0,0.005,0.005,0.088,0.076,1.5,24.599999999999998
1993-01-06 20:00:00,0.005,0.066,300.0,0.005,0.005,0.076,0.066,1.5,21.3
1993-01-06 20:05:00,0.005,0.057,300.0,0.005,0.005,0.066,0.057,1.5,18.45
1993-01-06 20:10:00,0.005,0.05,300.0,0.005,0.005,0.057,0.05,1.5,16.05
1993-01-06 20:15:00,0.005,0.043,300.0,0.005,0.005,0.05,0.043,1.5,13.95
1993-01-06 20:20:00,0.005,0.038,300.0,0.005,0.005,0.043,0.038,1.5,12.149999999999999
1993-01-06 20:25:00,0.005,0.033,300.0,0.005,0.005,0.038,0.033,1.5,10.65
1993-01-06 20:30:00,0.005,0.029,300.0,0.005,0.005,0.033,0.029,1.5,9.3
1993-01-06 20:35:00,0.005,0.026,300.0,0.005,0.005,0.029,0.026,1.5,8.25
1993-01-06 20:40:00,0.005,0.023,300.0,0.005,0.005,0.026,0.023,1.5,7.3500000000000005
1993-01-06 20:45:00,0.005,0.021,300.0,0.005,0.005,0.023,0.021,1.5,6.6
1993-01-06 20:50:00,0.005,0.022,300.0,0.005,0.005,0.021,0.022,1.5,6.449999999999999
1993-01-06 20:55:00,0.005,0.026,300.0,0.005,0.005,0.022,0.026,1.5,7.2
1993-01-06 21:00:00,0.005,0.039,300.0,0.005,0.005,0.026,0.039,1.5,9.75
1993-01-06 21:05:00,0.005,0.053,300.0,0.005,0.005,0.039,0.053,1.5,13.799999999999999
1993-01-06 21:10:00,0.005,0.058,300.0,0.005,0.005,0.053,0.058,1.5,16.65
1993-01-06 21:15:00,0.005,0.069,300.0,0.005,0.005,0.058,0.069,1.5,19.05
1993-01-06 21:20:00,0.005,0.075,300.0,0.005,0.005,0.069,0.075,1.5,21.6
1993-01-06 21:25:00,0.005,0.081,300.0,0.005,0.005,0.075,0.081,1.5,23.4
1993-01-06 21:30:00,0.032,0.088,300.0,0.005,0.032,0.081,0.088,5.55,25.349999999999998
1993-01-06 21:35:00,0.916,0.098,300.0,0.032,0.916,0.088,0.098,142.20000000000002,27.9
1993-01-06 21:40:00,0.972,0.165,300.0,0.916,0.972,0.098,0.165,283.2,39.45
1993-01-06 21:45:00,0.499,0.6,300.0,0.972,0.499,0.165,0.6,220.65,114.75
1993-01-06 21:50:00,0.331,1.363,300.0,0.499,0.331,0.6,1.363,124.50000000000001,294.45
1993-01-06 21:55:00,1.096,1.28,300.0,0.331,1.096,1.363,1.28,214.05,396.45
1993-01-06 22:00:00,8.768,1.018,300.0,1.096,8.768,1.28,1.018,1479.6000000000001,344.7
1993-01-06 22:05:00,9.516,1.154,300.0,8.768,9.516,1.018,1.154,2742.6,325.79999999999995
1993-01-06 22:10:00,5.597,5.373,300.0,9.516,5.597,1.154,5.373,2266.95,979.0500000000001
1993-01-06 22:15:00,3.898,8.591,300.0,5.597,3.898,5.373,8.591,1424.2500000000002,2094.6
1993-01-06 22:20:00,3.01,6.547,300.0,3.898,3.01,8.591,6.547,1036.1999999999998,2270.7
1993-01-06 22:25:00,2.054,5.493,300.0,3.01,2.054,6.547,5.493,759.6,1805.9999999999998
1993-01-06 22:30:00,2.18,4.562,300.0,2.054,2.18,5.493,4.562,635.1,1508.25
1993-01-06 22:35:00,3.05,3.841,300.0,2.18,3.05,4.562,3.841,784.5000000000001,1260.45
1993-01-06 22:40:00,1.917,3.257,300.0,3.05,1.917,3.841,3.257,745.05,1064.7
1993-01-06 22:45:00,1.236,2.86,300.0,1.917,1.236,3.257,2.86,472.95,917.55
1993-01-06 22:50:00,0.922,2.59,300.0,1.236,0.922,2.86,2.59,323.7,817.4999999999999
1993-01-06 22:55:00,0.749,2.185,300.0,0.922,0.749,2.59,2.185,250.65,716.25
1993-01-06 23:00:00,0.61,1.709,300.0,0.749,0.61,2.185,1.709,203.85,584.1
1993-01-06 23:05:00,0.48,1.361,300.0,0.61,0.48,1.709,1.361,163.49999999999997,460.50000000000006
1993-01-06 23:10:00,0.357,1.101,300.0,0.48,0.357,1.361,1.101,125.55,369.29999999999995
1993-01-06 23:15:00,0.289,0.88,300.0,0.357,0.289,1.101,0.88,96.89999999999999,297.15
1993-01-06 23:20:00,0.236,0.711,300.0,0.289,0.236,0.88,0.711,78.74999999999999,238.65
1993-01-06 23:25:00,0.201,0.59,300.0,0.236,0.201,0.711,0.59,65.55,195.14999999999998
1993-01-06 23:30:00,0.177,0.497,300.0,0.201,0.177,0.59,0.497,56.7,163.04999999999998
1993-01-06 23:35:00,0.154,0.427,300.0,0.177,0.154,0.497,0.427,49.64999999999999,138.6
1993-01-06 23:40:00,0.127,0.37,300.0,0.154,0.127,0.427,0.37,42.150000000000006,119.54999999999998
1993-01-06 23:45:00,0.11,0.322,300.0,0.127,0.11,0.37,0.322,35.55,103.8
1993-01-06 23:50:00,0.096,0.283,300.0,0.11,0.096,0.322,0.283,30.900000000000002,90.75
1993-01-06 23:55:00,0.08,0.251,300.0,0.096,0.08,0.283,0.251,26.4,80.10000000000001
1993-01-07 00:00:00,0.069,0.224,300.0,0.08,0.069,0.251,0.224,22.35,71.25
1993-01-07 00:05:00,0.061,0.198,300.0,0.069,0.061,0.224,0.198,19.5,63.300000000000004
1993-01-07 00:10:00,0.054,0.173,300.0,0.061,0.054,0.198,0.173,17.25,55.65
1993-01-07 00:15:00,0.048,0.151,300.0,0.054,0.048,0.173,0.151,15.3,48.599999999999994
1993-01-07 00:20:00,0.042,0.131,300.0,0.048,0.042,0.151,0.131,13.5,42.300000000000004
1993-01-07 00:25:00,0.041,0.113,300.0,0.042,0.041,0.131,0.113,12.450000000000001,36.6
1993-01-07 00:30:00,0.039,0.098,300.0,0.041,0.039,0.113,0.098,12.0,31.650000000000002
1993-01-07 00:35:00,0.038,0.086,300.0,0.039,0.038,0.098,0.086,11.55,27.599999999999998
1993-01-07 00:40:00,0.036,0.075,300.0,0.038,0.036,0.086,0.075,11.1,24.149999999999995
1993-01-07 00:45:00,0.035,0.065,300.0,0.036,0.035,0.075,0.065,10.65,21.000000000000004
1993-01-07 00:50:00,0.035,0.057,300.0,0.035,0.035,0.065,0.057,10.500000000000002,18.3
1993-01-07 00:55:00,0.035,0.05,300.0,0.035,0.035,0.057,0.05,10.500000000000002,16.05
1993-01-07 01:00:00,0.035,0.044,300.0,0.035,0.035,0.05,0.044,10.500000000000002,14.1
1993-01-07 01:05:00,0.035,0.039,300.0,0.035,0.035,0.044,0.039,10.500000000000002,12.45
1993-01-07 01:10:00,0.035,0.035,300.0,0.035,0.035,0.039,0.035,10.500000000000002,11.100000000000001
1993-01-07 01:15:00,0.035,0.031,300.0,0.035,0.035,0.035,0.031,10.500000000000002,9.9
1993-01-07 01:20:00,0.035,0.027,300.0,0.035,0.035,0.031,0.027,10.500000000000002,8.7
1993-01-07 01:25:00,0.035,0.024,300.0,0.035,0.035,0.027,0.024,10.500000000000002,7.65
1993-01-07 01:30:00,0.035,0.021,300.0,0.035,0.035,0.024,0.021,10.500000000000002,6.75
1993-01-07 01:35:00,0.035,0.019,300.0,0.035,0.035,0.021,0.019,10.500000000000002,6.0
1993-01-07 01:40:00,0.035,0.017,300.0,0.035,0.035,0.019,0.017,10.500000000000002,5.4
1993-01-07 01:45:00,0.035,0.015,300.0,0.035,0.035,0.017,0.015,10.500000000000002,4.8
1993-01-07 01:50:00,0.036,0.013,300.0,0.035,0.036,0.015,0.013,10.65,4.199999999999999
1993-01-07 01:55:00,0.036,0.012,300.0,0.036,0.036,0.013,0.012,10.799999999999999,3.75
1993-01-07 02:00:00,0.036,0.011,300.0,0.036,0.036,0.012,0.011,10.799999999999999,3.4499999999999997
1993-01-07 02:05:00,0.036,0.01,300.0,0.036,0.036,0.011,0.01,10.799999999999999,3.1499999999999995
