Date_Time,Q_recorded,Q_predicted_2,delta_time,Q_rec_lft,Q_rec_rgt,Q_pre_lft,Q_pre_rgt,Q_ave_rec,Q_ave_pre
1993-01-06 17:35:00,0.002,0.0,,,,,,,
1993-01-06 17:40:00,0.002,0.0,300.0,0.002,0.002,0.0,0.0,0.6,0.0
1993-01-06 17:45:00,0.002,0.0,300.0,0.002,0.002,0.0,0.0,0.6,0.0
1993-01-06 17:50:00,0.002,0.0,300.0,0.002,0.002,0.0,0.0,0.6,0.0
1993-01-06 17:55:00,0.285,0.0,300.0,0.002,0.285,0.0,0.0,43.05,0.0
1993-01-06 18:00:00,1.899,0.0,300.0,0.285,1.899,0.0,0.0,327.6,0.0
1993-01-06 18:05:00,1.899,0.031,300.0,1.899,1.899,0.0,0.031,569.7,4.65
1993-01-06 18:10:00,1.04,0.176,300.0,1.899,1.04,0.031,0.176,440.85,31.049999999999997
1993-01-06 18:15:00,0.492,0.749,300.0,1.04,0.492,0.176,0.749,229.8,138.75
1993-01-06 18:20:00,0.236,0.745,300.0,0.492,0.236,0.749,0.745,109.2,224.1
1993-01-06 18:25:00,0.157,0.587,300.0,0.236,0.157,0.745,0.587,58.95,199.79999999999998
1993-01-06 18:30:00,0.1,0.464,300.0,0.157,0.1,0.587,0.464,38.550000000000004,157.64999999999998
1993-01-06 18:35:00,0.061,0.378,300.0,0.1,0.061,0.464,0.378,24.150000000000002,126.30000000000001
1993-01-06 18:40:00,0.036,0.315,300.0,0.061,0.036,0.378,0.315,14.55,103.95
1993-01-06 18:45:00,0.018,0.271,300.0,0.036,0.018,0.315,0.271,8.1,87.9
1993-01-06 18:50:00,0.015,0.243,300.0,0.018,0.015,0.271,0.243,4.95,77.10000000000001
1993-01-06 18:55:00,0.014,0.242,300.0,0.015,0.014,0.243,0.242,4.35,72.75
1993-01-06 19:00:00,0.011,0.286,300.0,0.014,0.011,0.242,0.286,3.75,79.2
1993-01-06 19:05:00,0.007,0.343,300.0,0.011,0.007,0.286,0.343,2.6999999999999997,94.35
1993-01-06 19:10:00,0.007,0.342,300.0,0.007,0.007,0.343,0.342,2.1,102.75000000000001
1993-01-06 19:15:00,0.003,0.303,300.0,0.007,0.003,0.342,0.303,1.5,96.75
1993-01-06 19:20:00,0.005,0.256,300.0,0.003,0.005,0.303,0.256,1.2,83.85
1993-01-06 19:25:00,0.005,0.214,300.0,0.005,0.005,0.256,0.214,1.5,70.5
1993-01-06 19:30:00,0.005,0.18,300.0,0.005,0.005,0.214,0.18,1.5,59.1
1993-01-06 19:35:00,0.005,0.154,300.0,0.005,0.005,0.18,0.154,1.5,50.099999999999994
1993-01-06 19:40:00,0.005,0.132,300.0,0.005,0.005,0.154,0.132,1.5,42.900000000000006
1993-01-06 19:45:00,0.005,0.115,300.0,0.005,0.005,0.132,0.115,1.5,37.05
1993-01-06 19:50:00,0.005,0.1,300.0,0.005,0.005,0.115,0.1,1.5,32.25000000000001
1993-01-06 19:55:00,0.005,0.088,300.0,0.005,0.005,0.1,0.088,1.5,28.2
1993-01-06 20:00:00,0.005,0.077,300.0,0.005,0.005,0.088,0.077,1.5,24.749999999999996
1993-01-06 20:05:00,0.005,0.068,300.0,0.005,0.005,0.077,0.068,1.5,21.750000000000004
1993-01-06 20:10:00,0.005,0.06,300.0,0.005,0.005,0.068,0.06,1.5,19.2
1993-01-06 20:15:00,0.005,0.054,300.0,0.005,0.005,0.06,0.054,1.5,17.099999999999998
1993-01-06 20:20:00,0.005,0.048,300.0,0.005,0.005,0.054,0.048,1.5,15.3
1993-01-06 20:25:00,0.005,0.043,300.0,0.005,0.005,0.048,0.043,1.5,13.65
1993-01-06 20:30:00,0.005,0.038,300.0,0.005,0.005,0.043,0.038,1.5,12.149999999999999
1993-01-06 20:35:00,0.005,0.035,300.0,0.005,0.005,0.038,0.035,1.5,10.950000000000001
1993-01-06 20:40:00,0.005,0.031,300.0,0.005,0.005,0.035,0.031,1.5,9.9
1993-01-06 20:45:00,0.005,0.03,300.0,0.005,0.005,0.031,0.03,1.5,9.15
1993-01-06 20:50:00,0.005,0.032,300.0,0.005,0.005,0.03,0.032,1.5,9.3
1993-01-06 20:55:00,0.005,0.036,300.0,0.005,0.005,0.032,0.036,1.5,10.200000000000001
1993-01-06 21:00:00,0.005,0.048,300.0,0.005,0.005,0.036,0.048,1.5,12.599999999999998
1993-01-06 21:05:00,0.005,0.062,300.0,0.005,0.005,0.048,0.062,1.5,16.5
1993-01-06 21:10:00,0.005,0.072,300.0,0.005,0.005,0.062,0.072,1.5,20.1
1993-01-06 21:15:00,0.005,0.079,300.0,0.005,0.005,0.072,0.079,1.5,22.65
1993-01-06 21:20:00,0.005,0.084,300.0,0.005,0.005,0.079,0.084,1.5,24.45
1993-01-06 21:25:00,0.005,0.09,300.0,0.005,0.005,0.084,0.09,1.5,26.099999999999998
1993-01-06 21:30:00,0.032,0.099,300.0,0.005,0.032,0.09,0.099,5.55,28.35
1993-01-06 21:35:00,0.916,0.109,300.0,0.032,0.916,0.099,0.109,142.20000000000002,31.200000000000003
1993-01-06 21:40:00,0.972,0.192,300.0,0.916,0.972,0.109,0.192,283.2,45.15
1993-01-06 21:45:00,0.499,0.707,300.0,0.972,0.499,0.192,0.707,220.65,134.85
1993-01-06 21:50:00,0.331,1.354,300.0,0.499,0.331,0.707,1.354,124.50000000000001,309.15
1993-01-06 21:55:00,1.096,1.249,300.0,0.331,1.096,1.354,1.249,214.05,390.45000000000005
1993-01-06 22:00:00,8.768,1.027,300.0,1.096,8.768,1.249,1.027,1479.6000000000001,341.4
1993-01-06 22:05:00,9.516,1.199,300.0,8.768,9.516,1.027,1.199,2742.6,333.9
1993-01-06 22:10:00,5.597,6.194,300.0,9.516,5.597,1.199,6.194,2266.95,1108.95
1993-01-06 22:15:00,3.898,8.382,300.0,5.597,3.898,6.194,8.382,1424.2500000000002,2186.4
1993-01-06 22:20:00,3.01,6.761,300.0,3.898,3.01,8.382,6.761,1036.1999999999998,2271.4500000000003
1993-01-06 22:25:00,2.054,5.778,300.0,3.01,2.054,6.761,5.778,759.6,1880.85
1993-01-06 22:30:00,2.18,4.864,300.0,2.054,2.18,5.778,4.864,635.1,1596.3
1993-01-06 22:35:00,3.05,4.134,300.0,2.18,3.05,4.864,4.134,784.5000000000001,1349.7000000000003
1993-01-06 22:40:00,1.917,3.532,300.0,3.05,1.917,4.134,3.532,745.05,1149.9
1993-01-06 22:45:00,1.236,3.132,300.0,1.917,1.236,3.532,3.132,472.95,999.5999999999999
1993-01-06 22:50:00,0.922,2.845,300.0,1.236,0.922,3.132,2.845,323.7,896.5500000000001
1993-01-06 22:55:00,0.749,2.391,300.0,0.922,0.749,2.845,2.391,250.65,785.4000000000001
1993-01-06 23:00:00,0.61,1.895,300.0,0.749,0.61,2.391,1.895,203.85,642.9
1993-01-06 23:05:00,0.48,1.54,300.0,0.61,0.48,1.895,1.54,163.49999999999997,515.25
1993-01-06 23:10:00,0.357,1.259,300.0,0.48,0.357,1.54,1.259,125.55,419.84999999999997
1993-01-06 23:15:00,0.289,1.02,300.0,0.357,0.289,1.259,1.02,96.89999999999999,341.84999999999997
1993-01-06 23:20:00,0.236,0.839,300.0,0.289,0.236,1.02,0.839,78.74999999999999,278.85
1993-01-06 23:25:00,0.201,0.703,300.0,0.236,0.201,0.839,0.703,65.55,231.29999999999998
1993-01-06 23:30:00,0.177,0.599,300.0,0.201,0.177,0.703,0.599,56.7,195.3
1993-01-06 23:35:00,0.154,0.518,300.0,0.177,0.154,0.599,0.518,49.64999999999999,167.55
1993-01-06 23:40:00,0.127,0.453,300.0,0.154,0.127,0.518,0.453,42.150000000000006,145.65
1993-01-06 23:45:00,0.11,0.397,300.0,0.127,0.11,0.453,0.397,35.55,127.50000000000001
1993-01-06 23:50:00,0.096,0.351,300.0,0.11,0.096,0.397,0.351,30.900000000000002,112.2
1993-01-06 23:55:00,0.08,0.313,300.0,0.096,0.08,0.351,0.313,26.4,99.6
1993-01-07 00:00:00,0.069,0.28,300.0,0.08,0.069,0.313,0.28,22.35,88.94999999999999
1993-01-07 00:05:00,0.061,0.249,300.0,0.069,0.061,0.28,0.249,19.5,79.35000000000001
1993-01-07 00:10:00,0.054,0.22,300.0,0.061,0.054,0.249,0.22,17.25,70.35
1993-01-07 00:15:00,0.048,0.193,300.0,0.054,0.048,0.22,0.193,15.3,61.95
1993-01-07 00:20:00,0.042,0.169,300.0,0.048,0.042,0.193,0.169,13.5,54.3
1993-01-07 00:25:00,0.041,0.148,300.0,0.042,0.041,0.169,0.148,12.450000000000001,47.55
1993-01-07 00:30:00,0.039,0.13,300.0,0.041,0.039,0.148,0.13,12.0,41.7
1993-01-07 00:35:00,0.038,0.115,300.0,0.039,0.038,0.13,0.115,11.55,36.75
1993-01-07 00:40:00,0.036,0.102,300.0,0.038,0.036,0.115,0.102,11.1,32.55
1993-01-07 00:45:00,0.035,0.091,300.0,0.036,0.035,0.102,0.091,10.65,28.95
1993-01-07 00:50:00,0.035,0.081,300.0,0.035,0.035,0.091,0.081,10.500000000000002,25.799999999999997
1993-01-07 00:55:00,0.035,0.073,300.0,0.035,0.035,0.081,0.073,10.500000000000002,23.1
1993-01-07 01:00:00,0.035,0.065,300.0,0.035,0.035,0.073,0.065,10.500000000000002,20.700000000000003
1993-01-07 01:05:00,0.035,0.058,300.0,0.035,0.035,0.065,0.058,10.500000000000002,18.45
1993-01-07 01:10:00,0.035,0.053,300.0,0.035,0.035,0.058,0.053,10.500000000000002,16.65
1993-01-07 01:15:00,0.035,0.047,300.0,0.035,0.035,0.053,0.047,10.500000000000002,15.0
1993-01-07 01:20:00,0.035,0.043,300.0,0.035,0.035,0.047,0.043,10.500000000000002,13.5
1993-01-07 01:25:00,0.035,0.039,300.0,0.035,0.035,0.043,0.039,10.500000000000002,12.299999999999999
1993-01-07 01:30:00,0.035,0.035,300.0,0.035,0.035,0.039,0.035,10.500000000000002,11.100000000000001
1993-01-07 01:35:00,0.035,0.032,300.0,0.035,0.035,0.035,0.032,10.500000000000002,10.05
1993-01-07 01:40:00,0.035,0.029,300.0,0.035,0.035,0.032,0.029,10.500000000000002,9.15
1993-01-07 01:45:00,0.035,0.026,300.0,0.035,0.035,0.029,0.026,10.500000000000002,8.25
1993-01-07 01:50:00,0.036,0.024,300.0,0.035,0.036,0.026,0.024,10.65,7.5
1993-01-07 01:55:00,0.036,0.022,300.0,0.036,0.036,0.024,0.022,10.799999999999999,6.8999999999999995
1993-01-07 02:00:00,0.036,0.02,300.0,0.036,0.036,0.022,0.02,10.799999999999999,6.299999999999999
1993-01-07 02:05:00,0.036,0.018,300.0,0.036,0.036,0.02,0.018,10.799999999999999,5.7
