Date_Time,Q_recorded,Q_predicted_4,Q_diff,Q_sqr_diff
1985-10-23 13:05:00,0.028,0.0,-0.028,0.0007840000000000001
1985-10-23 13:10:00,0.028,0.0,-0.028,0.0007840000000000001
1985-10-23 13:15:00,0.028,0.0,-0.028,0.0007840000000000001
1985-10-23 13:20:00,0.028,0.0,-0.028,0.0007840000000000001
1985-10-23 13:25:00,0.028,0.0,-0.028,0.0007840000000000001
1985-10-23 13:30:00,0.029,0.0,-0.029,0.0008410000000000001
1985-10-23 13:35:00,0.029,0.0,-0.029,0.0008410000000000001
1985-10-23 13:40:00,0.029,0.0,-0.029,0.0008410000000000001
1985-10-23 13:45:00,0.029,0.001,-0.028,0.0007840000000000001
1985-10-23 13:50:00,0.029,0.007,-0.022000000000000002,0.0004840000000000001
1985-10-23 13:55:00,0.041,0.015,-0.026000000000000002,0.0006760000000000002
1985-10-23 14:00:00,0.305,0.041,-0.264,0.06969600000000001
1985-10-23 14:05:00,1.497,0.262,-1.235,1.5252250000000003
1985-10-23 14:10:00,1.682,0.801,-0.8809999999999999,0.7761609999999998
1985-10-23 14:15:00,0.885,0.838,-0.04700000000000004,0.002209000000000004
1985-10-23 14:20:00,0.492,0.679,0.18700000000000006,0.03496900000000002
1985-10-23 14:25:00,0.269,0.535,0.266,0.07075600000000001
1985-10-23 14:30:00,0.166,0.428,0.262,0.06864400000000001
1985-10-23 14:35:00,0.107,0.347,0.24,0.0576
1985-10-23 14:40:00,0.078,0.285,0.20699999999999996,0.042848999999999984
1985-10-23 14:45:00,0.044,0.237,0.193,0.037249000000000004
1985-10-23 14:50:00,0.039,0.201,0.162,0.026244
1985-10-23 14:55:00,0.036,0.171,0.135,0.018225
1985-10-23 15:00:00,0.035,0.147,0.11199999999999999,0.012543999999999998
1985-10-23 15:05:00,0.035,0.127,0.092,0.008464
1985-10-23 15:10:00,0.034,0.111,0.077,0.005929
1985-10-23 15:15:00,0.039,0.097,0.058,0.0033640000000000002
1985-10-23 15:20:00,0.029,0.085,0.05600000000000001,0.0031360000000000008
1985-10-23 15:25:00,0.028,0.075,0.047,0.002209
1985-10-23 15:30:00,0.028,0.066,0.038000000000000006,0.0014440000000000004
1985-10-23 15:35:00,0.028,0.058,0.030000000000000002,0.0009000000000000002
1985-10-23 15:40:00,0.028,0.052,0.023999999999999997,0.0005759999999999999
1985-10-23 15:45:00,0.028,0.046,0.018,0.00032399999999999996
1985-10-23 15:50:00,0.028,0.041,0.013000000000000001,0.00016900000000000004
1985-10-23 15:55:00,0.028,0.036,0.007999999999999997,6.399999999999994e-05
1985-10-23 16:00:00,0.028,0.032,0.004,1.6e-05
1985-10-23 16:05:00,0.028,0.029,0.0010000000000000009,1.0000000000000019e-06
1985-10-23 16:10:00,0.028,0.026,-0.0020000000000000018,4.0000000000000074e-06
1985-10-23 16:15:00,0.028,0.023,-0.005000000000000001,2.500000000000001e-05
1985-10-23 16:20:00,0.038,0.039,0.0010000000000000009,1.0000000000000019e-06
1985-10-23 16:25:00,0.76,0.594,-0.16600000000000004,0.02755600000000001
1985-10-23 16:30:00,8.064,9.708,1.6440000000000001,2.7027360000000002
1985-10-23 16:35:00,11.89,9.819,-2.0709999999999997,4.289040999999999
1985-10-23 16:40:00,7.904,5.891,-2.013,4.052168999999999
1985-10-23 16:45:00,3.0,3.699,0.6989999999999998,0.4886009999999998
1985-10-23 16:50:00,1.61,2.527,0.917,0.8408890000000001
1985-10-23 16:55:00,0.857,1.807,0.95,0.9025
1985-10-23 17:00:00,0.53,1.357,0.827,0.6839289999999999
1985-10-23 17:05:00,0.366,1.055,0.689,0.47472099999999995
1985-10-23 17:10:00,0.293,0.836,0.5429999999999999,0.2948489999999999
1985-10-23 17:15:00,0.24,0.682,0.44200000000000006,0.19536400000000007
1985-10-23 17:20:00,0.201,0.561,0.36000000000000004,0.12960000000000002
1985-10-23 17:25:00,0.172,0.468,0.29600000000000004,0.08761600000000003
1985-10-23 17:30:00,0.154,0.394,0.24000000000000002,0.05760000000000001
1985-10-23 17:35:00,0.136,0.335,0.199,0.039601000000000004
1985-10-23 17:40:00,0.121,0.287,0.16599999999999998,0.027555999999999994
1985-10-23 17:45:00,0.117,0.248,0.131,0.017161000000000003
1985-10-23 17:50:00,0.112,0.216,0.104,0.010816
1985-10-23 17:55:00,0.107,0.189,0.082,0.006724000000000001
1985-10-23 18:00:00,0.105,0.166,0.06100000000000001,0.0037210000000000016
1985-10-23 18:05:00,0.102,0.146,0.044,0.0019359999999999998
1985-10-23 18:10:00,0.102,0.13,0.02800000000000001,0.0007840000000000006
1985-10-23 18:15:00,0.102,0.116,0.014000000000000012,0.00019600000000000035
1985-10-23 18:20:00,0.102,0.103,0.0010000000000000009,1.0000000000000019e-06
1985-10-23 18:25:00,0.102,0.092,-0.009999999999999995,9.99999999999999e-05
1985-10-23 18:30:00,0.102,0.082,-0.01999999999999999,0.0003999999999999996
1985-10-23 18:35:00,0.102,0.073,-0.028999999999999998,0.0008409999999999998
1985-10-23 18:40:00,0.102,0.066,-0.03599999999999999,0.0012959999999999994
1985-10-23 18:45:00,0.102,0.059,-0.043,0.0018489999999999997
1985-10-23 18:50:00,0.102,0.053,-0.048999999999999995,0.0024009999999999995
1985-10-23 18:55:00,0.102,0.048,-0.05399999999999999,0.0029159999999999993
1985-10-23 19:00:00,0.102,0.043,-0.059,0.0034809999999999997
1985-10-23 19:05:00,0.102,0.039,-0.063,0.003969
1985-10-23 19:10:00,0.102,0.035,-0.06699999999999999,0.004488999999999999
1985-10-23 19:15:00,0.102,0.031,-0.071,0.0050409999999999995
1985-10-23 19:20:00,0.102,0.028,-0.074,0.005475999999999999
1985-10-23 19:25:00,0.102,0.026,-0.076,0.005776
1985-10-23 19:30:00,0.102,0.023,-0.07899999999999999,0.006240999999999998
1985-10-23 19:35:00,0.1,0.021,-0.079,0.006241
1985-10-23 19:40:00,0.097,0.019,-0.078,0.006084
1985-10-23 19:45:00,0.097,0.017,-0.08,0.0064
1985-10-23 19:50:00,0.097,0.016,-0.081,0.006561
1985-10-23 19:55:00,0.098,0.014,-0.084,0.007056000000000001
