Date_Time,Q_recorded,Q_predicted_4,Q_abs_diff,Q_rel_diff
1993-01-06 17:35:00,0.002,0.0,0.002,1.0
1993-01-06 17:40:00,0.002,0.0,0.002,1.0
1993-01-06 17:45:00,0.002,0.0,0.002,1.0
1993-01-06 17:50:00,0.002,0.0,0.002,1.0
1993-01-06 17:55:00,0.285,0.0,0.285,1.0
1993-01-06 18:00:00,1.899,0.0,1.899,1.0
1993-01-06 18:05:00,1.899,0.028,1.871,0.9852553975776724
1993-01-06 18:10:00,1.04,0.167,0.873,0.8394230769230769
1993-01-06 18:15:00,0.492,0.748,0.256,0.5203252032520326
1993-01-06 18:20:00,0.236,0.82,0.584,2.4745762711864407
1993-01-06 18:25:00,0.157,0.613,0.45599999999999996,2.9044585987261144
1993-01-06 18:30:00,0.1,0.472,0.372,3.7199999999999998
1993-01-06 18:35:00,0.061,0.379,0.318,5.213114754098361
1993-01-06 18:40:00,0.036,0.314,0.278,7.722222222222223
1993-01-06 18:45:00,0.018,0.265,0.24700000000000003,13.722222222222225
1993-01-06 18:50:00,0.015,0.234,0.21900000000000003,14.600000000000003
1993-01-06 18:55:00,0.014,0.239,0.22499999999999998,16.07142857142857
1993-01-06 19:00:00,0.011,0.281,0.27,24.545454545454547
1993-01-06 19:05:00,0.007,0.332,0.325,46.42857142857143
1993-01-06 19:10:00,0.007,0.342,0.335,47.85714285714286
1993-01-06 19:15:00,0.003,0.301,0.298,99.33333333333333
1993-01-06 19:20:00,0.005,0.251,0.246,49.199999999999996
1993-01-06 19:25:00,0.005,0.206,0.20099999999999998,40.199999999999996
1993-01-06 19:30:00,0.005,0.171,0.166,33.2
1993-01-06 19:35:00,0.005,0.143,0.13799999999999998,27.599999999999998
1993-01-06 19:40:00,0.005,0.121,0.11599999999999999,23.2
1993-01-06 19:45:00,0.005,0.103,0.09799999999999999,19.599999999999998
1993-01-06 19:50:00,0.005,0.088,0.08299999999999999,16.599999999999998
1993-01-06 19:55:00,0.005,0.076,0.071,14.2
1993-01-06 20:00:00,0.005,0.066,0.061000000000000006,12.200000000000001
1993-01-06 20:05:00,0.005,0.057,0.052000000000000005,10.4
1993-01-06 20:10:00,0.005,0.05,0.045000000000000005,9.0
1993-01-06 20:15:00,0.005,0.043,0.038,7.6
1993-01-06 20:20:00,0.005,0.038,0.033,6.6000000000000005
1993-01-06 20:25:00,0.005,0.033,0.028,5.6
1993-01-06 20:30:00,0.005,0.029,0.024,4.8
1993-01-06 20:35:00,0.005,0.026,0.020999999999999998,4.199999999999999
1993-01-06 20:40:00,0.005,0.023,0.018,3.5999999999999996
1993-01-06 20:45:00,0.005,0.021,0.016,3.2
1993-01-06 20:50:00,0.005,0.022,0.016999999999999998,3.3999999999999995
1993-01-06 20:55:00,0.005,0.026,0.020999999999999998,4.199999999999999
1993-01-06 21:00:00,0.005,0.039,0.034,6.800000000000001
1993-01-06 21:05:00,0.005,0.053,0.048,9.6
1993-01-06 21:10:00,0.005,0.058,0.053000000000000005,10.600000000000001
1993-01-06 21:15:00,0.005,0.069,0.064,12.8
1993-01-06 21:20:00,0.005,0.075,0.06999999999999999,13.999999999999998
1993-01-06 21:25:00,0.005,0.081,0.076,15.2
1993-01-06 21:30:00,0.032,0.088,0.055999999999999994,1.7499999999999998
1993-01-06 21:35:00,0.916,0.098,0.8180000000000001,0.8930131004366813
1993-01-06 21:40:00,0.972,0.165,0.8069999999999999,0.8302469135802468
1993-01-06 21:45:00,0.499,0.6,0.10099999999999998,0.20240480961923843
1993-01-06 21:50:00,0.331,1.363,1.032,3.117824773413897
1993-01-06 21:55:00,1.096,1.28,0.18399999999999994,0.16788321167883205
1993-01-06 22:00:00,8.768,1.018,7.750000000000001,0.8838959854014599
1993-01-06 22:05:00,9.516,1.154,8.362,0.8787305590584279
