t_sec_kinematic,t_min_kinematic,Q_Kinematic_model,t_sec_pond,t_min_pond,Q_Pond_model
0.0,0.0,0.0,0.0,0.0,0.0
60.0,1.0,0.0,60.0,1.0,0.0
114.28571428571429,1.9047619047619049,0.0,114.28571428571429,1.9047619047619049,0.0
120.0,2.0,1.9861764806747743e-05,120.0,2.0,1.986077864125525e-05
180.0,3.0,0.0011637175094074454,180.0,3.0,0.0011605785656336662
240.0,4.0,0.0034307491908821485,240.0,4.0,0.003407243211593444
300.0,5.0,0.006573905192942769,300.0,5.0,0.006491027086587526
360.0,6.0,0.010482509407915471,360.0,6.0,0.0102758989423577
420.0,7.0,0.015087159149169856,420.0,7.0,0.014664969513713738
480.0,8.0,0.02033844716210973,480.0,8.0,0.019580071159302236
540.0,9.0,0.026198612387012394,540.0,9.0,0.024954034134557438
600.0,10.0,0.03263743684169492,600.0,10.0,0.030727075613021914
660.0,11.0,0.039629943593459054,660.0,11.0,0.03684489812760587
720.0,12.0,0.04715498492227605,720.0,12.0,0.04325760794676724
780.0,13.0,0.05519431872864793,780.0,13.0,0.04991906406481567
840.0,14.0,0.06373197392917264,840.0,14.0,0.056786466906743466
900.0,15.0,0.07275379720194708,900.0,15.0,0.0638200852305604
960.0,16.0,0.08224711894445652,960.0,16.0,0.07098306396961818
1020.0,17.0,0.09220050061913489,1020.0,17.0,0.07824127934326565
1080.0,18.0,0.102603539439158,1080.0,18.0,0.08556322088783877
1140.0,19.0,0.11344671454112226,1140.0,19.0,0.09291988794559504
1200.0,20.0,0.1247212638663549,1200.0,20.0,0.10028469299112992
1260.0,21.0,0.1364190842263459,1260.0,21.0,0.10763336723196351
1320.0,22.0,0.14853264917691103,1320.0,22.0,0.1149438658878351
1380.0,23.0,0.16105494078255347,1380.0,23.0,0.12219627183306639
1440.0,24.0,0.17397939236291918,1440.0,24.0,0.1293726971188501
1500.0,25.0,0.18729984002839767,1500.0,25.0,0.13645718242702715
1560.0,26.0,0.20101048132734964,1560.0,26.0,0.14343559483976917
1620.0,27.0,0.21510583970503072,1620.0,27.0,0.15029552450392475
1680.0,28.0,0.22958073375499272,1680.0,28.0,0.15702618086755327
1740.0,29.0,0.24443025045525096,1740.0,29.0,0.16361828919910198
1800.0,30.0,0.2596497217428274,1800.0,30.0,0.17006398808779616
1860.0,31.0,0.2752347039047115,1860.0,31.0,0.17635672858214838
1920.0,32.0,0.2911809593602495,1920.0,32.0,0.18249117556294667
1980.0,33.0,0.3074844404862648,1980.0,33.0,0.18846311187555984
2040.0,34.0,0.32414127519676605,2040.0,34.0,0.19426934566965637
2072.5824390076687,34.543040650127814,0.33333333333333337,2072.5824390076687,34.543040650127814,0.19735188603536416
2100.0,35.0,0.33333333333333337,2100.0,35.0,0.19990719404109694
2160.0,36.0,0.33333333333333337,2160.0,36.0,0.20537611998700833
2220.0,37.0,0.33333333333333337,2220.0,37.0,0.21067504846681065
2280.0,38.0,0.33333333333333337,2280.0,38.0,0.21580403773556475
2340.0,39.0,0.33333333333333337,2340.0,39.0,0.22076376655977206
2400.0,40.0,0.33333333333333337,2400.0,40.0,0.22555546607965177
2460.0,41.0,0.33333333333333337,2460.0,41.0,0.23018085604894434
2520.0,42.0,0.33333333333333337,2520.0,42.0,0.23464208540377543
2580.0,43.0,0.33333333333333337,2580.0,43.0,0.23894167707717776
2640.0,44.0,0.33333333333333337,2640.0,44.0,0.24308247694680823
2700.0,45.0,0.33333333333333337,2700.0,45.0,0.24706760677978634
2760.0,46.0,0.33333333333333337,2760.0,46.0,0.2509004210199331
2820.0,47.0,0.33333333333333337,2820.0,47.0,0.25458446724852235
2880.0,48.0,0.33333333333333337,2880.0,48.0,0.2581234501394595
2940.0,49.0,0.33333333333333337,2940.0,49.0,0.26152119872310553
3000.0,50.0,0.33333333333333337,3000.0,50.0,0.26478163676929617
3011.7971111180955,50.19661851863493,0.33,3011.7971111180955,50.19661851863493,0.26237248459969775
3047.7728604664194,50.79621434110699,0.32,3047.7728604664194,50.79621434110699,0.25521183528117947
3084.670984310685,51.411183071844754,0.31,3084.670984310685,51.411183071844754,0.24814859846299728
3122.555482512016,52.04259137520027,0.3,3122.555482512016,52.04259137520027,0.2411780258110257
3161.4973495465183,52.69162249244197,0.29,3161.4973495465183,52.69162249244197,0.23429528155237103
3201.575625525092,53.35959375875154,0.27999999999999997,3201.575625525092,53.35959375875154,0.22749541710029822
3242.878650596926,54.047977509948765,0.26999999999999996,3242.878650596926,54.047977509948765,0.220773341889884
3285.505571483536,54.75842619139227,0.25999999999999995,3285.505571483536,54.75842619139227,0.21412378958680817
3329.5681629918354,55.49280271653059,0.24999999999999994,3329.5681629918354,55.49280271653059,0.2075412786150978
3375.1930462908804,56.25321743818134,0.23999999999999994,3375.1930462908804,56.25321743818134,0.2010200656658316
3422.524411445742,57.0420735240957,0.22999999999999993,3422.524411445742,57.0420735240957,0.1945540904733449
3471.7273870210943,57.862123117018236,0.21999999999999992,3471.7273870210943,57.862123117018236,0.18813690964352528
3522.9922487133313,58.71653747855552,0.2099999999999999,3522.9922487133313,58.71653747855552,0.18176161664015994
3576.5397283110874,59.60899547185146,0.1999999999999999,3576.5397283110874,59.60899547185146,0.17542074410652017
3632.6277836049453,60.543796393415754,0.1899999999999999,3632.6277836049453,60.543796393415754,0.16910614341125446
3691.560334492772,61.526005574879534,0.17999999999999988,3691.560334492772,61.526005574879534,0.16280883449510464
3753.698684962831,62.56164474938052,0.16999999999999987,3753.698684962831,62.56164474938052,0.1565188165036282
3819.476674973976,63.6579445828996,0.15999999999999986,3819.476674973976,63.6579445828996,0.15022482592108796
3889.4211077575706,64.82368512929284,0.14999999999999986,3889.4211077575706,64.82368512929284,0.14391402332878012
3964.1797928101582,66.06966321350264,0.13999999999999985,3964.1797928101582,66.06966321350264,0.13757158143661555
4044.5608394853643,67.40934732475607,0.12999999999999984,4044.5608394853643,67.40934732475607,0.13118013388089855
4131.589011766395,68.85981686277324,0.11999999999999983,4131.589011766395,68.85981686277324,0.12471902329581376
4226.588743131518,70.44314571885863,0.10999999999999982,4226.588743131518,70.44314571885863,0.11816325264184277
4331.310281667338,72.18850469445563,0.09999999999999981,4331.310281667338,72.18850469445563,0.11148198492663258
4448.12850535255,74.13547508920917,0.0899999999999998,4448.12850535255,74.13547508920917,0.10463633192879966
4580.370242393737,76.33950403989562,0.0799999999999998,4580.370242393737,76.33950403989562,0.09757597765171648
4732.882521682925,78.88137536138207,0.06999999999999978,4732.882521682925,78.88137536138207,0.09023379715051906
4913.086461360846,81.8847743560141,0.059999999999999776,4913.086461360846,81.8847743560141,0.08251681443691265
5133.104687286203,85.55174478810339,0.04999999999999977,5133.104687286203,85.55174478810339,0.07428994816207408
5414.5706741762915,90.24284456960486,0.03999999999999976,5414.5706741762915,90.24284456960486,0.06534405468194963
5801.393628024305,96.68989380040509,0.02999999999999975,5801.393628024305,96.68989380040509,0.055324661685317106
6403.275453811492,106.72125756352487,0.01999999999999974,6403.275453811492,106.72125756352487,0.04353885240162461
7633.967465242763,127.23279108737938,0.009999999999999731,7633.967465242763,127.23279108737938,0.028202561589250642
14964.0,249.4,0.001,14964.0,249.4,0.002595512280573599
