t_min,t_sec,dt,i_prom,o_prom,y,Q
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9047619047619049,114.28571428571429,114.28571428571429,0.0,0.0,0.0,0.0
2.0,120.0,5.714285714285708,1.9047619047619022,5.6745081832157796e-05,9.523525798400351e-05,1.986077864125525e-05
4.0,240.0,120.0,39.99999999999999,0.20535761709306638,0.00208496737712935,0.003402766172909851
6.0,360.0,120.0,39.99999999999999,0.8200471050823135,0.0040439650218752335,0.010264685578462041
8.0,480.0,120.0,39.99999999999999,1.7895845178384688,0.0059544857959833095,0.019561723052179108
10.0,600.0,120.0,39.99999999999999,3.0158252265216565,0.007803694534657226,0.03070203072318184
12.0,720.0,120.0,39.99999999999999,4.4357312703295,0.009581907971140752,0.04322682378230982
14.0,840.0,120.0,39.99999999999999,5.998682207331262,0.011281973860774189,0.05675121300654456
16.0,960.0,120.0,39.99999999999999,7.661758510911721,0.012898885935228602,0.07094476217531748
18.0,1080.0,120.0,39.99999999999999,9.38808493680589,0.014429481688388307,0.0855233201047807
20.0,1200.0,120.0,39.99999999999999,11.146073661445222,0.015872178005316047,0.10024457425263965
22.0,1320.0,120.0,39.99999999999999,12.908960951664291,0.017226729957732834,0.1149047749417652
24.0,1440.0,120.0,39.99999999999999,14.654428580097408,0.018494008528727963,0.1293357013931916
26.0,1560.0,120.0,39.99999999999999,16.3642357486031,0.019675796741297807,0.14340156108352675
28.0,1680.0,120.0,39.99999999999999,18.023839831876227,0.020774604749703995,0.15699576944774368
30.0,1800.0,120.0,39.99999999999999,19.622005762792156,0.021793504461564386,0.17003765993212563
32.0,1920.0,120.0,39.99999999999999,21.150412077141855,0.022735983857707292,0.18246920802023858
34.0,2040.0,120.0,39.99999999999999,22.603263722857996,0.02360582067156439,0.19425185402739473
34.543040650127814,2072.5824390076687,32.582439007668654,10.860813002556215,6.379422083538286,0.023829890217515286,0.197334674042945
36.0,2160.0,87.41756099233135,29.139186997443776,17.601328558840056,0.024406783139445474,0.20536081091537184
38.0,2280.0,120.0,39.99999999999999,25.26924011525373,0.025143321133682787,0.21579319100552366
40.0,2400.0,120.0,39.99999999999999,26.48052293420472,0.025819294986972552,0.22554885789788834
42.0,2520.0,120.0,39.99999999999999,27.611297003415856,0.026438730136801758,0.23463942549237599
44.0,2640.0,120.0,39.99999999999999,28.663371288358874,0.027005561572383815,0.24308342931360521
46.0,2760.0,120.0,39.99999999999999,29.63928307253238,0.027523597418757196,0.2509046218952678
48.0,2880.0,120.0,39.99999999999999,30.542108693348894,0.027996491984089752,0.2581305229938804
50.0,3000.0,120.0,39.99999999999999,31.375303649773493,0.028427726801601078,0.2647912045023445
52.0,3120.0,120.0,0.0,30.385186141428516,0.026908467494529652,0.24162856452146406
54.0,3240.0,120.0,0.0,27.770167235197597,0.025519959132769773,0.2212075560651625
56.0,3360.0,120.0,0.0,25.459921727053583,0.024246963046417092,0.20312447271906392
58.0,3480.0,120.0,0.0,23.410227320504813,0.023076451680391852,0.18704598262268293
60.0,3600.0,120.0,0.0,21.584463261952983,0.0219972285172942,0.17269507174320012
62.0,3720.0,120.0,0.0,19.95211216719894,0.020999622908934253,0.15984013104344888
64.0,3840.0,120.0,0.0,18.48759267395826,0.02007524327523634,0.1482864135225221
66.0,3960.0,120.0,0.0,17.16934245984644,0.019216776152244017,0.13786929414158522
68.0,4080.0,120.0,0.0,15.979092436805105,0.018417821530403763,0.12844891313849985
70.0,4200.0,120.0,0.0,14.901288154829771,0.017672757122662273,0.1199058894419963
72.0,4320.0,120.0,0.0,13.922625455482628,0.01697662584988814,0.11213786814938081
74.0,4440.0,120.0,0.0,13.031675454501073,0.016325042077163086,0.10505672275897039
76.0,4560.0,120.0,0.0,12.218579858119977,0.015714113084257086,0.09858627487636257
78.0,4680.0,120.0,0.0,11.47480202343047,0.015140372983085562,0.09266042551414529
80.0,4800.0,120.0,0.0,10.79292247598231,0.014600726859286447,0.08722161575222655
82.0,4920.0,120.0,0.0,10.166470093291494,0.014092403354621872,0.08221955246929835
84.0,5040.0,120.0,0.0,9.589782062263682,0.013612914251508687,0.07761014856842968
86.0,5160.0,120.0,0.0,9.057887174315658,0.013160019892792904,0.07335463767016463
88.0,5280.0,120.0,0.0,8.5664081451909,0.01273169948553336,0.06941883141635037
90.0,5400.0,120.0,0.0,8.11147951857426,0.012326125509604647,0.06577249389322065
92.0,5520.0,120.0,0.0,7.689678393830437,0.011941641589913125,0.062388812670619985
94.0,5640.0,120.0,0.0,7.297965753358247,0.011576743302245212,0.059243949885350804
