t_min,t_sec,dt,i_prom,o_prom,y,Q
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9047619047619049,114.28571428571429,114.28571428571429,0.0,0.0,0.0,0.0
2.0,120.0,5.714285714285708,1.9047619047619022,0.00011348452910439148,9.523242101163988e-05,3.971958518653706e-05
4.0,240.0,120.0,39.99999999999999,0.4074217396173803,0.0020748613340307704,0.006750642741769802
6.0,360.0,120.0,39.99999999999999,1.6116801024853955,0.0039942773289065,0.020110692299653454
8.0,480.0,120.0,39.99999999999999,3.4669540750444954,0.005820929625154275,0.0376718756177548
10.0,600.0,120.0,39.99999999999999,5.734939254796986,0.007534182662414426,0.05791044529552831
12.0,720.0,120.0,39.99999999999999,8.253149724519105,0.00912152517618847,0.07964205011312343
14.0,840.0,120.0,39.99999999999999,10.89413146772984,0.010576818602801978,0.1019268076823739
16.0,960.0,120.0,39.99999999999999,13.557694141611227,0.011898933895721418,0.12403476134447992
18.0,1080.0,120.0,39.99999999999999,16.1673509553579,0.013090566347953522,0.14542108791148506
20.0,1200.0,120.0,39.99999999999999,18.667335719572662,0.014157199561974887,0.16570117408139262
22.0,1320.0,120.0,39.99999999999999,21.01955151778073,0.01510622198608585,0.18462468454828626
23.437995404022466,1406.279724241348,86.27972424134805,28.759908080449343,16.47635240508759,0.015720399769853937,0.1973040374072618
24.0,1440.0,33.72027575865195,11.240091919550649,6.733003975078694,0.015945754167077535,0.20204050077322083
26.0,1560.0,120.0,39.99999999999999,25.197096308390925,0.016685899351657988,0.2179111043666279
28.0,1680.0,120.0,39.99999999999999,27.008605391716365,0.01733546908207217,0.23223231882864484
30.0,1800.0,120.0,39.99999999999999,28.637260028613657,0.01790360608064149,0.24505534831491615
32.0,1920.0,120.0,39.99999999999999,30.091023090879347,0.01839905492609752,0.2564617031997396
34.0,2040.0,120.0,39.99999999999999,31.380791743534775,0.018830015338920782,0.26655149252583993
36.0,2160.0,120.0,39.99999999999999,32.51915892137666,0.01920405739285195,0.27543448949710425
38.0,2280.0,120.0,39.99999999999999,33.51948228239809,0.019528083278732043,0.2832235485428639
40.0,2400.0,120.0,39.99999999999999,34.39520948537428,0.01980832280446333,0.2900299428800408
42.0,2520.0,120.0,39.99999999999999,35.15940982117918,0.02005035231340437,0.29596022080627893
44.0,2640.0,120.0,39.99999999999999,35.82446695141536,0.020259128965833602,0.3011142283839771
46.0,2760.0,120.0,39.99999999999999,36.40189387570723,0.02043903427204824,0.3055840028778102
48.0,2880.0,120.0,39.99999999999999,36.902238010712416,0.02059392237151262,0.3094532973007302
50.0,3000.0,120.0,39.99999999999999,37.33505067583662,0.02072716983772079,0.31279754729654685
52.0,3120.0,120.0,0.0,34.97179812891632,0.018978579931274973,0.2700657548520584
54.0,3240.0,120.0,0.0,30.309302676322364,0.017463114797458854,0.2350892897533143
56.0,3360.0,120.0,0.0,26.474147528006565,0.016139407421058526,0.20614650238012844
58.0,3480.0,120.0,0.0,23.28646207610834,0.014975084317253109,0.18196119888834386
60.0,3600.0,120.0,0.0,20.612020334639844,0.013944483300521117,0.16157247335565353
62.0,3720.0,120.0,0.0,18.349142161549544,0.01302702619244364,0.1442465626701722
64.0,3840.0,120.0,0.0,16.419752331939137,0.012206038575846683,0.12941597619548012
66.0,3960.0,120.0,0.0,14.763161179040068,0.01146788051689468,0.11663671012185432
68.0,4080.0,120.0,0.0,13.331663808939556,0.010801297326447702,0.10555768669380493
70.0,4200.0,120.0,0.0,12.087377408471658,0.010196928456024119,0.09589860344738939
72.0,4320.0,120.0,0.0,10.999935893782832,0.009646931661334977,0.08743366144899113
74.0,4440.0,120.0,0.0,10.044787527990144,0.00914469228493547,0.07997946401751127
76.0,4560.0,120.0,0.0,9.201922691114103,0.008684596150379765,0.07338591416772376
78.0,4680.0,120.0,0.0,8.45491256814395,0.008261850521972567,0.06752929530134207
80.0,4800.0,120.0,0.0,7.790175312378295,0.007872341756353651,0.06230695990496288
82.0,4920.0,120.0,0.0,7.19641051584854,0.007512521230561224,0.05763321535917944
84.0,5040.0,120.0,0.0,6.6641595164819964,0.007179313254737124,0.0534361099155205
86.0,5160.0,120.0,0.0,6.185460709202037,0.006870040219277023,0.04965490190451344
88.0,5280.0,120.0,0.0,5.7535772385427055,0.006582361357349888,0.04623805207119833
90.0,5400.0,120.0,0.0,5.362780309234282,0.0063142223418881736,0.04314161974937302
92.0,5520.0,120.0,0.0,5.008175576901852,0.006063813563043081,0.04032797319899119
94.0,5640.0,120.0,0.0,4.685563159408529,0.0058295354050726545,0.03776474612448429
