t_sec,t_min,Q_Kinematic_model,Q_Pond_model
10800.0,180.0,0.0010299394510726162,0.0058013999049953725
10980.0,183.0,0.0009732539280042554,0.005543202856799444
11160.0,186.0,0.000920829534646691,0.005300813667643608
11340.0,189.0,0.0008722643525604498,0.0050730092839570045
11520.0,192.0,0.0008272016984933312,0.004858680362714338
11700.0,195.0,0.000785324248116104,0.004656818983989567
11880.0,198.0,0.0007463490202938074,0.004466507870615255
12060.0,201.0,0.0007100230823061654,0.004286910908803343
12240.0,204.0,0.0006761198611718371,0.0041172647946002335
12420.0,207.0,0.0006444359662321113,0.003956871656988165
12600.0,210.0,0.0006147884443834647,0.003805092530202334
12780.0,213.0,0.0005870124025756268,0.0036613415661364643
12960.0,216.0,0.0005609589430097428,0.0035250808931501457
13140.0,219.0,0.0005364933653507108,0.0033958160406524778
13320.0,222.0,0.0005134935975816936,0.003273091859914187
13500.0,225.0,0.0004918488231735947,0.0031564888809796528
13680.0,228.0,0.00047145827725452686,0.0030456200535792757
13860.0,231.0,0.00045223018863358133,0.002940127826803047
14040.0,234.0,0.00043408084801190185,0.0028396815281717075
14220.0,237.0,0.0004169337856252636,0.002743975007785314
14400.0,240.0,0.0004007190440055977,0.0026527245175677625
14580.0,243.0,0.0003853725336051997,0.0025656667993661842
14760.0,246.0,0.00037083546076263955,0.0024825573588954813
14940.0,249.0,0.00035705381895766104,0.0024031689053153477
15120.0,252.0,0.0003439779355478491,0.002327289938653199
15300.0,255.0,0.000331562067238994,0.0022547234693946067
15480.0,258.0,0.00031976403844393,0.0021852858563982556
15660.0,261.0,0.0003085449174560492,0.0021188057508932604
15840.0,264.0,0.0002978687260243045,0.002055123135715307
16020.0,267.0,0.00028770217848351153,0.001994088450162245
16200.0,270.0,0.00027801444708142276,0.0019355617919229189
16380.0,273.0,0.0002687769505643798,0.0018794121884754128
16560.0,276.0,0.0002599631634463763,0.0018255169311797233
16740.0,279.0,0.0002515484437005141,0.0017737609660199815
16920.0,282.0,0.00024350987688422887,0.0017240363355954778
17100.0,285.0,0.0002358261349462791,0.001676241667528827
17280.0,288.0,0.00022847734816941616,0.0016302817049631722
17460.0,291.0,0.00022144498888218981,0.0015860668752664825
17640.0,294.0,0.0002147117657301346,0.0015435128934568815
17820.0,297.0,0.00020826152743375968,0.0015025403972146766
18000.0,300.0,0.000202079175080959,0.001463074610659667
18180.0,303.0,0.00019615058210696956,0.0014250450343510613
18360.0,306.0,0.00019046252120774636,0.0013883851592159573
18540.0,309.0,0.00018500259751428645,0.0013530322023343516
18720.0,312.0,0.00017975918742743822,0.0013189268627071702
18900.0,315.0,0.00017472138257632115,0.00128601309531151
19080.0,318.0,0.0001698789384197141,0.00125423790190653
19260.0,321.0,0.00016522222705957099,0.0012235511371963342
19440.0,324.0,0.00016074219387998703,0.0011939053290845123
19620.0,327.0,0.0001564303176641546,0.0011652555118704241
19800.0,330.0,0.00015227857387672362,0.0011375590713411912
19980.0,333.0,0.00014827940083002224,0.0011107756008069574
20160.0,336.0,0.0001444256684802765,0.0010848667672114327
20340.0,339.0,0.0001407106496246663,0.0010597961865259527
20520.0,342.0,0.00013712799329213045,0.0010355293077042055
20700.0,345.0,0.00013367170014058494,0.0010120333045371048
20880.0,348.0,0.00013033609969090635,0.0009892769748037439
