t_min,t_sec,dt,i_prom,o_prom,y,Q
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,60.0,60.0,0.0,0.0,0.0,0.0
2.0,120.0,60.0,0.0,0.0,0.0,0.0
3.0,180.0,60.0,0.0,0.0,0.0,0.0
4.0,240.0,60.0,0.0,0.0,0.0,0.0
5.0,300.0,60.0,0.0,0.0,0.0,0.0
5.714285714285714,342.8571428571429,42.85714285714289,0.0,0.0,0.0,0.0
6.0,360.0,17.14285714285711,11.428571428571404,0.021181677627481542,0.00028518474377359806,0.0024711957232061844
7.0,420.0,60.0,39.99999999999999,0.9575234685766855,0.0012612466570591807,0.029446253229349996
8.0,480.0,60.0,39.99999999999999,3.0892451001385877,0.0021840155295557158,0.07352858344193626
9.0,540.0,60.0,39.99999999999999,6.019983646687728,0.0030335159383885224,0.12713753811432135
10.0,600.0,60.0,39.99999999999999,9.364757398557535,0.003799397003424584,0.18502104183759646
11.0,660.0,60.0,39.99999999999999,12.85046991502518,0.004478135255548955,0.24332795532990947
12.0,720.0,60.0,39.99999999999999,16.28081718247677,0.0050711148259870355,0.2993659507526495
13.0,780.0,60.0,39.99999999999999,19.523267721785917,0.005583033132942387,0.35140963997354785
13.91265066711693,834.7590400270158,54.75904002701577,36.506026684677174,20.425056957184193,0.005985057376129712,0.39458798697927455
14.0,840.0,5.240959972984228,3.493973315322818,2.0782312147998865,0.006020450928642785,0.39848474225835456
15.0,900.0,60.0,39.99999999999999,25.161779450097793,0.00639140644239034,0.44024123941157184
16.0,960.0,60.0,39.99999999999999,27.507506886083295,0.006703718770238258,0.4766756567912047
17.0,1020.0,60.0,39.99999999999999,29.542098142302763,0.006965166316680689,0.5080609479522207
18.0,1080.0,60.0,39.99999999999999,31.286406974433206,0.007183006142319859,0.5348192845288862
19.0,1140.0,60.0,39.99999999999999,32.767883682394874,0.007363809050259987,0.5574435048842762
20.0,1200.0,60.0,39.99999999999999,34.016616292402325,0.007513393642949929,0.5764437048624682
21.0,1260.0,60.0,39.99999999999999,35.06270989607524,0.007636825895548048,0.5923132916733729
22.0,1320.0,60.0,39.99999999999999,35.93467711109606,0.007738458967770647,0.6055092786964957
23.0,1380.0,60.0,39.99999999999999,36.65855303709294,0.007821995141843324,0.6164424892066026
24.0,1440.0,60.0,39.99999999999999,37.25750415210705,0.007890557538040646,0.6254743158636326
25.0,1500.0,60.0,39.99999999999999,37.75175666373019,0.00794676362144739,0.6329175729273739
26.0,1560.0,60.0,39.99999999999999,38.158718477179,0.007992795659517916,0.6390397096452594
27.0,1620.0,60.0,39.99999999999999,38.49320777528986,0.00803046546513567,0.6440672161977359
28.0,1680.0,60.0,39.99999999999999,38.76773048105221,0.008061272203109364,0.6481904665040047
29.0,1740.0,60.0,39.99999999999999,38.9927700024499,0.008086452953048115,0.6515685335776586
30.0,1800.0,60.0,39.99999999999999,39.17706736179237,0.008107026269003306,0.6543337118154204
31.0,1860.0,60.0,0.0,35.78424227383305,0.00721242021215748,0.5384743639790147
32.0,1920.0,60.0,0.0,29.638329620768406,0.006471461971638269,0.44946995671326556
33.0,1980.0,60.0,0.0,24.878279570639016,0.005849504982372294,0.3798060289747017
34.0,2040.0,60.0,0.0,21.125880768235287,0.005321357963166412,0.3243899966331412
35.0,2100.0,60.0,0.0,18.12206899757991,0.004868306238226914,0.2796789699528557
36.0,2160.0,60.0,0.0,15.684906142254425,0.004476183584670553,0.24315123478895845
37.0,2220.0,60.0,0.0,13.683801640996505,0.004134088543645641,0.21297548657759172
38.0,2280.0,60.0,0.0,12.02320138186167,0.003833508509099099,0.18779789281779724
39.0,2340.0,60.0,0.0,10.631983101275592,0.0035677089315672094,0.16660154389138912
40.0,2400.0,60.0,0.0,9.456394243324864,0.003331299075484088,0.14861159755277298
41.0,2460.0,60.0,0.0,8.455247101007025,0.0031199178979589124,0.13322997248079452
42.0,2520.0,60.0,0.0,7.5965862740523695,0.002930003241107603,0.1199895699876178
43.0,2580.0,60.0,0.0,6.85533680877317,0.002758619820888274,0.10852165697148788
44.0,2640.0,60.0,0.0,6.211618062407079,0.002603329369328097,0.09853227844208144
45.0,2700.0,60.0,0.0,5.649517347123007,0.0024620914356500217,0.0897849664620188
46.0,2760.0,60.0,0.0,5.156186158395227,0.002333186781690141,0.08208790548448877
47.0,2820.0,60.0,0.0,4.721166022089734,0.0022151576311378977,0.07528429525183566
48.0,2880.0,60.0,0.0,4.335879972956251,0.0021067606318139914,0.06924503718003935
49.0,2940.0,60.0,0.0,3.993244983911789,0.0020069295072161967,0.06386312895035363
50.0,3000.0,60.0,0.0,3.68737372871835,0.001914745163998238,0.05904932867359137
51.0,3060.0,60.0,0.0,3.4133430266671985,0.001829411588331558,0.054728772215315254
52.0,3120.0,60.0,0.0,3.1670125539237493,0.0017502362744834642,0.050838312915476386
53.0,3180.0,60.0,0.0,2.944881797360676,0.0016766142295494473,0.0473244136632128
54.0,3240.0,60.0,0.0,2.7439763546277622,0.0016080148206837532,0.044141464824379285
55.0,3300.0,60.0,0.0,2.5617569364302897,0.001543970897272996,0.04125043305663036
56.0,3360.0,60.0,0.0,2.3960460651442492,0.0014840697456443897,0.03861776911484461
57.0,3420.0,60.0,0.0,2.24496866677633,0.0014279455289749816,0.036214519777699725
58.0,3480.0,60.0,0.0,2.106903644466053,0.0013752729378633303,0.034015601704502046
59.0,3540.0,60.0,0.0,1.9804441875801493,0.0013257618331738265,0.03199920454816961
60.0,3600.0,60.0,0.0,1.8643650719183698,0.0012791527063758673,0.03014629784910939
61.0,3660.0,60.0,0.0,1.7575955870741278,0.001235212816699014,0.028440221720028205
62.0,3720.0,60.0,0.0,1.6591970178114526,0.0011937328912537278,0.026866345540353543
63.0,3780.0,60.0,0.0,1.568343830090586,0.0011545242955014632,0.02541178212933266
64.0,3840.0,60.0,0.0,1.484307885668266,0.0011174165983597565,0.02406514739294288
65.0,3900.0,60.0,0.0,1.4064451442266876,0.0010822554697540892,0.02281635741461337
66.0,3960.0,60.0,0.0,1.334184417813149,0.0010489008593087604,0.021656456512491602
67.0,4020.0,60.0,0.0,1.2670178257782945,0.001017225413664303,0.02057747101345155
68.0,4080.0,60.0,0.0,1.2044926644858691,0.0009871130970521562,0.01957228446941075
69.0,4140.0,60.0,0.0,1.1462044586950297,0.0009584579855847805,0.01863453082042357
