t_min,t_sec,dt,i_prom,o_prom,y,Q
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,60.0,60.0,0.0,0.0,0.0,0.0
1.9047619047619049,114.28571428571429,54.28571428571429,0.0,0.0,0.0,0.0
2.0,120.0,5.714285714285708,1.9047619047619022,0.00011348452910439148,9.523242101163988e-05,3.971958518653706e-05
3.0,180.0,60.0,19.999999999999996,0.0706391608066396,0.0010917004629713077,0.0023149191083681156
4.0,240.0,60.0,19.999999999999996,0.2724900710180771,0.0020780759594204038,0.0067680832589011196
5.0,300.0,60.0,19.999999999999996,0.5876410295214849,0.0030486939079443294,0.012819951058481709
6.0,360.0,60.0,19.999999999999996,0.9891680079500569,0.003999235507546826,0.02015231587318685
7.0,420.0,60.0,19.999999999999996,1.4603077172334085,0.004926220121685155,0.02852460803459344
8.0,480.0,60.0,19.999999999999996,1.98780442384496,0.005826829900492907,0.03773553942690524
9.0,540.0,60.0,19.999999999999996,2.56034922710353,0.006698812439137731,0.047609434809879114
10.0,600.0,60.0,19.999999999999996,3.167991443061224,0.00754041286698467,0.05799027995882835
11.0,660.0,60.0,19.999999999999996,3.8018716953881992,0.00835031928221526,0.06873877655411162
12.0,720.0,60.0,19.999999999999996,4.454084007184192,0.00912761508185605,0.07973069035202811
13.0,780.0,60.0,19.999999999999996,5.117593760458514,0.009871735393833124,0.09085576832992236
14.0,840.0,60.0,19.999999999999996,5.786179823406967,0.010582426402662775,0.10201689245030987
15.0,900.0,60.0,19.999999999999996,6.454386171400378,0.011259707094092757,0.11312931326303603
16.0,960.0,60.0,19.999999999999996,7.1174761566844555,0.011903833286258533,0.12411989195977914
17.0,1020.0,60.0,19.999999999999996,7.7713864517506455,0.012515263963671001,0.13492632309857566
18.0,1080.0,60.0,19.999999999999996,8.41267967691695,0.013094629979825153,0.14549633279865595
19.0,1140.0,60.0,19.999999999999996,9.038495740453321,0.013642705192802487,0.1557868585497881
20.0,1200.0,60.0,19.999999999999996,9.646502412536476,0.014160380072175663,0.1657632218680944
21.0,1260.0,60.0,19.999999999999996,10.234845853250608,0.014648637779513132,0.17539830657359248
22.0,1320.0,60.0,19.999999999999996,10.802101847823455,0.01510853268712196,0.1846717550205227
23.0,1380.0,60.0,19.999999999999996,11.347228443906694,0.015541171264926623,0.19356919310970044
23.437995404022466,1406.279724241348,26.27972424134805,8.759908080449348,5.136553394648095,0.015722338999216687,0.19734460396632317
24.0,1440.0,33.72027575865195,11.240091919550649,6.734354369266721,0.015947625876730882,0.2020800281136099
25.0,1500.0,60.0,19.999999999999996,12.368481353154973,0.016329201809073133,0.21020268365822248
26.0,1560.0,60.0,19.999999999999996,12.844129316774632,0.016686995343234402,0.21793496023426528
27.0,1620.0,60.0,19.999999999999996,13.296434056797082,0.017022173640394548,0.22527950832563753
28.0,1680.0,60.0,19.999999999999996,13.725637923797226,0.017335891744204687,0.23224175580093673
29.0,1740.0,60.0,19.999999999999996,14.132135308571785,0.017629284978776097,0.23882942115145606
30.0,1800.0,60.0,19.999999999999996,14.516444978654595,0.017903462729843368,0.24505207813703042
31.0,1860.0,60.0,19.999999999999996,14.879185436053817,0.01815950345804068,0.2509207697314302
32.0,1920.0,60.0,19.999999999999996,15.221053151650114,0.018398450800458172,0.25644766865690705
33.0,1980.0,60.0,19.999999999999996,15.542803501423773,0.018621310625386984,0.2616457813905521
34.0,2040.0,60.0,19.999999999999996,15.845234210178639,0.018829048914878053,0.2665286922820691
35.0,2100.0,60.0,19.999999999999996,16.129171097861708,0.019022590359984968,0.2711103443133212
36.0,2160.0,60.0,19.999999999999996,16.39545592020661,0.01920281756397464,0.27540485302689915
37.0,2220.0,60.0,19.999999999999996,16.64493609768851,0.01937057075909021,0.27942635022938456
38.0,2280.0,60.0,19.999999999999996,16.878456133291444,0.01952664795242564,0.28318885421366363
39.0,2340.0,60.0,19.999999999999996,17.09685052917923,0.01967180542596668,0.286706163425644
40.0,2400.0,60.0,19.999999999999996,17.30093802404625,0.019806758524764368,0.289991770709231
41.0,2460.0,60.0,19.999999999999996,17.491516985902045,0.019932182675469267,0.2930587954875039
42.0,2520.0,60.0,19.999999999999996,17.669361808674104,0.02004871458503556,0.2959199314682996
43.0,2580.0,60.0,19.999999999999996,17.83522017479893,0.020156953576295614,0.2985874076916648
44.0,2640.0,60.0,19.999999999999996,17.989811059535462,0.02025746302331884,0.30107296095951736
45.0,2700.0,60.0,19.999999999999996,18.133823365802346,0.02035077185502872,0.30338781790056085
46.0,2760.0,60.0,19.999999999999996,18.267915090720155,0.020437376100492715,0.30554268512344435
47.0,2820.0,60.0,19.999999999999996,18.39271293660691,0.020517740453662368,0.30754774609678603
48.0,2880.0,60.0,19.999999999999996,18.50881228985931,0.020592299839169402,0.30941266356519104
49.0,2940.0,60.0,19.999999999999996,18.61677750092318,0.020661460964123243,0.31114658646558174
50.0,3000.0,60.0,19.999999999999996,18.717142407415828,0.020725603843752452,0.3127581604482792
51.0,3060.0,60.0,0.0,18.092895947285815,0.01982095904638816,0.29033837112791466
52.0,3120.0,60.0,0.0,16.813341920156635,0.018980291950380326,0.27010635954397316
53.0,3180.0,60.0,0.0,15.657041634084887,0.018197439868676082,0.25179502825885647
54.0,3240.0,60.0,0.0,14.60913355747017,0.017466983190802574,0.2351760903234826
55.0,3300.0,60.0,0.0,13.656889956410803,0.016784138692982033,0.2200535748902108
56.0,3360.0,60.0,0.0,12.789363912120558,0.016144670497376005,0.20625855551380784
57.0,3420.0,60.0,0.0,11.997102063373086,0.01554481539420735,0.1936448465986284
58.0,3480.0,60.0,0.0,11.27190953603497,0.014981219917405602,0.18208547126920396
59.0,3540.0,60.0,0.0,10.606656565510919,0.014450887089130055,0.17146974758116004
60.0,3600.0,60.0,0.0,9.99511862259167,0.01395113115800047,0.1617008731718957
61.0,3660.0,60.0,0.0,9.43184361093823,0.01347953897745356,0.15269391385937867
62.0,3720.0,60.0,0.0,8.912041054301925,0.013033936924738464,0.14437412128401889
63.0,3780.0,60.0,0.0,8.431489235012727,0.012612362462987827,0.13667551988307206
64.0,3840.0,60.0,0.0,7.986457056862156,0.01221303961014472,0.12953971534566647
65.0,3900.0,60.0,0.0,7.573638040523595,0.01183435770811854,0.12291488600512006
66.0,3960.0,60.0,0.0,7.190094359323299,0.011474852990152374,0.11675492597232325
