Timestamp,Recorded_data,Simulated_data,dif,sq_dif,rel_sq_dif,dif_rec,dif_sim,sq_dif_rec,sq_dif_sim,prod_rec_sim,delta_time,rec_lft,rec_rgt,sim_lft,sim_rgt,ave_rec,ave_sim
1989-04-23 03:55:00,0.02538,0.029,0.0036200000000000017,1.3104400000000013e-05,0.020343885625645448,-0.7251270588235295,-0.6209117647058824,0.5258092514380623,0.38553141955017306,0.45023992173010385,,,,,,,
1989-04-23 04:00:00,0.02538,0.789,0.7636200000000001,0.5831155044000002,905.2558780298333,-0.7251270588235295,0.13908823529411762,0.5258092514380623,0.019345537197231828,-0.10085664297577854,300.0,0.02538,0.02538,0.029,0.789,7.614,122.7
1989-04-23 04:05:00,0.02538,1.062,1.03662,1.0745810244000003,1668.230018610734,-0.7251270588235295,0.41208823529411764,0.5258092514380623,0.16981671366782006,-0.2988163300346021,300.0,0.02538,0.02538,0.789,1.062,7.614,277.65
1989-04-23 04:10:00,1.504,0.755,-0.749,0.561001,0.24800929790063375,0.7534929411764706,0.1050882352941176,0.5677516124027682,0.011043537197231822,0.07918324349480965,300.0,0.02538,1.504,1.062,0.755,229.40699999999998,272.55
1989-04-23 04:15:00,1.4,0.523,-0.8769999999999999,0.7691289999999998,0.3924127551020408,0.6494929411764705,-0.1269117647058824,0.42184108063806214,0.016106596020761255,-0.08242829532871973,300.0,1.504,1.4,0.755,0.523,435.59999999999997,191.70000000000002
1989-04-23 04:20:00,0.6719999999999999,0.377,-0.29499999999999993,0.08702499999999996,0.19271054776077093,-0.07850705882352949,-0.2729117647058824,0.006163358285121118,0.07448083131487893,0.02142549996539795,300.0,1.4,0.6719999999999999,0.523,0.377,310.8,135.0
1989-04-23 04:25:00,0.3656,0.285,-0.0806,0.0064963600000000005,0.0486023993411508,-0.38490705882352944,-0.36491176470588244,0.14815344393217994,0.1331605960207613,0.140457114083045,300.0,0.6719999999999999,0.3656,0.377,0.285,155.64,99.29999999999998
1989-04-23 04:30:00,0.22949999999999998,0.232,0.00250000000000003,6.25000000000015e-06,0.00011866281249851957,-0.5210070588235294,-0.4179117647058824,0.2714483553439446,0.17465024307958485,0.21773497937716266,300.0,0.3656,0.22949999999999998,0.285,0.232,89.265,77.55
1989-04-23 04:35:00,0.181,0.192,0.01100000000000001,0.00012100000000000022,0.003693415951894027,-0.5695070588235294,-0.4579117647058824,0.32433829004982695,0.20968318425605542,0.2607839823183391,300.0,0.22949999999999998,0.181,0.232,0.192,61.574999999999996,63.60000000000001
1989-04-23 04:40:00,0.1325,0.157,0.024499999999999994,0.0006002499999999997,0.03419010323958702,-0.6180070588235294,-0.4929117647058824,0.3819327247557093,0.24296200778546714,0.3046229499653979,300.0,0.181,0.1325,0.192,0.157,47.025,52.349999999999994
1989-04-23 04:45:00,0.109,0.127,0.018000000000000002,0.00032400000000000007,0.027270431781836548,-0.6415070588235294,-0.5229117647058824,0.41153130652041525,0.27343671366782013,0.3354515882006921,300.0,0.1325,0.109,0.157,0.127,36.225,42.6
1989-04-23 04:50:00,0.098,0.119,0.02099999999999999,0.0004409999999999996,0.045918367346938736,-0.6525070588235294,-0.5309117647058824,0.4257654618145329,0.28186730190311426,0.34642367408304503,300.0,0.109,0.098,0.127,0.119,31.050000000000004,36.9
1989-04-23 04:55:00,0.08032,0.122,0.041679999999999995,0.0017372223999999996,0.2692824320248884,-0.6701870588235295,-0.5279117647058824,0.44915069381453293,0.278690831314879,0.35379963290657446,300.0,0.098,0.08032,0.119,0.122,26.748,36.15
1989-04-23 05:00:00,0.0681,0.119,0.0509,0.0025908100000000002,0.5586519780662885,-0.6824070588235294,-0.5309117647058824,0.4656793939321799,0.28186730190311426,0.3622979358477509,300.0,0.08032,0.0681,0.122,0.119,22.262999999999998,36.15
1989-04-23 05:05:00,0.0564,0.106,0.0496,0.00246016,0.7734017403551128,-0.6941070588235294,-0.5439117647058824,0.4817846091086505,0.2958400077854672,0.3775329952595156,300.0,0.0681,0.0564,0.119,0.106,18.675,33.75
1989-04-23 05:10:00,0.04597,0.089,0.04303,0.0018515809,0.8761807042443671,-0.7045370588235295,-0.5609117647058824,0.49637246725570944,0.31462200778546723,0.39518312496539804,300.0,0.0564,0.04597,0.106,0.089,15.355499999999997,29.25
1989-04-23 05:15:00,0.0388,0.073,0.034199999999999994,0.0011696399999999996,0.7769422892974809,-0.7117070588235295,-0.5769117647058825,0.5065269375792388,0.3328271842560555,0.4105921752595157,300.0,0.04597,0.0388,0.089,0.073,12.7155,24.299999999999997
1989-04-23 05:20:00,0.03205,0.059,0.026949999999999995,0.0007263024999999997,0.7070684699462857,-0.7184570588235294,-0.5909117647058824,0.5161805453733563,0.34917671366782005,0.4245447284948097,300.0,0.0388,0.03205,0.073,0.059,10.6275,19.8
1989-04-23 05:25:00,0.02935,0.048,0.01865,0.00034782249999999997,0.40377689229152935,-0.7211570588235294,-0.6019117647058824,0.5200675034910035,0.3622977724913495,0.43407291790657443,300.0,0.03205,0.02935,0.059,0.048,9.21,16.05
1989-04-23 05:30:00,0.028,0.039,0.011,0.00012099999999999999,0.15433673469387754,-0.7225070588235294,-0.6109117647058824,0.522016450049827,0.3732131842560554,0.4413880623183391,300.0,0.02935,0.028,0.048,0.039,8.6025,13.049999999999999
1989-04-23 05:35:00,0.028,0.032,0.004,1.6e-05,0.02040816326530612,-0.7225070588235294,-0.6179117647058824,0.522016450049827,0.38181494896193774,0.44644561173010383,300.0,0.028,0.028,0.039,0.032,8.4,10.65
1989-04-23 05:40:00,0.02669,0.026,-0.0006899999999999996,4.760999999999995e-07,0.0006683455086578181,-0.7238170588235294,-0.6239117647058824,0.5239111346439447,0.38926589013840834,0.4515979784948097,300.0,0.028,0.02669,0.032,0.026,8.2035,8.7
1989-04-23 05:45:00,0.02669,0.022,-0.00469,2.1996099999999998e-05,0.030877955561832066,-0.7238170588235294,-0.6279117647058824,0.5239111346439447,0.3942731842560554,0.45449324673010383,300.0,0.02669,0.02669,0.026,0.022,8.007,7.2
1989-04-23 05:50:00,0.02669,0.03,0.0033100000000000004,1.0956100000000003e-05,0.015380088694404392,-0.7238170588235294,-0.6199117647058824,0.5239111346439447,0.38429059602076127,0.4487027102595156,300.0,0.02669,0.02669,0.022,0.03,8.007,7.8
1989-04-23 05:55:00,0.02538,0.059,0.03362,0.0011303043999999999,1.7547376023140149,-0.7251270588235295,-0.5909117647058824,0.5258092514380623,0.34917671366782005,0.42848610996539793,300.0,0.02669,0.02538,0.03,0.059,7.810499999999999,13.35
1989-04-23 06:00:00,0.02538,0.096,0.07062,0.0049871844000000005,7.742339140105853,-0.7251270588235295,-0.5539117647058824,0.5258092514380623,0.3068182430795849,0.40165640878892744,300.0,0.02538,0.02538,0.059,0.096,7.614,23.25
1989-04-23 06:05:00,0.0388,0.117,0.0782,0.006115240000000001,4.062094802848336,-0.7117070588235295,-0.5329117647058824,0.5065269375792388,0.2839949489619378,0.37927706467128036,300.0,0.02538,0.0388,0.096,0.117,9.627,31.950000000000003
1989-04-23 06:10:00,0.08474,0.113,0.028260000000000007,0.0007986276000000004,0.11121603189007417,-0.6657670588235294,-0.5369117647058824,0.44324577661453285,0.2882742430795848,0.3574581664359862,300.0,0.0388,0.08474,0.117,0.113,18.531,34.5
1989-04-23 06:15:00,0.08695,0.097,0.010050000000000003,0.00010100250000000007,0.013359584487525476,-0.6635570588235294,-0.5529117647058824,0.4403079703145329,0.3057114195501731,0.3668885043771627,300.0,0.08474,0.08695,0.113,0.097,25.753500000000003,31.500000000000004
1989-04-23 06:20:00,0.07394999999999999,0.08,0.006050000000000014,3.660250000000016e-05,0.006693209096839672,-0.6765570588235295,-0.5699117647058825,0.4577294538439447,0.3247994195501731,0.3855778273183392,300.0,0.08695,0.07394999999999999,0.097,0.08,24.134999999999998,26.549999999999997
