Timestamp,Recorded_data,Simulated_data,dif,abs_dif,sq_dif,rel_sq_dif,dif_rec,dif_sim,sq_dif_rec,sq_dif_sim,prod_rec_sim,delta_time,rec_lft,rec_rgt,sim_lft,sim_rgt,ave_rec,ave_sim
1989-04-23 04:25:00,0.3656,0.029,-0.33659999999999995,0.33659999999999995,0.11329955999999997,0.8476486001848225,-0.3623741176470589,-0.6209117647058824,0.1313150011404845,0.38553141955017306,0.22500235287197237,,,,,,,
1989-04-23 04:30:00,0.22949999999999998,0.789,0.5595000000000001,0.5595000000000001,0.31304025000000013,5.9433978384382105,-0.4984741176470589,0.13908823529411762,0.24847644596401391,0.019345537197231828,-0.0693318853633218,300.0,0.3656,0.22949999999999998,0.029,0.789,89.265,122.7
1989-04-23 04:35:00,0.181,1.062,0.881,0.881,0.776161,23.69161503006624,-0.5469741176470588,0.41208823529411764,0.2991806853757786,0.16981671366782006,-0.22540159889273356,300.0,0.22949999999999998,0.181,0.789,1.062,61.574999999999996,277.65
1989-04-23 04:40:00,0.1325,0.755,0.6225,0.6225,0.38750625000000005,22.072267710929157,-0.5954741176470588,0.1050882352941176,0.35458942478754324,0.011043537197231822,-0.06257732418685118,300.0,0.181,0.1325,1.062,0.755,47.025,272.55
1989-04-23 04:45:00,0.109,0.523,0.41400000000000003,0.41400000000000003,0.17139600000000002,14.426058412591535,-0.6189741176470589,-0.1269117647058824,0.3831289583169551,0.016106596020761255,0.0785550975778547,300.0,0.1325,0.109,0.755,0.523,36.225,191.70000000000002
1989-04-23 04:50:00,0.098,0.377,0.279,0.279,0.07784100000000002,8.10506039150354,-0.6299741176470589,-0.2729117647058824,0.3968673889051904,0.07448083131487893,0.17192734816609,300.0,0.109,0.098,0.523,0.377,31.050000000000004,135.0
1989-04-23 04:55:00,0.08032,0.285,0.20467999999999997,0.20467999999999997,0.04189390239999999,6.49386740885065,-0.6476541176470589,-0.36491176470588244,0.4194558561051905,0.1331605960207613,0.23633660698961947,300.0,0.098,0.08032,0.377,0.285,26.748,99.29999999999998
1989-04-23 05:00:00,0.0681,0.232,0.16390000000000002,0.16390000000000002,0.026863210000000005,5.7924685344390765,-0.6598741176470588,-0.4179117647058824,0.43543385114048444,0.17465024307958485,0.27576915698961946,300.0,0.08032,0.0681,0.285,0.232,22.262999999999998,77.55
1989-04-23 05:05:00,0.0564,0.192,0.1356,0.1356,0.01838736,5.780443639655953,-0.6715741176470589,-0.4579117647058824,0.4510117954934257,0.20968318425605542,0.30752168934256063,300.0,0.0681,0.0564,0.232,0.192,18.675,63.60000000000001
1989-04-23 05:10:00,0.04597,0.157,0.11103,0.11103,0.0123276609,5.833533176458965,-0.6820041176470589,-0.4929117647058824,0.4651296164875434,0.24296200778546714,0.33616785316609005,300.0,0.0564,0.04597,0.192,0.157,15.355499999999997,52.349999999999994
1989-04-23 05:15:00,0.0388,0.127,0.0882,0.0882,0.00777924,5.167419491975767,-0.6891741176470589,-0.5229117647058824,0.47496096443460223,0.27343671366782013,0.360377254048443,300.0,0.04597,0.0388,0.157,0.127,12.7155,42.6
1989-04-23 05:20:00,0.03205,0.119,0.08695,0.08695,0.0075603025,7.360089660996735,-0.6959241176470589,-0.5309117647058824,0.4843103775228374,0.28186730190311426,0.36947430140138415,300.0,0.0388,0.03205,0.127,0.119,10.6275,36.9
1989-04-23 05:25:00,0.02935,0.122,0.09265,0.09265,0.0085840225,9.964938807611826,-0.6986241176470589,-0.5279117647058824,0.4880756577581316,0.278690831314879,0.36881189081314886,300.0,0.03205,0.02935,0.119,0.122,9.21,36.15
