Timestamp,Recorded_data,Simulated_data,dif,sq_dif,rel_sq_dif,dif_rec,dif_sim,sq_dif_rec,sq_dif_sim,prod_rec_sim,delta_time,rec_lft,rec_rgt,sim_lft,sim_rgt,ave_rec,ave_sim
1989-04-23 05:10:00,0.04597,0.029,-0.016969999999999996,0.00028798089999999984,0.13627452506716098,-0.6830396323529412,-0.6209117647058824,0.46654313936484104,0.38553141955017306,0.42410734348832185,,,,,,,
1989-04-23 05:15:00,0.0388,0.789,0.7502,0.56280004,373.84421830162614,-0.6902096323529412,0.13908823529411762,0.47638933659278226,0.019345537197231828,-0.0960000397469723,300.0,0.04597,0.0388,0.029,0.789,12.7155,122.7
1989-04-23 05:20:00,0.03205,1.062,1.0299500000000001,1.0607970025000002,1032.7048488491803,-0.6969596323529411,0.41208823529411764,0.48575272912954687,0.16981671366782006,-0.28720886496756054,300.0,0.0388,0.03205,0.789,1.062,10.6275,277.65
1989-04-23 05:25:00,0.02935,0.755,0.72565,0.5265679225000001,611.2771868624282,-0.6996596323529412,0.1050882352941176,0.48952360114425275,0.011043537197231822,-0.07352599607050168,300.0,0.03205,0.02935,1.062,0.755,9.21,272.55
1989-04-23 05:30:00,0.028,0.523,0.495,0.245025,312.531887755102,-0.7010096323529411,-0.1269117647058824,0.4914145046516057,0.016106596020761255,0.08896636951773358,300.0,0.02935,0.028,0.755,0.523,8.6025,191.70000000000002
1989-04-23 05:35:00,0.028,0.377,0.349,0.12180099999999998,155.35841836734693,-0.7010096323529411,-0.2729117647058824,0.4914145046516057,0.07448083131487893,0.191313775841263,300.0,0.028,0.028,0.523,0.377,8.4,135.0
1989-04-23 05:40:00,0.02669,0.285,0.25831,0.0667240561,93.66671542505215,-0.7023196323529411,-0.36491176470588244,0.4932528659883704,0.1331605960207613,0.2562846964294983,300.0,0.028,0.02669,0.377,0.285,8.2035,99.29999999999998
1989-04-23 05:45:00,0.02669,0.232,0.20531000000000002,0.04215219610000001,59.17292783763628,-0.7023196323529411,-0.4179117647058824,0.4932528659883704,0.17465024307958485,0.2935076369442042,300.0,0.02669,0.02669,0.285,0.232,8.007,77.55
1989-04-23 05:50:00,0.02669,0.192,0.16531,0.027327396100000005,38.36198791587523,-0.7023196323529411,-0.4579117647058824,0.4932528659883704,0.20968318425605542,0.3216004222383218,300.0,0.02669,0.02669,0.232,0.192,8.007,63.60000000000001
1989-04-23 05:55:00,0.02538,0.157,0.13162000000000001,0.017323824400000003,26.894318106312816,-0.7036296323529412,-0.4929117647058824,0.49509465952513515,0.24296200778546714,0.34682732378243947,300.0,0.02669,0.02538,0.192,0.157,7.810499999999999,52.349999999999994
1989-04-23 06:00:00,0.02538,0.127,0.10162,0.0103266244,16.031536407054073,-0.7036296323529412,-0.5229117647058824,0.49509465952513515,0.27343671366782013,0.36793621275302774,300.0,0.02538,0.02538,0.157,0.127,7.614,42.6
1989-04-23 06:05:00,0.0388,0.119,0.0802,0.006432039999999999,4.272531618662981,-0.6902096323529412,-0.5309117647058824,0.47638933659278226,0.28186730190311426,0.36644041392949833,300.0,0.02538,0.0388,0.127,0.119,9.627,36.9
1989-04-23 06:10:00,0.08474,0.122,0.03726,0.0013883076,0.19333424278704156,-0.6442696323529411,-0.5279117647058824,0.4150833591721939,0.278690831314879,0.3401175185618512,300.0,0.0388,0.08474,0.119,0.122,18.531,36.15
1989-04-23 06:15:00,0.08695,0.119,0.032049999999999995,0.0010272024999999996,0.13586791004725005,-0.6420596323529412,-0.5309117647058824,0.41224057149719395,0.28186730190311426,0.34087701245891006,300.0,0.08474,0.08695,0.122,0.119,25.753500000000003,36.15
1989-04-23 06:20:00,0.07394999999999999,0.106,0.03205000000000001,0.0010272025000000007,0.18783638050123427,-0.6550596323529412,-0.5439117647058824,0.42910312193837047,0.2958400077854672,0.3562946406206748,300.0,0.08695,0.07394999999999999,0.119,0.106,24.134999999999998,33.75
1989-04-23 06:25:00,0.0603,0.089,0.028699999999999996,0.0008236899999999998,0.2265317965176879,-0.6687096323529411,-0.5609117647058824,0.4471725724016057,0.31462200778546723,0.37508709995891004,300.0,0.07394999999999999,0.0603,0.106,0.089,20.137499999999996,29.25
1989-04-23 06:30:00,0.0415,0.073,0.03149999999999999,0.0009922499999999996,0.5761358687763097,-0.6875096323529412,-0.5769117647058825,0.47266949457807633,0.3328271842560555,0.39663239525302774,300.0,0.0603,0.0415,0.089,0.073,15.27,24.299999999999997
1989-04-23 06:35:00,0.03205,0.059,0.026949999999999995,0.0007263024999999997,0.7070684699462857,-0.6969596323529411,-0.5909117647058824,0.48575272912954687,0.34917671366782005,0.4118416462824394,300.0,0.0415,0.03205,0.073,0.059,11.0325,19.8
1989-04-23 06:40:00,0.028,0.048,0.02,0.0004,0.5102040816326531,-0.7010096323529411,-0.6019117647058824,0.4914145046516057,0.3622977724913495,0.4219459448853806,300.0,0.03205,0.028,0.059,0.048,9.0075,16.05
1989-04-23 06:45:00,0.02538,0.039,0.01362,0.0001855044,0.28798573735951133,-0.7036296323529412,-0.6109117647058824,0.49509465952513515,0.3732131842560554,0.4298556204000865,300.0,0.028,0.02538,0.048,0.039,8.007,13.049999999999999
1989-04-23 06:50:00,0.02538,0.032,0.006620000000000001,4.3824400000000014e-05,0.06803505549376819,-0.7036296323529412,-0.6179117647058824,0.49509465952513515,0.38181494896193774,0.43478102782655714,300.0,0.02538,0.02538,0.039,0.032,7.614,10.65
