Timestamp,Recorded_data,Simulated_data,dif,abs_dif,sq_dif,rel_sq_dif,dif_rec,dif_sim,sq_dif_rec,sq_dif_sim,prod_rec_sim,delta_time,rec_lft,rec_rgt,sim_lft,sim_rgt,ave_rec,ave_sim
1989-04-23 04:15:00,1.4,0.029,-1.371,1.371,1.879641,0.9590005102040817,0.6582910294117645,-0.6209117647058824,0.43334707940400063,0.38553141955017306,-0.40874064476211064,,,,,,,
1989-04-23 04:20:00,0.6719999999999999,0.789,0.1170000000000001,0.1170000000000001,0.013689000000000024,0.030313297193877615,-0.06970897058823544,0.13908823529411762,0.004859340580471474,0.019345537197231828,-0.009695697703287216,300.0,1.4,0.6719999999999999,0.029,0.789,310.8,122.7
1989-04-23 04:25:00,0.3656,1.062,0.6964000000000001,0.6964000000000001,0.4849729600000002,3.6283163912683345,-0.3761089705882354,0.41208823529411764,0.14145795775694212,0.16981671366782006,-0.15499008196799313,300.0,0.6719999999999999,0.3656,0.789,1.062,155.64,277.65
1989-04-23 04:30:00,0.22949999999999998,0.755,0.5255000000000001,0.5255000000000001,0.2761502500000001,5.243002453946964,-0.5122089705882353,0.1050882352941176,0.26235802955105975,0.011043537197231822,-0.053827136820934235,300.0,0.3656,0.22949999999999998,1.062,0.755,89.265,272.55
1989-04-23 04:35:00,0.181,0.523,0.342,0.342,0.11696400000000001,3.5702206892341515,-0.5607089705882353,-0.1269117647058824,0.31439454969811853,0.016106596020761255,0.07116056494377165,300.0,0.22949999999999998,0.181,0.755,0.523,61.574999999999996,191.70000000000002
1989-04-23 04:40:00,0.1325,0.377,0.2445,0.2445,0.05978025,3.4050694197223206,-0.6092089705882353,-0.2729117647058824,0.37113556984517737,0.07448083131487893,0.16626029523788932,300.0,0.181,0.1325,0.523,0.377,47.025,135.0
1989-04-23 04:45:00,0.109,0.285,0.176,0.176,0.030975999999999997,2.607187947142496,-0.6327089705882354,-0.36491176470588244,0.40032064146282453,0.1331605960207613,0.23088294700259523,300.0,0.1325,0.109,0.377,0.285,36.225,99.29999999999998
1989-04-23 04:50:00,0.098,0.232,0.134,0.134,0.017956000000000003,1.8696376509787587,-0.6437089705882354,-0.4179117647058824,0.4143612388157657,0.17465024307958485,0.26901355185553644,300.0,0.109,0.098,0.285,0.232,31.050000000000004,77.55
1989-04-23 04:55:00,0.08032,0.192,0.11168,0.11168,0.0124724224,1.9333185187536703,-0.6613889705882354,-0.4579117647058824,0.43743537041576575,0.20968318425605542,0.3028577906790658,300.0,0.098,0.08032,0.232,0.192,26.748,63.60000000000001
1989-04-23 05:00:00,0.0681,0.157,0.0889,0.0889,0.00790321,1.704155804390624,-0.6736089705882353,-0.4929117647058824,0.4537490452569421,0.24296200778546714,0.3320297864143599,300.0,0.08032,0.0681,0.192,0.157,22.262999999999998,52.349999999999994
1989-04-23 05:05:00,0.0564,0.127,0.0706,0.0706,0.004984359999999999,1.56693576781852,-0.6853089705882354,-0.5229117647058824,0.46964838516870683,0.27343671366782013,0.35835612317906584,300.0,0.0681,0.0564,0.157,0.127,18.675,42.6
