Timestamp,Recorded_data,Simulated_data,dif,sq_dif,rel_sq_dif,dif_rec,dif_sim,sq_dif_rec,sq_dif_sim,prod_rec_sim,delta_time,rec_lft,rec_rgt,sim_lft,sim_rgt,ave_rec,ave_sim
1989-04-23 04:05:00,0.02538,0.029,0.0036200000000000017,1.3104400000000013e-05,0.020343885625645448,-0.7262218382352942,-0.6209117647058824,0.5273981583298498,0.38553141955017306,0.45091968314662634,,,,,,,
1989-04-23 04:10:00,1.504,0.789,-0.715,0.5112249999999999,0.22600414851177,0.7523981617647059,0.13908823529411762,0.5661029938269085,0.019345537197231828,0.10464973255839098,300.0,0.02538,1.504,0.029,0.789,229.40699999999998,122.7
1989-04-23 04:15:00,1.4,1.062,-0.33799999999999986,0.1142439999999999,0.05828775510204078,0.6483981617647058,0.41208823529411764,0.42042017617984956,0.16981671366782006,0.2671972542495674,300.0,1.504,1.4,0.789,1.062,435.59999999999997,277.65
1989-04-23 04:20:00,0.6719999999999999,0.755,0.08300000000000007,0.006889000000000012,0.01525519061791386,-0.07960183823529421,0.1050882352941176,0.006336452650437947,0.011043537197231822,-0.008365216706314885,300.0,1.4,0.6719999999999999,1.062,0.755,310.8,272.55
1989-04-23 04:25:00,0.3656,0.523,0.15740000000000004,0.024774760000000014,0.1853519169352021,-0.38600183823529416,-0.1269117647058824,0.1489974191210262,0.016106596020761255,0.04898817447015573,300.0,0.6719999999999999,0.3656,0.755,0.523,155.64,191.70000000000002
1989-04-23 04:30:00,0.22949999999999998,0.377,0.14750000000000002,0.021756250000000005,0.4130652503073368,-0.5221018382352942,-0.2729117647058824,0.27259032948867334,0.07448083131487893,0.1424877340289793,300.0,0.3656,0.22949999999999998,0.523,0.377,89.265,135.0
1989-04-23 04:35:00,0.181,0.285,0.10399999999999998,0.010815999999999996,0.3301486523610389,-0.5706018382352942,-0.36491176470588244,0.32558645779749684,0.1331605960207613,0.20821932373486166,300.0,0.22949999999999998,0.181,0.377,0.285,61.574999999999996,99.29999999999998
1989-04-23 04:40:00,0.1325,0.232,0.0995,0.009900250000000001,0.5639159843360627,-0.6191018382352942,-0.4179117647058824,0.3832870861063204,0.17465024307958485,0.25872994174956754,300.0,0.181,0.1325,0.285,0.232,47.025,77.55
1989-04-23 04:45:00,0.109,0.192,0.083,0.006889000000000001,0.5798333473613332,-0.6426018382352942,-0.4579117647058824,0.41293712250337916,0.20968318425605542,0.2942549417495675,300.0,0.1325,0.109,0.232,0.192,36.225,63.60000000000001
1989-04-23 04:50:00,0.098,0.157,0.059,0.0034809999999999997,0.3624531445231152,-0.6536018382352942,-0.4929117647058824,0.4271953629445556,0.24296200778546714,0.3221680354995675,300.0,0.109,0.098,0.192,0.157,31.050000000000004,52.349999999999994
