Timestamp,Recorded_data,Simulated_data,dif,abs_dif,sq_dif,rel_sq_dif,dif_rec,dif_sim,sq_dif_rec,sq_dif_sim,prod_rec_sim,delta_time,rec_lft,rec_rgt,sim_lft,sim_rgt,ave_rec,ave_sim
1989-04-23 03:45:00,0.02538,0.029,0.0036200000000000017,0.0036200000000000017,1.3104400000000013e-05,0.020343885625645448,-0.7225702205882354,-0.6209117647058824,0.5221077236809312,0.38553141955017306,0.44865235078935994,,,,,,,
1989-04-23 03:50:00,0.02538,0.789,0.7636200000000001,0.7636200000000001,0.5831155044000002,905.2558780298333,-0.7225702205882354,0.13908823529411762,0.5221077236809312,0.019345537197231828,-0.10050101685769895,300.0,0.02538,0.02538,0.029,0.789,7.614,122.7
1989-04-23 03:55:00,0.02538,1.062,1.03662,1.03662,1.0745810244000003,1668.230018610734,-0.7225702205882354,0.41208823529411764,0.5221077236809312,0.16981671366782006,-0.29776268707828724,300.0,0.02538,0.02538,0.789,1.062,7.614,277.65
1989-04-23 04:00:00,0.02538,0.755,0.72962,0.72962,0.5323453444,826.4378987071844,-0.7225702205882354,0.1050882352941176,0.5221077236809312,0.011043537197231822,-0.07593362935769893,300.0,0.02538,0.02538,1.062,0.755,7.614,272.55
1989-04-23 04:05:00,0.02538,0.523,0.49762,0.49762,0.2476256644,384.4257039260141,-0.7225702205882354,-0.1269117647058824,0.5221077236809312,0.016106596020761255,0.09170266181877167,300.0,0.02538,0.02538,0.755,0.523,7.614,191.70000000000002
1989-04-23 04:10:00,1.504,0.377,-1.127,1.127,1.270129,0.56150310165799,0.7560497794117647,-0.2729117647058824,0.5716112689485779,0.07448083131487893,-0.20633487950475782,300.0,0.02538,1.504,0.523,0.377,229.40699999999998,135.0
1989-04-23 04:15:00,1.4,0.285,-1.115,1.115,1.243225,0.6342984693877552,0.6520497794117646,-0.36491176470588244,0.42516891483093083,0.1331605960207613,-0.23794063568122836,300.0,1.504,1.4,0.377,0.285,435.59999999999997,99.29999999999998
1989-04-23 04:20:00,0.6719999999999999,0.232,-0.43999999999999995,0.43999999999999995,0.19359999999999997,0.42871315192743764,-0.07595022058823542,-0.4179117647058824,0.005768436007401619,0.17465024307958485,0.03174049071583051,300.0,1.4,0.6719999999999999,0.285,0.232,310.8,77.55
1989-04-23 04:25:00,0.3656,0.192,-0.17359999999999998,0.17359999999999998,0.03013695999999999,0.22546911883705445,-0.38235022058823537,-0.4579117647058824,0.14619169118387224,0.20968318425605542,0.17508266424524227,300.0,0.6719999999999999,0.3656,0.232,0.192,155.64,63.60000000000001
1989-04-23 04:30:00,0.22949999999999998,0.157,-0.07249999999999998,0.07249999999999998,0.005256249999999997,0.09979542531125254,-0.5184502205882353,-0.4929117647058824,0.26879063122798985,0.24296200778546714,0.2555502131423011,300.0,0.3656,0.22949999999999998,0.192,0.157,89.265,52.349999999999994
1989-04-23 04:35:00,0.181,0.127,-0.05399999999999999,0.05399999999999999,0.0029159999999999993,0.08900827203076826,-0.5669502205882353,-0.5229117647058824,0.32143255262504866,0.27343671366782013,0.29646494034818344,300.0,0.22949999999999998,0.181,0.157,0.127,61.574999999999996,42.6
1989-04-23 04:40:00,0.1325,0.119,-0.013500000000000012,0.013500000000000012,0.00018225000000000034,0.010380918476326113,-0.6154502205882353,-0.5309117647058824,0.3787789740221075,0.28186730190311426,0.3267497627011246,300.0,0.181,0.1325,0.127,0.119,47.025,36.9
1989-04-23 04:45:00,0.109,0.122,0.012999999999999998,0.012999999999999998,0.00016899999999999993,0.01422439188620486,-0.6389502205882354,-0.5279117647058824,0.4082573843897546,0.278690831314879,0.33730933850994815,300.0,0.1325,0.109,0.119,0.122,36.225,36.15
1989-04-23 04:50:00,0.098,0.119,0.02099999999999999,0.02099999999999999,0.0004409999999999996,0.045918367346938736,-0.6499502205882354,-0.5309117647058824,0.4224352892426958,0.28186730190311426,0.3450662185834776,300.0,0.109,0.098,0.122,0.119,31.050000000000004,36.15
1989-04-23 04:55:00,0.08032,0.106,0.025679999999999994,0.025679999999999994,0.0006594623999999997,0.1022215917207663,-0.6676302205882354,-0.5439117647058824,0.44573011144269586,0.2958400077854672,0.36313193145112466,300.0,0.098,0.08032,0.119,0.106,26.748,33.75
1989-04-23 05:00:00,0.0681,0.089,0.020900000000000002,0.020900000000000002,0.0004368100000000001,0.09418860145635363,-0.6798502205882353,-0.5609117647058824,0.4621963224338722,0.31462200778546723,0.3813359869658305,300.0,0.08032,0.0681,0.106,0.089,22.262999999999998,29.25
1989-04-23 05:05:00,0.0564,0.073,0.016599999999999997,0.016599999999999997,0.0002755599999999999,0.086627936220512,-0.6915502205882353,-0.5769117647058825,0.47824170759563694,0.3328271842560555,0.39896345814230116,300.0,0.0681,0.0564,0.089,0.073,18.675,24.299999999999997
1989-04-23 05:10:00,0.04597,0.059,0.01303,0.01303,0.0001697809,0.08034147928899163,-0.7019802205882354,-0.5909117647058824,0.49277623009710764,0.34917671366782005,0.41480837093641876,300.0,0.0564,0.04597,0.073,0.059,15.355499999999997,19.8
1989-04-23 05:15:00,0.0388,0.048,0.0092,0.0092,8.464e-05,0.056222765437347215,-0.7091502205882354,-0.6019117647058824,0.5028940353603429,0.3622977724913495,0.4268458607158305,300.0,0.04597,0.0388,0.059,0.048,12.7155,16.05
1989-04-23 05:20:00,0.03205,0.039,0.006949999999999998,0.006949999999999998,4.830249999999997e-05,0.04702334739255402,-0.7159002205882353,-0.6109117647058824,0.512513125838284,0.3732131842560554,0.4373518671128893,300.0,0.0388,0.03205,0.048,0.039,10.6275,13.049999999999999
1989-04-23 05:25:00,0.02935,0.032,0.0026499999999999996,0.0026499999999999996,7.0224999999999976e-06,0.008152213344787253,-0.7186002205882354,-0.6179117647058824,0.5163862770294605,0.38181494896193774,0.44403153042171284,300.0,0.03205,0.02935,0.039,0.032,9.21,10.65
1989-04-23 05:30:00,0.028,0.026,-0.0020000000000000018,0.0020000000000000018,4.0000000000000074e-06,0.00510204081632654,-0.7199502205882353,-0.6239117647058824,0.5183283201250487,0.38926589013840834,0.4491854126275952,300.0,0.02935,0.028,0.032,0.026,8.6025,8.7
1989-04-23 05:35:00,0.028,0.022,-0.006000000000000002,0.006000000000000002,3.600000000000002e-05,0.045918367346938806,-0.7199502205882353,-0.6279117647058824,0.5183283201250487,0.3942731842560554,0.45206521350994816,300.0,0.028,0.028,0.026,0.022,8.4,7.2
1989-04-23 05:40:00,0.02669,0.03,0.0033100000000000004,0.0033100000000000004,1.0956100000000003e-05,0.015380088694404392,-0.7212602205882354,-0.6199117647058824,0.5202163058029899,0.38429059602076127,0.44711769615700697,300.0,0.028,0.02669,0.022,0.03,8.2035,7.8
1989-04-23 05:45:00,0.02669,0.059,0.03231,0.03231,0.0010439361,1.465469447092543,-0.7212602205882354,-0.5909117647058824,0.5202163058029899,0.34917671366782005,0.42620114975994816,300.0,0.02669,0.02669,0.03,0.059,8.007,13.35
1989-04-23 05:50:00,0.02669,0.096,0.06931000000000001,0.06931000000000001,0.004803876100000002,6.743644225128419,-0.7212602205882354,-0.5539117647058824,0.5202163058029899,0.3068182430795849,0.39951452159818346,300.0,0.02669,0.02669,0.059,0.096,8.007,23.25
1989-04-23 05:55:00,0.02538,0.117,0.09162000000000001,0.09162000000000001,0.0083942244,13.03158794829234,-0.7225702205882354,-0.5329117647058824,0.5221077236809312,0.2839949489619378,0.38506617137759525,300.0,0.02669,0.02538,0.096,0.117,7.810499999999999,31.950000000000003
1989-04-23 06:00:00,0.02538,0.113,0.08762,0.08762,0.007677264400000001,11.918545593193079,-0.7225702205882354,-0.5369117647058824,0.5221077236809312,0.2882742430795848,0.3879564522599482,300.0,0.02538,0.02538,0.117,0.113,7.614,34.5
1989-04-23 06:05:00,0.0388,0.097,0.0582,0.0582,0.00338724,2.25,-0.7091502205882354,-0.5529117647058824,0.5028940353603429,0.3057114195501731,0.39209749990700704,300.0,0.02538,0.0388,0.113,0.097,9.627,31.500000000000004
1989-04-23 06:10:00,0.08474,0.08,-0.004739999999999994,0.004739999999999994,2.2467599999999944e-05,0.003128814128253799,-0.6632102205882353,-0.5699117647058825,0.43984779669269575,0.3247994195501731,0.37797130718641875,300.0,0.0388,0.08474,0.097,0.08,18.531,26.549999999999997
1989-04-23 06:15:00,0.08695,0.065,-0.021949999999999997,0.021949999999999997,0.0004818024999999999,0.06372793945744894,-0.6610002205882354,-0.5849117647058824,0.43692129161769583,0.3421217724913495,0.38662680549524225,300.0,0.08474,0.08695,0.08,0.065,25.753500000000003,21.750000000000004
1989-04-23 06:20:00,0.07394999999999999,0.052,-0.02194999999999999,0.02194999999999999,0.00048180249999999955,0.08810340484611921,-0.6740002205882354,-0.5979117647058824,0.45427629735298997,0.3574984783737024,0.4029926613040658,300.0,0.08695,0.07394999999999999,0.065,0.052,24.134999999999998,17.549999999999997
1989-04-23 06:25:00,0.0603,0.044,-0.016300000000000002,0.016300000000000002,0.00026569000000000007,0.07307024853620238,-0.6876502205882353,-0.6059117647058824,0.4728628258750487,0.3671290666089966,0.416655358657007,300.0,0.07394999999999999,0.0603,0.052,0.044,20.137499999999996,14.4
1989-04-23 06:30:00,0.0415,0.039,-0.0025000000000000022,0.0025000000000000022,6.250000000000011e-06,0.003628973726230228,-0.7064502205882354,-0.6109117647058824,0.4990719141691664,0.3732131842560554,0.43157875093641873,300.0,0.0603,0.0415,0.044,0.039,15.27,12.45
1989-04-23 06:35:00,0.03205,0.038,0.005949999999999997,0.005949999999999997,3.5402499999999965e-05,0.034464966742195395,-0.7159002205882353,-0.6119117647058824,0.512513125838284,0.37443600778546715,0.4380677673334775,300.0,0.0415,0.03205,0.039,0.038,11.0325,11.55
1989-04-23 06:40:00,0.028,0.044,0.015999999999999997,0.015999999999999997,0.0002559999999999999,0.3265306122448978,-0.7199502205882353,-0.6059117647058824,0.5183283201250487,0.3671290666089966,0.43622630865700696,300.0,0.03205,0.028,0.038,0.044,9.0075,12.299999999999999
1989-04-23 06:45:00,0.02538,0.053,0.02762,0.02762,0.0007628644,1.184306500219516,-0.7225702205882354,-0.5969117647058824,0.5221077236809312,0.35630365484429066,0.4313106654952423,300.0,0.028,0.02538,0.044,0.053,8.007,14.55
1989-04-23 06:50:00,0.02538,0.057,0.03162,0.03162,0.0009998244000000002,1.5521743261293588,-0.7225702205882354,-0.5929117647058824,0.5221077236809312,0.35154436072664363,0.42842038461288934,300.0,0.02538,0.02538,0.053,0.057,7.614,16.5
